UnitID	datasetName	KindOfUnit	TypeStatus	FullScientificName	storage:Institution	storage:Building	storage:ContainerStorage	storage:Column	storage:ContainerName	storage:ContainerType	storage:SubContainerStorage	Property1	PropertyValue1	Property2	PropertyValue2	Property3	PropertyValue3	Property4	PropertyValue4	Property5	PropertyValue5	Property6	PropertyValue6	Property7	PropertyValue7	Property8	PropertyValue8	Notes
RMCA_ENT_161_BOX_7	DIPTERAE	specimen		Dinera suffulva	Royal Museum for Central Africa	Colonial Palace	box	161	7	dry		taxonomy_source	gbif	author_gbif	"(Villeneuve, 1943)"	name_in_source	Dinera suffulva 	author_in_source_species	Vill.									
RMCA ENT 000016802	DIPTERAE	specimen	Holotype	Dogonia nigra	Royal Museum for Central Africa	Colonial Palace	box	139	41	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Dogonia nigra 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000016802 DV	ht_head_front_view	RMCA ENT 000016802 HV	ht_lateral_view	RMCA ENT 000016802 LV	ht_labels	RMCA ENT 000016802 LB	prêt
RMCA ENT 000016803	DIPTERAE	specimen	Holotype	Dogonia saegeri	Royal Museum for Central Africa	Colonial Palace	box	139	41	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Dogonia saegeri 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000016803 DV	ht_head_front_view	RMCA ENT 000016803 HV	ht_lateral_view	RMCA ENT 000016803 LV	ht_labels	RMCA ENT 000016803 LB	prêt 
RMCA_ENT_161_BOX_44	DIPTERAE	specimen	Paratype	Dolichocolon africanum	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	gbif	author_gbif	"Mesnil, 1968"	name_in_source	Dolichocolon africanum 	author_in_source_species	Mesnil									
RMCA_ENT_161_BOX_44	DIPTERAE	specimen	Holotype	Dolichocolon basilewskyi	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Dolichocolon basilewskyi 	author_in_source_species	Cerretti 	ht_dorsal_view		ht_head_front_view		ht_lateral_view		ht_labels		NEW SPECIES
RMCA_ENT_161_BOX_44	DIPTERAE	specimen		Dolichocolon bequaerti	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Dolichocolon bequaerti 	author_in_source_species	Cerretti & Shima									NEW SPECIES
RMCA_ENT_161_BOX_44	DIPTERAE	specimen	Holotype	Dolichocolon bequaerti	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Dolichocolon bequaerti 	author_in_source_species	Cerretti & Shima	ht_dorsal_view		ht_head_front_view		ht_lateral_view		ht_labels		NEW SPECIES
RMCA_ENT_161_BOX_44	DIPTERAE	specimen	Paratype	Dolichocolon bequaerti	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Dolichocolon bequaerti 	author_in_source_species	Cerretti & Shima									NEW SPECIES
RMCA_ENT_161_BOX_44	DIPTERAE	specimen	Holotype	Dolichocolon elegans	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Dolichocolon elegans 	author_in_source_species	Cerretti & Shima	ht_dorsal_view		ht_head_front_view		ht_lateral_view		ht_labels		NEW SPECIES
RMCA_ENT_161_BOX_44	DIPTERAE	specimen	Paratype	Dolichocolon paradoxum	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	gbif	author_gbif	"Brauer & Bergenstamm, 1889"	name_in_source	Dolichocolon paradoxum 	author_in_source_species	Br & Berg.									
RMCA_ENT_161_BOX_44	DIPTERAE	specimen	Paratype	Dolichocolon rude	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Dolichocolon rude 	author_in_source_species	Cerretti									NEW SPECIES
RMCA_ENT_161_BOX_41	DIPTERAE	specimen		Drino facialis	Royal Museum for Central Africa	Colonial Palace	box	161	41	dry		taxonomy_source	gbif	author_gbif	"(Townsend, 1928)"	name_in_source	Drino facialis 	author_in_source_species	Townsend									
RMCA_ENT_139_BOX_49	DIPTERAE	specimen		Dysmachus evanescens	Royal Museum for Central Africa	Colonial Palace	box	139	49	dry		taxonomy_source	gbif	author_gbif	"Villeneuve, 1912"	name_in_source	Dysmachus evanescens 	author_in_source_species	Villeneuve									
RMCA_ENT_139_BOX_49	DIPTERAE	specimen		Dysmachus tricuspis	Royal Museum for Central Africa	Colonial Palace	box	139	49	dry		taxonomy_source	gbif	author_gbif	"(Loew, 1848)"	name_in_source	Dysmachus tricuspis 	author_in_source_species	Loew									
RMCA ENT 000012019	DIPTERAE	specimen	Holotype	Elpe plumbea	Royal Museum for Central Africa	Colonial Palace	box	161	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Elpe (=Frivaldszkia) plumbea 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012019 DV	ht_head_front_view	RMCA ENT 000012019 HV	ht_lateral_view	RMCA ENT 000012019 LV	ht_labels	RMCA ENT 000012019 LB	
RMCA_ENT_139_BOX_36	DIPTERAE	specimen		Emphysomera atrogaster	Royal Museum for Central Africa	Colonial Palace	box	139	36	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Emphysomera atrogaster 	author_in_source_species	Bigot									
RMCA_ENT_139_BOX_36	DIPTERAE	specimen		Emphysomera macquarti	Royal Museum for Central Africa	Colonial Palace	box	139	36	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Emphysomera macquarti 	author_in_source_species	Bezzi									
RMCA_ENT_139_BOX_36	DIPTERAE	specimen		Emphysomera pallidapex	Royal Museum for Central Africa	Colonial Palace	box	139	36	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Emphysomera pallidapex 	author_in_source_species	Bigot									
RMCA_ENT_139_BOX_36	DIPTERAE	specimen		Emphysomera spinalis	Royal Museum for Central Africa	Colonial Palace	box	139	36	dry		taxonomy_source	gbif	author_gbif		name_in_source	Emphysomera spinalis 	author_in_source_species	Scarbrough & Marasci									
RMCA_ENT_161_BOX_31	DIPTERAE	specimen		Eophyllophila africana	Royal Museum for Central Africa	Colonial Palace	box	161	31	dry		taxonomy_source	gbif	author_gbif	"Villeneuve, 1935"	name_in_source	Eophyllophila africana 	author_in_source_species	Vill.									
RMCA_ENT_143_BOX_7	DIPTERAE	specimen		Episyrphus circularis	Royal Museum for Central Africa	Colonial Palace	box	143	7	dry		taxonomy_source	gbif	author_gbif	"(Hull, 1941)"	name_in_source	Episyrphus circularis 	author_in_source_species	Hull									
RMCA_ENT_143_BOX_7	DIPTERAE	specimen		Episyrphus flavibasis	Royal Museum for Central Africa	Colonial Palace	jar	143	7	alcohol	tube	taxonomy_source	gbif	author_gbif	"(Keiser, 1971)"	name_in_source	Episyrphus flavibasis 	author_in_source_species	Keiser									
RMCA_ENT_143_BOX_7	DIPTERAE	specimen		Episyrphus halteatus	Royal Museum for Central Africa	Colonial Palace	box	143	7	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Episyrphus halteatus 	author_in_source_species	De Geer									
RMCA_ENT_143_BOX_7	DIPTERAE	specimen		Episyrphus trisectus	Royal Museum for Central Africa	Colonial Palace	box	143	7	dry		taxonomy_source	gbif	author_gbif	"(Loew, 1858)"	name_in_source	Episyrphus trisectus 	author_in_source_species	Loew									
RMCA_ENT_143_BOX_8	DIPTERAE	specimen		Eristalis apis	Royal Museum for Central Africa	Colonial Palace	box	143	8	dry		taxonomy_source	gbif	author_gbif	"Curran, 1939"	name_in_source	Eristalis apis 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_8	DIPTERAE	specimen		Eristalis pallidibasis	Royal Museum for Central Africa	Colonial Palace	box	143	8	dry		taxonomy_source	gbif	author_gbif	"(Bigot, 1891)"	name_in_source	Eristalis pallidibasis 	author_in_source_species	Bigot									
RMCA_ENT_143_BOX_8	DIPTERAE	specimen		Eristalis plumipes	Royal Museum for Central Africa	Colonial Palace	box	143	8	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1912"	name_in_source	Eristalis plumipes 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_8	DIPTERAE	specimen		Eristalis tenax	Royal Museum for Central Africa	Colonial Palace	box	143	8	dry		taxonomy_source	gbif	author_gbif	"(Linnaeus, 1758)"	name_in_source	Eristalis tenax 	author_in_source_species	Linnaeus									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen		Eristalodes barclayi	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes barclayi 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen		Eristalodes cressoni	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes cressoni 	author_in_source_species	Hull									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen		Eristalodes fuscicornis	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes fuscicornis 	author_in_source_species	Karsch									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen		Eristalodes macrops	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes macrops 	author_in_source_species	Karsch									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen		Eristalodes mendax	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes mendax 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen	Paratype	Eristalodes mendax	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes mendax 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen		Eristalodes quinquelineatus	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry	slide	taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes quinquelineatus 	author_in_source_species	Fabricius									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen		Eristalodes surcoufi	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes surcoufi 	author_in_source_species	Bazin									
RMCA_ENT_143_BOX_9	DIPTERAE	specimen		Eristalodes taeniops	Royal Museum for Central Africa	Colonial Palace	box	143	9	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Eristalodes taeniops 	author_in_source_species	Wied.									
RMCA_ENT_161_BOX_45	DIPTERAE	specimen	Paratype	Erythrocera doris	Royal Museum for Central Africa	Colonial Palace	box	161	45	dry		taxonomy_source	gbif	author_gbif	"(Curran, 1927)"	name_in_source	Erythrocera doris (=dorina) 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_11	DIPTERAE	specimen		Eumerus aurifrons	Royal Museum for Central Africa	Colonial Palace	box	143	11	dry		taxonomy_source	gbif	author_gbif	"(Wiedemann, 1824)"	name_in_source	Eumerus aurifrons 	author_in_source_species	Wied.									prêt
RMCA_ENT_143_BOX_10	DIPTERAE	specimen		Eumerus bequaerti	Royal Museum for Central Africa	Colonial Palace	box	143	10	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Eumerus bequaerti 	author_in_source_species	Bazin									prêt
RMCA_ENT_143_BOX_11	DIPTERAE	specimen		Eumerus feae	Royal Museum for Central Africa	Colonial Palace	box	143	11	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1912"	name_in_source	Eumerus feae 	author_in_source_species	Bezzi									prêt
RMCA_ENT_143_BOX_11	DIPTERAE	specimen		Eumerus jacobi	Royal Museum for Central Africa	Colonial Palace	box	143	11	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Eumerus jacobi 	author_in_source_species	Bazin									prêt
RMCA_ENT_143_BOX_10	DIPTERAE	specimen		Eumerus lugens	Royal Museum for Central Africa	Colonial Palace	box	143	10	dry		taxonomy_source	gbif	author_gbif	"Wiedemann, 1830"	name_in_source	Eumerus lugens 	author_in_source_species	Wied.									prêt
RMCA_ENT_143_BOX_11	DIPTERAE	specimen		Eumerus maculipennis	Royal Museum for Central Africa	Colonial Palace	jar	143	11	alcohol	tube	taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Eumerus maculipennis 	author_in_source_species	Bezzi									prêt
RMCA_ENT_143_BOX_10	DIPTERAE	specimen		Eumerus obliquus	Royal Museum for Central Africa	Colonial Palace	jar	143	10	alcohol	tube	taxonomy_source	gbif	author_gbif	"(Fabricius, 1805)"	name_in_source	Eumerus obliquus 	author_in_source_species	Fabr.									prêt
RMCA_ENT_143_BOX_10	DIPTERAE	specimen		Eumerus paulae	Royal Museum for Central Africa	Colonial Palace	box	143	10	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Eumerus paulae 	author_in_source_species	Bazin									prêt
RMCA_ENT_143_BOX_11	DIPTERAE	specimen		Eumerus quadrimaculatus	Royal Museum for Central Africa	Colonial Palace	box	143	11	dry		taxonomy_source	gbif	author_gbif	"Macquart, 1855"	name_in_source	Eumerus quadrimaculatus 	author_in_source_species	Macquart									prêt
RMCA_ENT_143_BOX_11	DIPTERAE	specimen		Eumerus rubiginosus	Royal Museum for Central Africa	Colonial Palace	box	143	11	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Eumerus rubiginosus 	author_in_source_species	Bazin									prêt
RMCA_ENT_143_BOX_11	DIPTERAE	specimen		Eumerus rufipes	Royal Museum for Central Africa	Colonial Palace	box	143	11	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Eumerus rufipes 	author_in_source_species	Bazin									prêt
RMCA_ENT_143_BOX_10	DIPTERAE	specimen		Eumerus triangularis	Royal Museum for Central Africa	Colonial Palace	box	143	10	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Eumerus triangularis 	author_in_source_species	Bazin									prêt
RMCA_ENT_143_BOX_11	DIPTERAE	specimen		Eumerus villeneuvei	Royal Museum for Central Africa	Colonial Palace	box	143	11	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Eumerus villeneuvei 	author_in_source_species	Bazin									prêt
RMCA_ENT_143_BOX_12	DIPTERAE	specimen		Eupeodes corollae	Royal Museum for Central Africa	Colonial Palace	box	143	12	dry		taxonomy_source	gbif	author_gbif	"(Fabricius, 1794)"	name_in_source	Eupeodes corollae 	author_in_source_species	Fabr.									
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia artaphernes	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"(Speiser, 1910)"	name_in_source	Euscelidia artaphernes 	author_in_source_species	Speiser									
RMCA_ENT_139_BOX_30	DIPTERAE	specimen	Paratype	Euscelidia bicolor	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia bicolor 	author_in_source_species	Janssens									
RMCA ENT 000011964	DIPTERAE	specimen	Holotype	Euscelidia bicolor	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia bicolor 	author_in_source_species	Janssens	ht_dorsal_view	RMCA ENT 000011964 DV	ht_head_front_view	RMCA ENT 000011964 HV	ht_lateral_view	RMCA ENT 000011964 LV	ht_labels	RMCA ENT 000011964 LB	
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia bicolor	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia bicolor 	author_in_source_species	Janssens									
RMCA ENT 000011970	DIPTERAE	specimen	Holotype	Euscelidia castanes	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia castanea 	author_in_source_species	Janssens	ht_dorsal_view	RMCA ENT 000011970 DV	ht_head_front_view	RMCA ENT 000011970 HV	ht_lateral_view	RMCA ENT 000011970 LV	ht_labels	RMCA ENT 000011970 LB	
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia castanes	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia castanea 	author_in_source_species	Janssens									
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia datis	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"(Walker, 1849)"	name_in_source	Euscelidia datis 	author_in_source_species	Walker									
RMCA_ENT_139_BOX_30	DIPTERAE	specimen	Paratype	Euscelidia dorata	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Euscelidia dorata 	author_in_source_species	Oldroyd									
RMCA ENT 000011972	DIPTERAE	specimen	Holotype	Euscelidia dorata	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Euscelidia dorata 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011972 DV	ht_head_front_view	RMCA ENT 000011972 HV	ht_lateral_view	RMCA ENT 000011972 LV	ht_labels	RMCA ENT 000011972 LB	
RMCA ENT 000011963	DIPTERAE	specimen	Holotype	Euscelidia festiva	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia festiva 	author_in_source_species	Janssens	ht_dorsal_view	RMCA ENT 000011963 DV	ht_head_front_view	RMCA ENT 000011963 HV	ht_lateral_view	RMCA ENT 000011963 LV	ht_labels	RMCA ENT 000011963 LB	
RMCA_ENT_139_BOX_30	DIPTERAE	specimen	Paratype	Euscelidia festiva	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia festiva 	author_in_source_species	Janssens									
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia festiva	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia festiva 	author_in_source_species	Janssens									
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia francoisi	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Euscelidia francoisi 	author_in_source_species	Janssens									
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia hesperia?	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Euscelidia hesperia? 	author_in_source_species	Dikow									
RMCA_ENT_139_BOX_31	DIPTERAE	specimen		Euscelidia longipes	Royal Museum for Central Africa	Colonial Palace	box	139	31	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Euscelidia longipes 	author_in_source_species	Janssens									
RMCA ENT 000011973	DIPTERAE	specimen	Holotype	Euscelidia longipes	Royal Museum for Central Africa	Colonial Palace	box	139	31	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Euscelidia longipes 	author_in_source_species	Janssens	ht_dorsal_view	RMCA ENT 000011973 DV	ht_head_front_view	RMCA ENT 000011973 HV	ht_lateral_view	RMCA ENT 000011973 LV	ht_labels	RMCA ENT 000011973 LB	
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia lucida	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1939"	name_in_source	Euscelidia lucida 	author_in_source_species	Oldroyd									
RMCA ENT 000011975	DIPTERAE	specimen	Holotype	Euscelidia moyoensis	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Euscelidia moyoensis 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011975 DV	ht_head_front_view	RMCA ENT 000011975 HV	ht_lateral_view	RMCA ENT 000011975 LV	ht_labels	RMCA ENT 000011975 LB	
RMCA_ENT_139_BOX_30	DIPTERAE	specimen	Paratype	Euscelidia pilipes	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Euscelidia pilipes 	author_in_source_species	Curran									
RMCA_ENT_139_BOX_30	DIPTERAE	specimen		Euscelidia pilipes	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Euscelidia pilipes 	author_in_source_species	Curran									
RMCA_ENT_139_BOX_31	DIPTERAE	specimen		Euscelidia procula	Royal Museum for Central Africa	Colonial Palace	box	139	31	dry		taxonomy_source	gbif	author_gbif	"(Walker, 1849)"	name_in_source	Euscelidia procula 	author_in_source_species	Walker									
RMCA_ENT_139_BOX_31	DIPTERAE	specimen		Euscelidia rapax	Royal Museum for Central Africa	Colonial Palace	box	139	31	dry		taxonomy_source	gbif	author_gbif	"Westwood, 1850"	name_in_source	Euscelidia rapax 	author_in_source_species	Westwood									
RMCA ENT 000011978	DIPTERAE	specimen	Holotype	Euscelidia schoutedeni	Royal Museum for Central Africa	Colonial Palace	box	139	30	dry		taxonomy_source	gbif	author_gbif	"Janssens, 1954"	name_in_source	Euscelidia schoutedeni 	author_in_source_species	Janssens	ht_dorsal_view	RMCA ENT 000011978 DV	ht_head_front_view	RMCA ENT 000011978 HV	ht_lateral_view	RMCA ENT 000011978 LV	ht_labels	RMCA ENT 000011978 LB	
RMCA_ENT_143_BOX_12	DIPTERAE	specimen		Exallandra cinctifacies	Royal Museum for Central Africa	Colonial Palace	box	143	12	dry		taxonomy_source	gbif	author_gbif	"(Speiser, 1910)"	name_in_source	Exallandra cinctifacies 	author_in_source_species	Speiser									
RMCA_ENT_161_BOX_33	DIPTERAE	specimen	Paratype	Exorista abdominalis	Royal Museum for Central Africa	Colonial Palace	box	161	33	dry		taxonomy_source	gbif	author_gbif	"(Curran, 1927)"	name_in_source	Exorista (=Thrycolyga) abdominalis 	author_in_source_species	Curran									
RMCA_ENT_161_BOX_33	DIPTERAE	specimen	Paratype	Exorista creole	Royal Museum for Central Africa	Colonial Palace	box	161	33	dry		taxonomy_source	gbif	author_gbif	"(Curran, 1927)"	name_in_source	Exorista (=Thrycolyga) creole 	author_in_source_species	Curran									
RMCA_ENT_161_BOX_33	DIPTERAE	specimen		Exorista sericans	Royal Museum for Central Africa	Colonial Palace	box	161	33	dry		taxonomy_source	gbif	author_gbif	"Mesnil, 1939"	name_in_source	Exorista (=Thrycolyga) sericans 	author_in_source_species	Mesnil									"etiquette bleu, élevage"
RMCA_ENT_161_BOX_33	DIPTERAE	specimen	Paratype	Exorista sessitans	Royal Museum for Central Africa	Colonial Palace	box	161	33	dry		taxonomy_source	gbif	author_gbif	"(Curran, 1927)"	name_in_source	Exorista (=Thrycolyga) sessitans 	author_in_source_species	Curran									
RMCA_ENT_161_BOX_33	DIPTERAE	specimen		Exorista sorbillans	Royal Museum for Central Africa	Colonial Palace	box	161	33	dry		taxonomy_source	gbif	author_gbif	"(Wiedemann, 1830)"	name_in_source	Exorista (=Thrycolyga) sorbillans 	author_in_source_species	Wied.									"etiquette verte, parasite de.."
RMCA_ENT_161_BOX_33	DIPTERAE	specimen		Exorista xanthaspis	Royal Museum for Central Africa	Colonial Palace	box	161	33	dry		taxonomy_source	gbif	author_gbif	"(Wiedemann, 1830)"	name_in_source	Exorista (=Thrycolyga) xanthaspis (=fallax) 	author_in_source_species	Wied. (not meigen?)									"etiquette verte, parasite de.. , authors not meigen.."
RMCA_ENT_161_BOX_9	DIPTERAE	specimen		Glaurocara flava	Royal Museum for Central Africa	Colonial Palace	box	161	9	dry		taxonomy_source	gbif	author_gbif	"Thomson, 1869"	name_in_source	Glaurocara (=Oestrocharis) flava (=lutescens) 	author_in_source_species	Tomson (Vill.)									
RMCA_ENT_161_BOX_9	DIPTERAE	specimen	counter_type	Glaurocara flava	Royal Museum for Central Africa	Colonial Palace	box	161	9	dry		taxonomy_source	gbif	author_gbif	"Thomson, 1869"	name_in_source	Glaurocara (=Oestrocharis) flava (=lutescens) 	author_in_source_species	Tomson (Vill.)									
RMCA ENT 000012018	DIPTERAE	specimen	Holotype	Glaurocara leleupi	Royal Museum for Central Africa	Colonial Palace	box	161	9	dry	slide	taxonomy_source	gbif	author_gbif	"(Verbeke, 1960)"	name_in_source	Glaurocara (=Oestrocharis) leleupi 	author_in_source_species	Verbeke	ht_dorsal_view	RMCA ENT 000012018 DV	ht_head_front_view	RMCA ENT 000012018 HV	ht_lateral_view	RMCA ENT 000012018 LV	ht_labels	RMCA ENT 000012018 LB	
RMCA_ENT_161_BOX_9	DIPTERAE	specimen	Paratype	Glaurocara townsendi	Royal Museum for Central Africa	Colonial Palace	box	161	9	dry		taxonomy_source	gbif	author_gbif	"Emden, 1960"	name_in_source	Glaurocara (=Oestrocharis) townsendi 	author_in_source_species	Emden									
RMCA_ENT_161_BOX_44	DIPTERAE	specimen		Gonia bimaculata	Royal Museum for Central Africa	Colonial Palace	box	161	44	dry		taxonomy_source	gbif	author_gbif	"Wiedemann, 1819"	name_in_source	Gonia bimaculata 	author_in_source_species	Wied.									
RMCA ENT 000011991	DIPTERAE	specimen	Holotype	Gonioscelis congoensis	Royal Museum for Central Africa	Colonial Palace	box	139	42	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Gonioscelis congoensis 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011991 DV	ht_head_front_view	RMCA ENT 000011991 HV	ht_lateral_view	RMCA ENT 000011991 LV	ht_labels	RMCA ENT 000011991 LB	
RMCA_ENT_139_BOX_42	DIPTERAE	specimen	Paratype	Gonioscelis congoensis	Royal Museum for Central Africa	Colonial Palace	box	139	42	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Gonioscelis congoensis 	author_in_source_species	Oldroyd									
RMCA_ENT_139_BOX_42	DIPTERAE	specimen		Gonioscelis maculipennis	Royal Museum for Central Africa	Colonial Palace	box	139	42	dry		taxonomy_source	gbif	author_gbif	"Engel, 1925"	name_in_source	Gonioscelis maculipennis 	author_in_source_species	Engel									
RMCA_ENT_139_BOX_42	DIPTERAE	specimen		Gonioscelis mantis	Royal Museum for Central Africa	Colonial Palace	box	139	42	dry		taxonomy_source	gbif	author_gbif	"(Loew, 1852)"	name_in_source	Gonioscelis mantis 	author_in_source_species	Loew									
RMCA ENT 000011996	DIPTERAE	specimen	Holotype	Gonioscelis occipitalis	Royal Museum for Central Africa	Colonial Palace	box	139	42	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Gonioscelis occipitalis 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011996 DV	ht_head_front_view	RMCA ENT 000011996 HV	ht_lateral_view	RMCA ENT 000011996 LV	ht_labels	RMCA ENT 000011996 LB	
