UnitID	datasetName	KindOfUnit	TypeStatus	FullScientificName	storage:Institution	storage:Building	storage:ContainerStorage	storage:Column	storage:ContainerName	storage:ContainerType	storage:SubContainerStorage	Property1	PropertyValue1	Property2	PropertyValue2	Property3	PropertyValue3	Property4	PropertyValue4	Property5	PropertyValue5	Property6	PropertyValue6	Property7	PropertyValue7	Property8	PropertyValue8	Notes
RMCA_ENT_143_BOX_16	DIPTERAE	specimen		Mallota aperta	Royal Museum for Central Africa	Colonial Palace	box	143	16	dry		taxonomy_source	gbif	author_gbif	"(Bezzi, 1912)"	name_in_source	Mallota aperta 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_16	DIPTERAE	specimen		Mallota dasyops	Royal Museum for Central Africa	Colonial Palace	box	143	16	dry		taxonomy_source	gbif	author_gbif	"(Wiedemann, 1819)"	name_in_source	Mallota dasyops 	author_in_source_species	Wied.									
RMCA ENT 000012010	DIPTERAE	specimen	Holotype	Mapolomyia connexa	Royal Museum for Central Africa	Colonial Palace	box	161	5	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Mapolomyia connexa 	author_in_source_species	Verbeke	ht_dorsal_view	RMCA ENT 000012010 DV	ht_head_front_view	RMCA ENT 000012010 HV	ht_lateral_view	RMCA ENT 000012010 LV	ht_labels	RMCA ENT 000012010 LB	
RMCA ENT 000012091	DIPTERAE	specimen	Holotype	Medina aethiopica	Royal Museum for Central Africa	Colonial Palace	box	161	32	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Medina aethiopica 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012091 DV	ht_head_front_view	RMCA ENT 000012091 HV	ht_lateral_view	RMCA ENT 000012091 LV	ht_labels	RMCA ENT 000012091 LB	
RMCA_ENT_161_BOX_32	DIPTERAE	specimen		Medina decellei	Royal Museum for Central Africa	Colonial Palace	box	161	32	dry	slide	taxonomy_source	gbif	author_gbif	"Verbeke, 1964"	name_in_source	Medina decellei 	author_in_source_species	Verbeke									vid. Coll. Alcool
RMCA_ENT_161_BOX_32	DIPTERAE	specimen	Paratype	Medina decellei	Royal Museum for Central Africa	Colonial Palace	box	161	32	dry	slide	taxonomy_source	gbif	author_gbif	"Verbeke, 1964"	name_in_source	Medina decellei 	author_in_source_species	Verbeke									vid. Coll. Alcool
RMCA ENT 000012092	DIPTERAE	specimen	Holotype	Medina decellei	Royal Museum for Central Africa	Colonial Palace	box	161	32	dry	slide	taxonomy_source	gbif	author_gbif	"Verbeke, 1964"	name_in_source	Medina decellei 	author_in_source_species	Verbeke	ht_dorsal_view	RMCA ENT 000012092 DV	ht_head_front_view	RMCA ENT 000012092 HV	ht_lateral_view	RMCA ENT 000012092 LV	ht_labels	RMCA ENT 000012092 LB	vid. Coll. Alcool
RMCA_ENT_161_BOX_32	DIPTERAE	specimen		Medina lateralis	Royal Museum for Central Africa	Colonial Palace	box	161	32	dry		taxonomy_source	gbif	author_gbif	"(Villeneuve, 1950)"	name_in_source	Medina lateralis (=cinctella) 	author_in_source_species	Vill.									
RMCA ENT 000012093	DIPTERAE	specimen	Holotype	Medina stammeri	Royal Museum for Central Africa	Colonial Palace	box	161	32	dry		taxonomy_source	gbif	author_gbif	"(Mesnil, 1952)"	name_in_source	Medina stammeri 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012093 DV	ht_head_front_view	RMCA ENT 000012093 HV	ht_lateral_view	RMCA ENT 000012093 LV	ht_labels	RMCA ENT 000012093 LB	
RMCA_ENT_143_BOX_16	DIPTERAE	specimen		Melanostoma alticola	Royal Museum for Central Africa	Colonial Palace	box	143	16	dry		taxonomy_source	gbif	author_gbif	"Speiser, 1910"	name_in_source	Melanostoma alticola 	author_in_source_species	Speiser									
RMCA_ENT_143_BOX_16	DIPTERAE	specimen		Melanostoma annulipes	Royal Museum for Central Africa	Colonial Palace	jar	143	16	alcohol	tube	taxonomy_source	gbif	author_gbif	"(Macquart, 1842)"	name_in_source	Melanostoma annulipes 	author_in_source_species	Macquart									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma annulipes	Royal Museum for Central Africa	Colonial Palace	jar	143	17	alcohol	tube	taxonomy_source	gbif	author_gbif	"(Macquart, 1842)"	name_in_source	Melanostoma annulipes 	author_in_source_species	Macquart									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma bituberculatum	Royal Museum for Central Africa	Colonial Palace	box	143	17	dry		taxonomy_source	gbif	author_gbif	"(Loew, 1858)"	name_in_source	Melanostoma bituberculatum 	author_in_source_species	Loew									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma diffusum	Royal Museum for Central Africa	Colonial Palace	box	143	17	dry		taxonomy_source	gbif	author_gbif	"Hull, 1941"	name_in_source	Melanostoma diffusum 	author_in_source_species	Hull									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma floripeta	Royal Museum for Central Africa	Colonial Palace	box	143	17	dry		taxonomy_source	gbif	author_gbif	"Speiser, 1910"	name_in_source	Melanostoma floripeta 	author_in_source_species	Speiser									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma gymnocera	Royal Museum for Central Africa	Colonial Palace	box	143	17	dry		taxonomy_source	gbif	author_gbif	"Bigot, 1891"	name_in_source	Melanostoma gymnocera 	author_in_source_species	Bigot									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma infuscatum	Royal Museum for Central Africa	Colonial Palace	box	143	17	dry		taxonomy_source	gbif	author_gbif	"Becker, 1909"	name_in_source	Melanostoma infuscatum 	author_in_source_species	Becker									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma pyrophaenoides	Royal Museum for Central Africa	Colonial Palace	box	143	17	dry		taxonomy_source	gbif	author_gbif	"Speiser, 1910"	name_in_source	Melanostoma pyrophaenoides 	author_in_source_species	Speiser									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma satyriphilum	Royal Museum for Central Africa	Colonial Palace	jar	143	17	alcohol	tube	taxonomy_source	gbif	author_gbif	"Hull, 1941"	name_in_source	Melanostoma satyriphilum 	author_in_source_species	Hull									
RMCA_ENT_143_BOX_17	DIPTERAE	specimen		Melanostoma scalare	Royal Museum for Central Africa	Colonial Palace	box	143	17	dry		taxonomy_source	gbif	author_gbif	"(Fabricius, 1794)"	name_in_source	Melanostoma scalare 	author_in_source_species	Fabr.									
RMCA ENT 000016775	DIPTERAE	specimen	Holotype	Melanostoma simplex	Royal Museum for Central Africa	Colonial Palace	box	143	18	dry		taxonomy_source	gbif	author_gbif	"Doesburg, 1955"	name_in_source	Melanostoma simplex 	author_in_source_species	van Doesburg Sr. Jr.	ht_dorsal_view	RMCA ENT 000016775 DV	ht_head_front_view	RMCA ENT 000016775 HV	ht_lateral_view	RMCA ENT 000016775 LV	ht_labels	RMCA ENT 000016775 LB	
RMCA_ENT_143_BOX_18	DIPTERAE	specimen		Melanostoma simplex	Royal Museum for Central Africa	Colonial Palace	box	143	18	dry		taxonomy_source	gbif	author_gbif	"Doesburg, 1955"	name_in_source	Melanostoma simplex 	author_in_source_species	van Doesburg Sr. Jr.									
RMCA_ENT_143_BOX_18	DIPTERAE	specimen		Melanostoma subbituberculatum	Royal Museum for Central Africa	Colonial Palace	box	143	18	dry		taxonomy_source	gbif	author_gbif	"Kassebeer, 2000"	name_in_source	Melanostoma subbituberculatum 	author_in_source_species	Kassebeer									
RMCA_ENT_143_BOX_18	DIPTERAE	specimen		Melanostoma sylvarum	Royal Museum for Central Africa	Colonial Palace	box	143	18	dry		taxonomy_source	gbif	author_gbif	"Hull, 1941"	name_in_source	Melanostoma sylvarum 	author_in_source_species	Hull									
RMCA_ENT_143_BOX_18	DIPTERAE	specimen		Merodon multifasciatus	Royal Museum for Central Africa	Colonial Palace	box	143	18	dry		taxonomy_source	gbif	author_gbif	"Curran, 1939"	name_in_source	Merodon multifasciatus 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_18	DIPTERAE	specimen	Paratype	Merodon nasicus	Royal Museum for Central Africa	Colonial Palace	box	143	18	dry		taxonomy_source	gbif	author_gbif	"(Bezzi, 1915)"	name_in_source	Merodon nasicus 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_18	DIPTERAE	specimen		Meromacroides meromacriformis	Royal Museum for Central Africa	Colonial Palace	box	143	18	dry		taxonomy_source	gbif	author_gbif	"(Bezzi, 1915)"	name_in_source	Meromacroides meromacriformis 	author_in_source_species	Bezzi									prêt
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius capensis	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"(Macquart, 1842)"	name_in_source	Mesembrius capensis 	author_in_source_species	Macquart									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius chapini	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"Curran, 1939"	name_in_source	Mesembrius chapini 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius cyanipennis	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"(Bezzi, 1915)"	name_in_source	Mesembrius cyanipennis 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius ingratus	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"(Loew, 1858)"	name_in_source	Mesembrius ingratus 	author_in_source_species	Loew									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius lagopus	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"(Loew, 1860)"	name_in_source	Mesembrius lagopus 	author_in_source_species	Loew									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius minor	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"(Bezzi, 1915)"	name_in_source	Mesembrius minor 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius platytarsis	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"Curran, 1929"	name_in_source	Mesembrius platytarsis 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius regulus	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"(Hull, 1937)"	name_in_source	Mesembrius regulus 	author_in_source_species	Hull									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius rex	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"Curran, 1927"	name_in_source	Mesembrius rex 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_19	DIPTERAE	specimen		Mesembrius senegalensis	Royal Museum for Central Africa	Colonial Palace	box	143	19	dry		taxonomy_source	gbif	author_gbif	"(Macquart, 1842)"	name_in_source	Mesembrius senegalensis 	author_in_source_species	Macquart									
RMCA_ENT_143_BOX_20	DIPTERAE	specimen		Mesembrius strigilatus	Royal Museum for Central Africa	Colonial Palace	box	143	20	dry		taxonomy_source	gbif	author_gbif	"(Bezzi, 1912)"	name_in_source	Mesembrius strigilatus 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_20	DIPTERAE	specimen		Mesembrius tarsatus	Royal Museum for Central Africa	Colonial Palace	box	143	20	dry		taxonomy_source	gbif	author_gbif	"(Bigot, 1883)"	name_in_source	Mesembrius tarsatus 	author_in_source_species	Bigot									
RMCA_ENT_143_BOX_20	DIPTERAE	specimen		Microdon apis	Royal Museum for Central Africa	Colonial Palace	box	143	20	dry		taxonomy_source	gbif	author_gbif	"Speiser, 1913"	name_in_source	Microdon apis 	author_in_source_species	Speiser									
RMCA_ENT_143_BOX_20	DIPTERAE	specimen	Paratype	Microdon appendiculatus	Royal Museum for Central Africa	Colonial Palace	box	143	20	dry		taxonomy_source	gbif	author_gbif	"Curran, 1929"	name_in_source	Microdon appendiculatus 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_20	DIPTERAE	specimen	Paratype	Microdon bequaerti	Royal Museum for Central Africa	Colonial Palace	box	143	20	dry		taxonomy_source	gbif	author_gbif	"Curran, 1929"	name_in_source	Microdon bequaerti 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_20	DIPTERAE	specimen		Microdon brevicornis	Royal Museum for Central Africa	Colonial Palace	box	143	20	dry		taxonomy_source	gbif	author_gbif	"Loew, 1858"	name_in_source	Microdon brevicornis 	author_in_source_species	Loew									
RMCA_ENT_143_BOX_20	DIPTERAE	specimen		Microdon erythrocephalus	Royal Museum for Central Africa	Colonial Palace	box	143	20	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Microdon erythrocephalus 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon erythros	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1908"	name_in_source	Microdon erythros 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon inermis	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Loew, 1858"	name_in_source	Microdon inermis 	author_in_source_species	Loew									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon johannae	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Microdon johannae 	author_in_source_species	van Doesburg Sr. Jr.									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen	Paratype	Microdon liberiensis	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Curran, 1929"	name_in_source	Microdon liberiensis 	author_in_source_species	Curran									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon luctiferus	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"(Walker, 1865)"	name_in_source	Microdon luctiferus 	author_in_source_species	Hull									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon luteiventris	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Microdon luteiventris 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon obesus	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Microdon obesus 	author_in_source_species	Hervé-Bazin									
RMCA ENT 000016776	DIPTERAE	specimen	Holotype	Microdon obesus	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Microdon obesus 	author_in_source_species	Hervé-Bazin	ht_dorsal_view	RMCA ENT 000016776 DV	ht_head_front_view	RMCA ENT 000016776 HV	ht_lateral_view	RMCA ENT 000016776 LV	ht_labels	RMCA ENT 000016776 LB	
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon obesus	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Microdon obesus 	author_in_source_species	Hervé-Bazin									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon rugosus	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1915"	name_in_source	Microdon rugosus 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon tarsalis	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Microdon tarsalis 	author_in_source_species	Hervé-bazin									
RMCA ENT 000016777	DIPTERAE	specimen	Holotype	Microdon tarsalis	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Herve-Bazin, 1913"	name_in_source	Microdon tarsalis 	author_in_source_species	Hervé-bazin	ht_dorsal_view	RMCA ENT 000016777 DV	ht_head_front_view	RMCA ENT 000016777 HV	ht_lateral_view	RMCA ENT 000016777 LV	ht_labels	RMCA ENT 000016777 LB	
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon testaceus	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Walker, 1857"	name_in_source	Microdon testaceus 	author_in_source_species	Walker									
RMCA_ENT_143_BOX_21	DIPTERAE	specimen		Microdon vulpicolor	Royal Museum for Central Africa	Colonial Palace	box	143	21	dry		taxonomy_source	gbif	author_gbif	"Hull, 1941"	name_in_source	Microdon vulpicolor 	author_in_source_species	Hull									
RMCA_ENT_161_BOX_12	DIPTERAE	specimen		Microphthalma europaea	Royal Museum for Central Africa	Colonial Palace	box	161	12	dry		taxonomy_source	gbif	author_gbif	"Egger, 1860"	name_in_source	Microphthalma europaea 	author_in_source_species	Egger									
RMCA ENT 000012026	DIPTERAE	specimen	Holotype	Microphthalma flavipes	Royal Museum for Central Africa	Colonial Palace	box	161	12	dry		taxonomy_source	gbif	author_gbif	"Mesnil, 1950"	name_in_source	Microphthalma flavipes 	author_in_source_species	Mesnil	ht_dorsal_view	RMCA ENT 000012026 DV	ht_head_front_view	RMCA ENT 000012026 HV	ht_lateral_view	RMCA ENT 000012026 LV	ht_labels	RMCA ENT 000012026 LB	
RMCA_ENT_161_BOX_12	DIPTERAE	specimen		Microphthalma flavipes  nigeriensis	Royal Museum for Central Africa	Colonial Palace	box	161	12	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Microphthalma flavipes  nigeriensis	author_in_source_species	Emden									
RMCA_ENT_161_BOX_12	DIPTERAE	specimen		Microphthalma sejuncta	Royal Museum for Central Africa	Colonial Palace	box	161	12	dry		taxonomy_source	gbif	author_gbif	"(Walker, 1858)"	name_in_source	Microphthalma sejuncta (=capensis) 	author_in_source_species	Walker (Schiner)									
RMCA_ENT_139_BOX_43	DIPTERAE	specimen		Microstylum acutirostre	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	gbif	author_gbif	"Loew, 1852"	name_in_source	Microstylum acutirostre 	author_in_source_species	Loew									
RMCA_ENT_139_BOX_43	DIPTERAE	specimen		Microstylum cilipes	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	gbif	author_gbif	"Macquart, 1838"	name_in_source	Microstylum cilipes 	author_in_source_species	Macquart									
RMCA_ENT_139_BOX_43	DIPTERAE	specimen		Microstylum helenae	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1914"	name_in_source	Microstylum helenae 	author_in_source_species	Bezzi									
RMCA_ENT_139_BOX_43	DIPTERAE	specimen	counter_type	Microstylum maculiventris	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Microstylum maculiventris 	author_in_source_species	Bezzi									
RMCA ENT 000011997	DIPTERAE	specimen	Holotype	Microstylum maculiventris	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Microstylum maculiventris 	author_in_source_species	Bezzi	ht_dorsal_view	RMCA ENT 000011997 DV	ht_head_front_view	RMCA ENT 000011997 HV	ht_lateral_view	RMCA ENT 000011997 LV	ht_labels	RMCA ENT 000011997 LB	
RMCA_ENT_139_BOX_43	DIPTERAE	specimen		Microstylum magnum	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	gbif	author_gbif	"Bromley, 1927"	name_in_source	Microstylum magnum 	author_in_source_species	Bromley									
RMCA_ENT_139_BOX_43	DIPTERAE	specimen		Microstylum parcum	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	gbif	author_gbif	"Karsch, 1888"	name_in_source	Microstylum parcum (=attenuatum) 	author_in_source_species	Karsch (Ricardo)									
RMCA_ENT_139_BOX_43	DIPTERAE	specimen		Microstylum pedunculata	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Microstylum pedunculata 	author_in_source_species	Bezzi									
RMCA ENT 000011999	DIPTERAE	specimen	Holotype	Microstylum pedunculata	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Microstylum pedunculata 	author_in_source_species	Bezzi	ht_dorsal_view	RMCA ENT 000011999 DV	ht_head_front_view	RMCA ENT 000011999 HV	ht_lateral_view	RMCA ENT 000011999 LV	ht_labels	RMCA ENT 000011999 LB	
RMCA_ENT_139_BOX_43	DIPTERAE	specimen	counter_type	Microstylum pedunculata	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Microstylum pedunculata 	author_in_source_species	Bezzi									
RMCA_ENT_139_BOX_43	DIPTERAE	specimen	Paratype	Microstylum pollex	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Microstylum pollex 	author_in_source_species	Oldroyd									
RMCA ENT 000011995	DIPTERAE	specimen	Holotype	Microstylum pollex	Royal Museum for Central Africa	Colonial Palace	box	139	43	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Microstylum pollex 	author_in_source_species	Oldroyd	ht_dorsal_view	RMCA ENT 000011995 DV	ht_head_front_view	RMCA ENT 000011995 HV	ht_lateral_view	RMCA ENT 000011995 LV	ht_labels	RMCA ENT 000011995 LB	
RMCA_ENT_139_BOX_44	DIPTERAE	specimen	Paratype	Microstylum ricardoae	Royal Museum for Central Africa	Colonial Palace	box	139	44	dry		taxonomy_source	gbif	author_gbif	"Oldroyd, 1970"	name_in_source	Microstylum ricardoae 	author_in_source_species	Oldroyd									
RMCA_ENT_139_BOX_44	DIPTERAE	specimen		Microstylum rufum	Royal Museum for Central Africa	Colonial Palace	box	139	44	dry		taxonomy_source	gbif	author_gbif	"Ricardo, 1925"	name_in_source	Microstylum rufum 	author_in_source_species	Ricardo									
RMCA_ENT_139_BOX_44	DIPTERAE	specimen		Microstylum sessile	Royal Museum for Central Africa	Colonial Palace	box	139	44	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1908"	name_in_source	Microstylum sessile 	author_in_source_species	Bezzi									
RMCA ENT 000011994	DIPTERAE	specimen	Holotype	Microstylum sessile	Royal Museum for Central Africa	Colonial Palace	box	139	44	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1908"	name_in_source	Microstylum sessile 	author_in_source_species	Bezzi	ht_dorsal_view	RMCA ENT 000011994 DV	ht_head_front_view	RMCA ENT 000011994 HV	ht_lateral_view	RMCA ENT 000011994 LV	ht_labels	RMCA ENT 000011994 LB	
RMCA_ENT_139_BOX_44	DIPTERAE	specimen	Paratype	Microstylum sessile	Royal Museum for Central Africa	Colonial Palace	box	139	44	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1908"	name_in_source	Microstylum sessile 	author_in_source_species	Bezzi									
RMCA_ENT_139_BOX_44	DIPTERAE	specimen		Microstylum umbrosum	Royal Museum for Central Africa	Colonial Palace	box	139	44	dry		taxonomy_source	gbif	author_gbif	"Bromley, 1931"	name_in_source	Microstylum umbrosum 	author_in_source_species	Bromley									
RMCA_ENT_139_BOX_44	DIPTERAE	specimen		Microstylum unicolor	Royal Museum for Central Africa	Colonial Palace	box	139	44	dry		taxonomy_source	gbif	author_gbif	"Ricardo, 1925"	name_in_source	Microstylum unicolor 	author_in_source_species	Ricardo									
RMCA ENT 000016778	DIPTERAE	specimen	Holotype	Milesia afra	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	gbif	author_gbif	"Doesburg, 1955"	name_in_source	Milesia afra 	author_in_source_species	van Doesburg Sr. Jr.	ht_dorsal_view	RMCA ENT 000016778 DV	ht_head_front_view	RMCA ENT 000016778 HV	ht_lateral_view	RMCA ENT 000016778 LV	ht_labels	RMCA ENT 000016778 LB	
RMCA ENT 000016779	DIPTERAE	specimen	Holotype	Milesia bequaerti	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	gbif	author_gbif	"(Doesburg, 1955)"	name_in_source	Milesia bequaerti 	author_in_source_species	van Doesburg Sr. Jr.	ht_dorsal_view	RMCA ENT 000016779 DV	ht_head_front_view	RMCA ENT 000016779 HV	ht_lateral_view	RMCA ENT 000016779 LV	ht_labels	RMCA ENT 000016779 LB	
RMCA_ENT_143_BOX_22	DIPTERAE	specimen		Milesia bequaerti	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	gbif	author_gbif	"(Doesburg, 1955)"	name_in_source	Milesia bequaerti 	author_in_source_species	van Doesburg Sr. Jr.									
RMCA_ENT_143_BOX_22	DIPTERAE	specimen	Paratype	Milesia overlaeti	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	gbif	author_gbif	"(Doesburg, 1955)"	name_in_source	Milesia overlaeti 	author_in_source_species	van Doesburg Sr. Jr.									
RMCA ENT 000016780	DIPTERAE	specimen	Holotype	Milesia overlaeti	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	gbif	author_gbif	"(Doesburg, 1955)"	name_in_source	Milesia overlaeti 	author_in_source_species	van Doesburg Sr. Jr.	ht_dorsal_view	RMCA ENT 000016780 DV	ht_head_front_view	RMCA ENT 000016780 HV	ht_lateral_view	RMCA ENT 000016780 LV	ht_labels	RMCA ENT 000016780 LB	
RMCA_ENT_143_BOX_22	DIPTERAE	specimen		Milesia overlaeti	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	gbif	author_gbif	"(Doesburg, 1955)"	name_in_source	Milesia overlaeti 	author_in_source_species	van Doesburg Sr. Jr.									
RMCA_ENT_161_BOX_13	DIPTERAE	specimen		Mintho argentea	Royal Museum for Central Africa	Colonial Palace	box	161	13	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1908"	name_in_source	Mintho argentea 	author_in_source_species	Bezzi									
RMCA_ENT_161_BOX_13	DIPTERAE	specimen		Mintho flavicoxa	Royal Museum for Central Africa	Colonial Palace	box	161	13	dry		taxonomy_source	gbif	author_gbif	"Bezzi, 1911"	name_in_source	Mintho flavicoxa 	author_in_source_species	Bezzi									
RMCA_ENT_161_BOX_13	DIPTERAE	specimen		Mintho praeceps	Royal Museum for Central Africa	Colonial Palace	box	161	13	dry		taxonomy_source	gbif	author_gbif	"(Scopoli, 1763)"	name_in_source	Mintho praeceps (=isis) 	author_in_source_species	Scopoli (Wied.)									
RMCA_ENT_143_BOX_22	DIPTERAE	specimen		Monoceromyia congolensis	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Monoceromyia congolensis 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_22	DIPTERAE	specimen		Monoceromyia neavei	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Monoceromyia neavei 	author_in_source_species	Bezzi									
RMCA_ENT_143_BOX_22	DIPTERAE	specimen		Monoceromyia pulchra	Royal Museum for Central Africa	Colonial Palace	box	143	22	dry		taxonomy_source	RMCA	author_gbif		name_in_source	Monoceromyia pulchra 	author_in_source_species	Hervé-Bazin									
