Taxon_Notes	IdentifiedBy	IdentificationDay	IdentificationMonth	IdentificationYear	TypeStatus	Identification_Notes	ParasiteSpecies	ParasiteIdentifier	HostSpecies	HostIdentifier	UnitID	additionalID	collection_imported	accessionNumber	label_created_by	media_files	Notes	acquisitionType 	acquiredFrom	acquisitionDay	acquisitionMonth	acquisitionYear	Acquisition_Notes	sex	lifeStage	maleCount	femaleCount	juvenileCount	totalNumber	notes_Counts	sampling_code	building	floor	room	row	column	shelf	specimen_status	KindOfUnit 	ContainerName	ContainerType	ContainerStorage	SubcontainerName	SubcontainerType	SubcontainerStorage	StorageNotes	DNA_Tag	DNA_box	DNA_tube	DNA_HPos	DNA_VPos	DNA_Notes	FullScientificName	secondary	collectedBy	samplingMethod	expedition_project	collectionStartDay	collectionStartMonth	collectionStartYear	collectionStartTimeH	collectionStartTimeM	collectionEndDay	collectionEndMonth	collectionEndYear	collectionEndTimeH	collectionEndTimeM
					Plesiotype						IRSNB M 0285			4285																	IRSNB M 0152								"Left Scapula and right Humeru, not going together"														Halitherium schinzii forme delheidi	part-A													
					Figured specimen						IRSNB M 0286			8864																	IRSNB M 0286								ungulate phalanx														Creodonta	part-A													
					Figured specimen						IRSNB M 0287			8864																	IRSNB M 0286								ungulate phalanx?														"Mammalia Linnaeus, 1758"	part-A													
					Plesiotype						IRSNB M 0289			6505																	IRSNB M 0138a-e								left humerus														Halitherium schinzii forme delheidi	part-A													
					Plesiotype						IRSNB M 0290a-b			6505																	IRSNB M 0144a-c								M 290a: left humerus; M 290b: right humerus; c: isolated rib; M 2090d: vertebra no. 3; M 290d: vertebra no. 6; M 290e: vertebra no. 8														Halitherium schinzii forme delheidi	part-A													
					Figured specimen						IRSNB M 0291			17172																	IRSNB M 0291								Skull														Cyrtodelphis sulcatus	part-A													
					Figured specimen						IRSNB M 0292a-d			17172																	IRSNB M 0292a-d								"a: skull fragment, b: mandible, c: internal alveolar region of the mandible, d: mandible fragment"														Cyrtodelphis sulcatus	part-A													
					Figured specimen						IRSNB M 0293			17172																	IRSNB M 0293								right tympanic cavity														Cyrtodelphis sulcatus	part-A													
					Holotype						IRSNB M 0294			17172																	IRSNB M 0360a-e								Skull														Eurhinodelphis cocheteuxi	part-A													
					Plesiotype						IRSNB M 0295a-b²			17172																	IRSNB M 0295a-b²								"a: skull, b: maxilla. inf., c: atlas, e: third thoracic vertebra, f: sixth thoracic vertebra, g: eight thoracic vertebra, d: fourth cervical vertebra, h: first lumbar vertebra, i: second lumbar vertebra, j: third lumbar vertebra, k: fourth lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0296			17172																	IRSNB M 0360a-e								Skull														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0297			17172																	IRSNB M 0295a-b²								Skull														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0298			17172																	IRSNB M 0295a-b²								Skull														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0299a-i			17172																	IRSNB M 0295a-b²								"a: skull fragment, b: right humerus, c: 8th dorsal vertebra, d: 1st lumbar vertebra, e: 2nd lumbar vertebra, f: 7th lumbar vertebra, g: 1st sacral vertebra, h: 3rd sacral vertebra, i: 3rd caudal vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0300			17172																	IRSNB M 0360a-e								skull fragment														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0301			17172																	IRSNB M 0295a-b²								fragment of lower right maxilla														Eurhinodelphis cocheteuxi	part-A													
					Plesiotype						IRSNB M 0302a-e			17172																	IRSNB M 0360a-e								"a: skull fragment, b: right radius , c: 6th vertebra, d: 7th lumbar vertebra, e: radial intermedium"														Eurhinodelphis cocheteuxi	part-A													
					Plesiotype						IRSNB M 0303a-d			17172																	IRSNB M 0360a-e								"a: left humerus, b: left radius, c: left ulna, d: 6th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Plesiotype						IRSNB M 0304a-m			17172																	IRSNB M 0360a-e								"a: atlas, b: axis, c: 3rd cervical vertebra, d: 4th cervical vertebra, e: 5th cervical vertebra, f: 6th cervical vertebra, g: 7th cervical vertebra, h: 1st thoracic vertebra, i: 2nd thoracic vertebra, j: 3rd thoracic vertebra, k: 4th thoracic vertebra, l:"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0305a-c			17172																	IRSNB M 0360a-e								"a: 14th caudal vertebra, b: 18th caudal vertebra, c: 19th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0306a-f			17172																	IRSNB M 0360a-e								"a: 2nd lumbar vertebra, b: 7th lumbar vertebra, c: 13th caudal vertebra, d: 3rd left rib, e: 5th left rib, f: 6th left rib"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0307a-c			17172																	IRSNB M 0360a-e								"a: 10th thoracic vertebra, b: 7th thoracic vertebra, c: 1st lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0308a-k			17172																	IRSNB M 0360a-e								"a: skull fragment, b: right scapula, c: axis, d: 3rd thoracic vertebra, e: 10th thoracic vertebra, f: 1st lumbar vertebra, g: 6th lumbar vertebra, h: 9th lumbar vertebra, i: 2nd left rib, j: 4th left rib, k: 5th right rib"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0309a-d			17172																	IRSNB M 0360a-e								"a: 4th cervical vertebra, b: 1st lumbar vertebra, c: 2nd lumbar vertebra, d: 3rd lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0310			17172																	IRSNB M 0360a-e								9th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0311			17172																	IRSNB M 0360a-e								4th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0312a-b			17172																	IRSNB M 0360a-e								"a: right humerus, b: 7th thoracic vertebrae"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0313a-c			17172																	IRSNB M 0360a-e								"a: 4th thoracic vertebra, b: 14th caudal vertebra, c: 15th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0314a-d			17172																	IRSNB M 0360a-e								"a: right radius, b: 6th caudal vertebrae, c: 11th caudal vertebrae, d: 4th left rib"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0315a-c			17172																	IRSNB M 0360a-e								"a: atlas, b: 3rd cervical vertebra, c: right humerus"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0316			17172																	IRSNB M 0360a-e								9th caudal vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0317a-b			17172																	IRSNB M 0360a-e								"a: right humerus, b: 7th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0318			17172																	IRSNB M 0360a-e								10th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0319			17172																	IRSNB M 0360a-e								12th caudal vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0320a-b			17172																	IRSNB M 0360a-e								"a: 7th caudal vertebra, b: 9th thoracic vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0321			17172																	IRSNB M 0360a-e								5th lumbar vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0322			17172																	IRSNB M 0360a-e								7th lumbar vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0323			17172																	IRSNB M 0360a-e								11th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0324a-b			17172																	IRSNB M 0360a-e								"2nd, 7th and 9th dorsal vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0325a-b			17172																	IRSNB M 0360a-e								"a: 4th cervical vertebra, b: 7th cervical vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0326			17172																	IRSNB M 0360a-e								8th caudal vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0327			17172																	IRSNB M 0360a-e								9th caudal vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0328			17172																	IRSNB M 0360a-e								atlas														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0329a-b			17172																	IRSNB M 0360a-e								"a: axis, b: right humerus"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0330a-c			17172																	IRSNB M 0360a-e								"a: 3rd cervical vertebra, b: 9th thoracic vertebra, c: 10th thoracic vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0331a-c			17172																	IRSNB M 0360a-e								"a: 6th caudal vertebra, b: 14th caudal vertebra, c: 17th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0332			17172																	IRSNB M 0360a-e								16th caudal vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0333a-c			17172																	IRSNB M 0360a-e								"a: 9th thoracic vertebra, b: 7th caudal vertebra, c: 13th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0334a-b			17172																	IRSNB M 0360a-e								"a: scapula, b: 9th thoracic vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0335			17172																	IRSNB M 0360a-e								atlas														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0336			17172																	IRSNB M 0360a-e								6th cervical vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0337			17172																	IRSNB M 0360a-e								Axis														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0338a-c			17172																	IRSNB M 0360a-e								"a: 4th caudal vertebra, b: 4th lumbar vertebra, c: 6th lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0339			17172																	IRSNB M 0360a-e								left humerus														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0340			17172																	IRSNB M 0360a-e								17th caudal vertebra														Eurhinodelphis cocheteuxi	part-A													
					Figured specimen						IRSNB M 0344a-b			17172																	IRSNB M 0360a-e								"a: skull, b: 6th cervical vertebra"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0345a-n			17172																	IRSNB M 0360a-e								skull														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0346a-b			17172																	IRSNB M 0360a-e								skull														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0347			17172																	IRSNB M 0360a-e								mandible														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0348a-e			17172																	IRSNB M 0360a-e								"a: left scapula, b: left humerus, c: 8th caudal vertebra, d: 10th caudal vertebra, e: 11th caudal vertebra"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0349			17172																	IRSNB M 0360a-e								right humerus														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0350			17172																	IRSNB M 0360a-e								10th thoracic vertebra														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0351a-c			17172																	IRSNB M 0360a-e								"a: mandible, b: right periotic, c: left periotic"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0352a-c			17172																	IRSNB M 0360a-e								"a: 6th thoracic vertebra, b: 8th thoracic vertebra, c: right humerus"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0353a-c			17172																	IRSNB M 0360a-e								"a: right humerus, b: 4th thoracic vertebra, c: 1st lumbar vertebra"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0354a-d			17172																	IRSNB M 0360a-e								"a: skull fragment, b: 4th lumbar vertebra, c: 7th lumbar vertebra, d: left scapula"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0355a-g			17172																	IRSNB M 0360a-e								"a: 2nd lumbar vertebra, b: 3rd lumbar vertebra, c: 4th lumbar vertebra, d: 5th lumbar vertebra, e: 6th lumbar vertebra, f: 7th lumbar vertebra, g: left scapula"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0356a-j			17172																	IRSNB M 0360a-e								"a: atlas, b: 1st thoracic vertebra, c: 1st lumbar vertebra, d: 2nd lumbar vertebra, e: 3rd lumbar vertebra, f: 4th lumbar vertebra, g: 5th lumbar vertebra, h: 6th lumbar vertebra, i: 7th lumbar vertebra, j: 8th lumbar vertebra"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0357			17172																	IRSNB M 0360a-e								9th thoracic vertebra														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0358a-c			17172																	IRSNB M 0360a-e								"a: 7th cervical vertebra, b: 7th thoracic vertebra, c: 9th left rib"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0359a-g			17172																	IRSNB M 0360a-e								"a: atlas, b: axis, c: 4eme vert. cervicale, d: 5eme vert. cervicale, e: 6eme vert. cervicale, f: 1er vert. thoracique, g: 2eme vert. thoracique"														Eurhinodelphis longirostris	part-A													
					Cotype						IRSNB M 0360a-e			17172																	IRSNB M 0360a-e								"a: skull, b: axis, c: 6th lumbar vertebra, d: 10th lumbar vertebra, e: 8th Lumbar vertebra"														Heterocetus sprangii	part-A													
					Holotype						IRSNB M 0361a-w			17172																	IRSNB M 0360a-e								"a: skull, b: atlas, c: axis, d: 3rd cervical vertebra, e: 4th cervical vertebra, f: 5th cervical vertebra, g: 6th cervical vertebra, h: 7th cervical + thoracic vertebra (?), i: 1st thoracic vertebra, j: 2nd thoracic vertebra, k: 3rd thoracic vertebra, l: "														Xiphiacetus cristatus	part-A													
					Plesiotype						IRSNB M 0362a-m			17172																	IRSNB M 0360a-e								"a: 6eme lumbar vertebra, b: 7eme lumbar vertebra, c: 8eme lumbar vertebra, d: 9eme lumbar vertebra, e: 1er vertebra, f: 2eme vertebra, g: 3eme vertebra, h: 1er caudal vertebra, i: 2eme caudal vertebra, j: 7eme caudal vertebra, k: 8eme caudal vertebra, l: "														Eurhinodelphis cristatus	part-A													
					Plesiotype						IRSNB M 0363a-f			4704																	IRSNB M 0360a-e								"a: atlas, b: 10th thoracic vertebra, c: 1st lumbar vertebra, d: 2nd lumbar vertebra, e: 3rd lumbar vertebra, f: 7th lumbar vertebra"														Eurhinodelphis cristatus	part-A													
					Plesiotype						IRSNB M 0364a-d			4704																	IRSNB M 0360a-e								"a: right humerus, b: 1st caudal vertebra, c: 2nd caudal vertebra, d: 3rd caudal vertebra"														Eurhinodelphis cristatus	part-A													
					Figured specimen						IRSNB M 0365a-j			17172																	IRSNB M 0360a-e								"a: 5th cervical vertebra, b: 6th cervical vertebra, c: 3rd thoracic vertebra, d: 4th thoracic vertebra, e: 5th thoracic vertebra, f: 6th thoracic vertebra, g: 7th thoracic vertebra, h: 8th thoracic vertebra, i: 9th thoracic vertebra, j: 10th thoracic vert"														Eurhinodelphis cristatus	part-A													
					Figured specimen						IRSNB M 0366a-n			17172																	IRSNB M 0360a-e								"a: 3rd cervical vertebra, b: 4th cervical vertebra, c: 5th cervical vertebra, d: 6th cervical vertebra, e: 1st thoracic vertebra, f: 2nd thoracic vertebra, g: 3rd thoracic vertebra, h: 4th thoracic vertebra, i: 5th thoracic vertebra, j: 6th thoracic verte"														Eurhinodelphis cristatus	part-A													
					Figured specimen						IRSNB M 0367			17172																	IRSNB M 0360a-e								skull														Eurhinodelphis bossi	part-A													
					Figured specimen						IRSNB M 0368a-d			17172																	IRSNB M 0360a-e								"a: skull fragment, b: 4th cervical vertebra, c: 6th cervical vertebra, d: 9th thoracic vertebra"														Eurhinodelphis cristatus	part-A													
					Figured specimen						IRSNB M 0369a-f			17172																	IRSNB M 0360a-e								"a: 7th cervical vertebra, b: 1st thoracic vertebra, c: 3rd thoracic vertebra, d: 4th thoracic vertebra, e: 7th thoracic vertebra, f: 9th thoracic vertebra"														Eurhinodelphis cristatus	part-A													
					Figured specimen						IRSNB M 0370			17172																	IRSNB M 0360a-e								6th cervical vertebra														Eurhinodelphis cristatus	part-A													
					Figured specimen						IRSNB M 0371			17172																	IRSNB M 0360a-e								5th cervical vertebra														Eurhinodelphis cristatus	part-A													
					Holotype						IRSNB M 0372a-q			17172																	IRSNB M 0172								a: skull; b-e: 4th cervical vertebra; f-i: thoracic vertebra n° 6-9; j-o: lombar vertebra n° 2-7; p: vertebra; q: 3th right rib														Acrodelphis scheynensis	part-A													
					Holotype						IRSNB M 0373			17172																	IRSNB M 0172								skull														Pithanodelphis cornutus	part-A													
					Plesiotype						IRSNB M 0374			17172																	IRSNB M 0374								"atlas, axis welded"														Pithanodelphis cornutus	part-A													
					Figured specimen						IRSNB M 0375a-d			17172																	IRSNB M 0360a-e								"a: 6th caudal vertebra, b: 7th caudal vertebra, c: 9th caudal vertebra, d: 12th caudal vertebra"														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0376			17172																	IRSNB M 0360a-e								15th caudal vertebra														Eurhinodelphis longirostris	part-A													
					Figured specimen						IRSNB M 0377			17172																	IRSNB M 0360a-e								12th caudal vertebra														Eurhinodelphis longirostris	part-A													
					Plesiotype						IRSNB M 0378a-b			17172																	IRSNB M 0173a-c								left dental in two pieces														Herpetocetus scaldiensis	part-A													
					Holotype						IRSNB M 0379a-b			17172																	IRSNB M 0379a-b								posterior part of left dental														Herpetocetus scaldiensis	part-A													
					Plesiotype						IRSNB M 0380			17172																	IRSNB M 0172								left dental condyle														Herpetocetus scaldiensis	part-A													
					Plesiotype						IRSNB M 0381			17172																	IRSNB M 0172								right dental condyle														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0382			17172																	IRSNB M 0172								left temporal														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0383			17172																	IRSNB M 0172								left front														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0384			17172																	IRSNB M 0172								right tympanic body														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0385			17172																	IRSNB M 0172								left tympanic body														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0386			17172																	IRSNB M 0172								right tympanic body														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0387			17172																	IRSNB M 0172								right tympanic body														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0388			17172																	IRSNB M 0172								Atlas														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0389			17172																	IRSNB M 0172								Half of an atlas														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0390a-c			17172																	IRSNB M 0172								M 390a = Axis; M390b = 4th cervical vertebra; M390c = 6th cervical vertebra														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0391a-b			17172																	IRSNB M 0173a-c								M 391a = 7th lumbar vertebra; M 391b = 2nd caudal vertebra														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0392			17172																	IRSNB M 0172								5th caudal vertebra														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0393			17172																	IRSNB M 0172								6th caudal vertebra														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0394			17172																	IRSNB M 0173a-c								left humerus														Herpetocetus scaldiensis	part-A													
					Figured specimen						IRSNB M 0395			17172																	IRSNB M 0173a-c								right ulna														Herpetocetus scaldiensis	part-A													
					Lectotype						IRSNB M 0396a-t			17172																	IRSNB M 0295a-b²								"a partial skeleton including a moderately well-preserved proximal part of the left dentary and distal part of the right dentary, a fragment of the left tympanic bulla, the right ulna, a fragment of the atlas, the axis, third-to-seventh cervical vertebrae,"														Isocetus depauwii	part-A													
					Figured specimen						IRSNB M 0397																				IRSNB M 0295a-b²								isolated right tympanic bulla														"Mysticeti Flower, 1864"	part-A													
					Figured specimen						IRSNB M 0398																				IRSNB M 0295a-b²								1st lumbar vertebra														"Mysticeti Flower, 1864"	part-A													
					Holotype						IRSNB M 0399a-g			8341																	IRSNB M 0399a-g								"a skull and part of the left dentary, atlas, third-to-seventh cervical vertebrae, two thoracic vertebrae and two hyoid fragments (one of them is lost); a-b: skull in two parts; c: left tooth; d: left tympanic bone; e: left periotic bone; f: right tympanic"														Parietobalaena campiniana	part-A													
					Plesiotype						IRSNB M 0400a-c			17172																	IRSNB M 0402								"skull (a: rostrum+ frontal, b: frontal, c: occipital)"														Mesocetus longirostris	part-A													
					Plesiotype						IRSNB M 0401a-d			17172																	IRSNB M 0402								"skull (front part), atlas, part of jaw"														Mesocetus longirostris	part-A													
					Figured specimen						IRSNB M 0402			17172																	IRSNB M 0402								upper jaw tip														Mesocetus longirostris	part-A													
					Plesiotype						IRSNB M 0403			17172																	IRSNB M 0403								canine fragment														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0404			8127																	IRSNB M 0403								Skull														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0405a-d			8127																	IRSNB M 0403								4 skull fragments (young)														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0406			8127																	IRSNB M 0403								atlas														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0407			8127																	IRSNB M 0403								axis														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0408			8127																	IRSNB M 0403								3rd cervical vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0409			8127																	IRSNB M 0403								6th cervical vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0410			8127																	IRSNB M 0403								4th cervical vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0411			8127																	IRSNB M 0403								5th cervical vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0412			8127																	IRSNB M 0403								6th cervical vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0413			8127																	IRSNB M 0403								7th cervical vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0414			8127																	IRSNB M 0403								7th cervical vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0415			8127																	IRSNB M 0403								1st thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0416			8127																	IRSNB M 0403								1st thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0417			8127																	IRSNB M 0403								2nd thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0418			8127																	IRSNB M 0403								2nd thoracic vertebra (thoracic apoph.)														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0419			8127																	IRSNB M 0403								5th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0420			8127																	IRSNB M 0403								5th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0421			8127																	IRSNB M 0403								9th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0422			8127																	IRSNB M 0403								10th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0423			8127																	IRSNB M 0403								10th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0424			8127																	IRSNB M 0403								11th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0425			8127																	IRSNB M 0403								13th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0426			8127																	IRSNB M 0403								13th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0427			8127																	IRSNB M 0403								13th thoracic vertebra														Alachtherium antwerpiensis	part-A													
					Cotype						IRSNB M 0428			8127																	IRSNB M 0403								14th thoracic vertebra														Alachtherium antwerpiensis	part-A													
