TaxonID	FullScientificName	Kingdom	Class	Order	Genus	species	author_team_and_year 	Family	referenceString	BasionymName	identificationNotes	AcceptedName	view_taxon	Synonymy_info
SN17373	Abarema acreana	Plantae	Magnoliopsida	Fabales	Abarema	acreana	(J.F.Macbr.) L.Rico	Fabaceae	Novon 9(4): 555. 1999.	"Pithecellobium acreanum J.F.Macbr.; Publ. Field Columbian Mus., Bot. Ser. xiii. III. 51 (1943). "		this name is accepted		Pithecellobium acreanum J.F.Macbr.
SN17374	Abarema alexandri	Plantae	Magnoliopsida	Fabales	Abarema	alexandri	(Urb.) Barneby & J.W. Grimes	Fabaceae	Memoirs of the New York Botanical Garden 74(1): 101. 1996.	"Pithecellobium jupunba var. alexandri Urb.; Symbolae Antillarum 2(2): 258. 1900."		this name is accepted		
SN1	Abarema angulata	Plantae	Magnoliopsida	Fabales	Abarema	angulata	(Benth.) Kosterm.	Fabaceae	Bulletin. Organisatie voor Indonesië Wetenschappelijk Onderzoek in Indonesië 20(11): 47. 1954.	"Pithecellobium angulatum Benth.; London Journal of Botany 3: 208. 1844."		Archidendron clypearia (Jack) I.C. Nielsen	SN16508	Pithecellobium angulatum Benth.
SN17376	Abarema barbouriana	Plantae	Magnoliopsida	Fabales	Abarema	barbouriana	(Standl.) Barneby & J.W. Grimes	Fabaceae	Memoirs of the New York Botanical Garden 74(1): 70. 1996.	"Pithecellobium barbourianum Standl.; Contributions from the Arnold Arboretum of Harvard University 5: 74-75, pl. 11. 1933."		this name is accepted		Pithecellobium barbourianum Standl.
SN15607	Abarema clypearia	Plantae	Magnoliopsida	Fabales	Abarema	clypearia	(Jack) Kosterm.	Fabaceae	Bulletin. Organisatie voor Indonesië Wetenschappelijk Onderzoek in Indonesië 20: 42. 1954.	"Inga clypearia Jack; Malayan Miscellanies 2(7): 78. 1822. "		Archidendron clypearia (Jack) I.C. Nielsen	SN16508	Inga clypearia Jack 
SN17381	Abarema glauca	Plantae	Magnoliopsida	Fabales	Abarema	glauca	(Urb.) Barneby & J.W. Grimes  	Fabaceae	Memoirs of the New York Botanical Garden 74(1): 98. 1996.	"Pithecellobium glaucum Urb.; Symbolae Antillarum 7(2): 227. 1912."		this name is accepted		Pithecellobium glaucum Urb.
SN13828	Abarema grandiflora	Plantae	Magnoliopsida	Fabales	Abarema	grandiflora	(Benth.) Kosterm.	Fabaceae	Bull. Org. Sci. Res. Indonesia, No. 20, 34 (1954). 	"Pithecellobium grandiflorum Benth.; Flora Australiensis: a description . . . 2: 424. 1864."		Archidendron grandiflorum (Soland.ex Benth.) I.C.Nielsen	SN14066	
SN13829	Abarema hendersonii	Plantae	Magnoliopsida	Fabales	Abarema	hendersonii	(F. Muell.) Kosterm.	Fabaceae	Bull. Org. Sci. Res. Indonesia, No. 20, 34 (1954). 	"Pithecellobium hendersonii F. Muell.; Fragmenta Phytographiae Australiae 5: 191. ."		Archidendron hendersonii ( F.v.Muell. ) I.C.Nielsen 	SN14067	
SN2	Abarema jupunba	Plantae	Magnoliopsida	Fabales	Abarema	jupunba	(Willd.) Britton & Killip	Fabaceae	Annals of the New York Academy of Sciences 35(3): 126. 1936.	Acacia jupunba Willd. Species Plantarum. Editio quarta 4(2): 1067. 1806.	"as ""Jupunba"" "	this name is accepted		"Abarema trapezifolia (Vahl) Pittier;Acacia jupunba Willd.;Jupunba jupunba (Willd.) Britton & Rose;Jupunba trapezifolia (Vahl) Moldenke;Mimosa trapezifolia Vahl;Pithecellobium jupunba (Willd.) Urb.;Pithecellobium trapezifolium (Vahl) Benth.;Inga trapezifolia (Vahl) DC."
SN17388	Abarema leucophylla	Plantae	Magnoliopsida	Fabales	Abarema	leucophylla	(Spruce ex Benth.) Barneby & J.W. Grimes	Fabaceae	Memoirs of the New York Botanical Garden 74(1): 76. 1996.	"Pithecellobium leucophyllum Spruce ex Benth.; Transactions of the Linnean Society of London 30(3): 581. 1875."		this name is accepted		Pithecellobium leucophyllum Spruce ex Benth.
SN17389	Abarema levelii	Plantae	Magnoliopsida	Fabales	Abarema	levelii	(R.S. Cowan) Barneby & J.W. Grimes 	Fabaceae	Memoirs of the New York Botanical Garden 74(1): 106. 1966.	"Pithecellobium levelii R.S. Cowan; Memoirs of the New York Botanical Garden 10(4): 69, f. 48. 1961."		this name is accepted		Pithecellobium levelii R.S. Cowan
SN13830	Abarema lovellae	Plantae	Magnoliopsida	Fabales	Abarema	lovellae	(Bailey) Kosterm.	Fabaceae	Bull. Org. Sci. Res. Indonesia, No. 20, 35 (1954). 	"Pithecellobium lovellae Bailey; Dept. Agric. Brisbane Bot. Bull. 8: 74. 1893. "		Archidendron lovelliae (Bailey) I.Nielsen 	SN14068	
SN17392	Abarema obovalis	Plantae	Magnoliopsida	Fabales	Abarema	obovalis	(A.Rich.) Barneby & J.W.Grimes	Fabaceae	Memoirs of the New York Botanical Garden 74(1): 99. 1996.	"Inga obovalis A. Rich.; Histoire Physique, Politique et Naturelle de l'Ile de Cuba ... Botanique. -- Plantes Vasculaires 1: 472. 1845."		this name is accepted		"Inga obovalis A. Rich.;Pithecellobium obovale (A. Rich.) C. Wright ex Sauvalle"
SN13831	Abarema pruinosum	Plantae	Magnoliopsida	Fabales	Abarema	pruinosum	K.A.W. Williams 	Fabaceae	Native Plants of Queensland 1: 2 (1979)		nom. inval. – no Latin description or diagnosis.	nom. inval. - no Latin description or diagnosis.		
SN13832	Abarema sapindoides	Plantae	Magnoliopsida	Fabales	Abarema	sapindoides	(Cunn. ex Sweet) Kosterm.	Fabaceae	Bull. Org. Sci. Res. Indonesia, No. 20, 38 (1954). 	"Acacia sapindoides Cunn. ex Sweet; Sweet's Hortus Britannicus ed. 3 (1839)"		Pararchidendron pruinosum (Benth.) I.C.Nielsen 	SN15175	
SN15608	Abarema spec.	Plantae	Magnoliopsida	Fabales	Abarema			Fabaceae				NDN		
SN3	Abelia serrata	Plantae	Magnoliopsida	Dipsacales	Abelia	serrata	Siebold & Zucc.	Caprifoliaceae	Flora Japonica 1: 77. 1835.	    		this name is accepted		
SN15716	Abelia spathulata	Plantae	Magnoliopsida	Dipsacales	Abelia	spathulata	Siebold & Zucc.	Caprifoliaceae	Fl. Japon. i. 77. t. 34. 	"Musa ventricosa Welw.; Apontamentos Phytogeographicos 545 & 587, no. 45. 1859. "		this name is accepted		"Musa ventricosa Welw. ;Ensete edule Horan.;Musa davyae Stapf"
SN15988	Abelia tetrasepala	Plantae	Magnoliopsida	Dipsacales	Abelia	tetrasepala	( Koidz. ) Hara & Kurosawa 	Caprifoliaceae	J. Jap. Bot. xxx. 296 (1955). 	Abelia spathulata var. tetrasepala	? Abelia spathulata x A. serrata 	this name is accepted		? Abelia spathulata x A. serrata 
SN4	Abelmoschus manihot	Plantae	Magnoliopsida	Malvales	Abelmoschus	manihot	(L.) Medik.	Malvaceae	Ueber einige kunstliche Geschlecter aus der Malven-Familie 46. 1787.	Hibiscus manihot L. Species Plantarum 2: 696. 1753.		this name is accepted		
SN5	Aberemoa hadrantha	Plantae	Magnoliopsida	Magnoliales	Aberemoa	hadrantha	Diels	Annonaceae	Verhandlungen des Botanischen Vereins für die Provinz Brandenburg und die Angrenzenden Länder 47: 128. 1905.	    		Duguetia hadrantha (Diels) R.E. Fr.	SN16509	
SN15609	Abies ajanensis	Plantae	Pinopsida	Pinales	Abies	ajanensis	Lindl. & Gord.	Pinaceae	Journ. Hort. Soc. v. (1850) 212. 			Picea jezoensis (Siebold & Zucc.) Carrière subsp. jezoensis 	SN9428	
SN6	Abies alba	Plantae	Pinopsida	Pinales	Abies	alba	Mill.	Pinaceae	The Gardeners Dictionary:...edition seven 110, 2. 1759.			this name is accepted		Abies pectinata (Lam.) DC. in Lam. & DC. 
SN7	Abies amabilis	Plantae	Pinopsida	Pinales	Abies	amabilis	Douglas ex Forbes	Pinaceae	Pinetum Woburnense 125, t. 44. 1839.			this name is accepted		
SN8	Abies balsamea	Plantae	Pinopsida	Pinales	Abies	balsamea	(L.) Mill.	Pinaceae	The Gardeners Dictionary: . . . eighth edition Abies no. 3. 1768.	Pinus balsamea L. Species Plantarum 2: 1002. 1753.		this name is accepted		
SN15610	Abies bifida	Plantae	Pinopsida	Pinales	Abies	bifida	Siebold & Zucc.	Pinaceae	Flora Japonica 2(2): 18, pl 109. 1842.			Abies firma Siebold & Zucc.	SN18	
SN15536	Abies borisii-regis 	Plantae	Pinopsida	Pinales	Abies	borisii-regis 	Mattf.	Pinaceae	Notizblatt des Botanischen Gartens und Museums zu Berlin-Dahlem 9: 235. 1925.			this name is accepted		
SN9	Abies bornmuelleriana	Plantae	Pinopsida	Pinales	Abies	bornmuelleriana	Mattf.	Pinaceae	Notizbl. Bot. Gart. Berlin, IX. 239. 1925.	    		Abies nordmanniana (Stev.) Spach subsp. equi-trojani 	SN31	
SN10	Abies bracteata	Plantae	Pinopsida	Pinales	Abies	bracteata	(D. Don) Poit.	Pinaceae	Revue Horticole 4: 7. 1845.	"Pinus bracteata D. Don; Transactions of the Linnean Society of London 17: 443. 1836."		this name is accepted		Pinus bracteata D. Don
SN11	Abies cephalonica	Plantae	Pinopsida	Pinales	Abies	cephalonica	Loudon	Pinaceae	Gardeners' magazine. London 14: 81. 1838.			this name is accepted		"Abies apollinis Link ;Abies kukunaria Wenderoth "
SN15535	Abies chensiensis	Plantae	Pinopsida	Pinales	Abies	chensiensis	Tiegh.	Pinaceae	Bulletin de la Société Botanique de France 38: 413. 1891.			this name is accepted		
SN12	Abies cilicica	Plantae	Pinopsida	Pinales	Abies	cilicica	(Ant. ex Klotsch.) Carrière	Pinaceae	Turk. Conif. ed. 1 299. 1855. 			this name is accepted		
SN13	Abies concolor	Plantae	Pinopsida	Pinales	Abies	concolor	(Gordon & Glend.) Lindl. ex Hildebr.	Pinaceae	Verhandlungen des Naturhistorischen Vereines der Preussischen Rheinlande und Westphalens 18: 261. 1861.	Picea concolor Gordon & Glend. The Pinetum 155. 1858.	nom. nudum. Picea concolor 	this name is accepted		
SN14	Abies delavayi	Plantae	Pinopsida	Pinales	Abies	delavayi	Franch.	Pinaceae	Journal de Botanique (Morot) 13(8): 255-256. 1899.	    	"as ""Delavayi"" "	this name is accepted		
SN15	Abies durangensis	Plantae	Pinopsida	Pinales	Abies	durangensis	Mart.	Pinaceae	Anales del instituto de biología de la universidad nacional de México 13: 2. 1942.			this name is accepted		
SN16	Abies equi-trojani	Plantae	Pinopsida	Pinales	Abies	equi-trojani	(Asch. & Sint. ex Boiss.) Mattf.	Pinaceae	Mitteilungen der Deutschen Denrologischen Gesellschaft 1925(35): 29. 1925.	"Abies pectinata var. equitrojani Asch. & Sint. ex Boiss.; Flora Orientalis 5: 701. 1884."		Abies nordmanniana (Stev.) Spach subsp. equi-trojani 	SN31	
SN15534	Abies fargesii	Plantae	Pinopsida	Pinales	Abies	fargesii	Franch.	Pinaceae	Journal de Botanique (Morot) 13(8): 256-257. 1899.			this name is accepted		
SN17	Abies faxoniana	Plantae	Pinopsida	Pinales	Abies	faxoniana	Rehder & Wilson 	Pinaceae	Sargent, Pl. Wilson. II. 42 1914.			Abies fargesii Franch. var. faxoniana 	SN15534	
SN18	Abies firma	Plantae	Pinopsida	Pinales	Abies	firma	Siebold & Zucc.	Pinaceae	Flora Japonica 2: 15, pl. 107. 1842.			this name is accepted		Abies bifida Siebold & Zucc.
SN15533	Abies forrestii	Plantae	Pinopsida	Pinales	Abies	forrestii	C. Coltman Rogers 	Pinaceae	Gardener's chronicle, ser. 3 65: 150. 1919.			this name is accepted		"Abies chengii Rushforth;Abies delavayi var. forrestii (Coltm.-Rog.) A.B. Jacks.;Abies forrestii var. chengii (Rushforth) Silba"
SN19	Abies fraseri	Plantae	Pinopsida	Pinales	Abies	fraseri	(Pursh) Poir.	Pinaceae	Encyclopédie Méthodique, Botanique 5: 35. 1817.	"Pinus fraseri Pursh; Flora Americae Septentrionalis; or, . . . 2: 639-640. 1814."		this name is accepted		Pinus fraseri Pursh
SN20	Abies grandis	Plantae	Pinopsida	Pinales	Abies	grandis	(Douglas ex D. Don) Lindl.	Pinaceae	Penny Cycl. 1: 30. 1833. 	"Pinus grandis Douglas ex D. Don; A Description of the Genus Pinus, ed. 3 2: unnumbered page between 144 & 145. 1832."		this name is accepted		Abies gordoniana Carrière 
SN21	Abies guatemalensis	Plantae	Pinopsida	Pinales	Abies	guatemalensis	Rehder	Pinaceae	Journal of the Arnold Arboretum 20: 285, f. 1, j-m. 1939.	    		this name is accepted		Cupressus lusitanica Mill.
SN22	Abies holophylla	Plantae	Pinopsida	Pinales	Abies	holophylla	Maxim.	Pinaceae	Bulletin de l'Academie Imperiale des Sciences de St-Petersbourg 10: 487. 1866.			this name is accepted		Abies yoneyamae K. Satô
SN23	Abies homolepis	Plantae	Pinopsida	Pinales	Abies	homolepis	Siebold & Zucc.	Pinaceae	Flora Japonica 2: 17, t. 108. 1842.			this name is accepted		
SN24	Abies insignis	Plantae	Pinopsida	Pinales	Abies	insignis	Carrière ex Bailly	Pinaceae	Revue Hort. (Paris), 1890 : 230			this name is accepted		Abies normanniana x A. pinsapo
SN25	Abies kawakamii	Plantae	Pinopsida	Pinales	Abies	kawakamii	(Hayata) T. Ito	Pinaceae	Encycl. Jap. 2: 167. 1909. 	"Abies mariesii var. kawakamii Hayata; Journal of the College of Science, Imperial Univeristy of Tokyo 25(19): 223-224, f. 14. 1908."		this name is accepted		Abies mariesii var. kawakamii Hayata
SN26	Abies koreana	Plantae	Pinopsida	Pinales	Abies	koreana	Wils.	Pinaceae	Journal of the Arnold Arboretum 1: 888. 1920.	    		this name is accepted		
SN27	Abies lasiocarpa	Plantae	Pinopsida	Pinales	Abies	lasiocarpa	(Hook.) Nutt.	Pinaceae	The North American Sylva 3: 138. 1849.	"Pinus lasiocarpa Hook.; Flora Boreali-Americana 2: 163. 1838."		this name is accepted		Pinus lasiocarpa Hook.
SN15532	Abies lowiana	Plantae	Pinopsida	Pinales	Abies	lowiana	(Gordon) A. Murray 	Pinaceae	Proceedings of the Royal Horticultural Society of London 3: 317. 1863.	"Picea lowiana Gordon; A Supplement to Gordon's Pinetum 53. 1862. "		Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.	SN13	"Abies concolor var. lowiana (Gordon) Lemmon;Picea lowiana Gordon"
SN28	Abies magnifica	Plantae	Pinopsida	Pinales	Abies	magnifica	A. Murray	Pinaceae	Proceedings of the Royal Horticultural Society of London 3: 318. 1863.	    		this name is accepted		
SN29	Abies mariesii	Plantae	Pinopsida	Pinales	Abies	mariesii	Mast.	Pinaceae	Gardener's Chronicle & Agricultural Gazette 12: 788, f. 17,16. 1879.			this name is accepted		    
SN15531	Abies marocana	Plantae	Pinopsida	Pinales	Abies	marocana	Trab.	Pinaceae	Bulletin de la Société Botanique de France 53: 154. 1906.			Abies pinsapo Boiss. var. marocana 	SN35	Abies pinsapo subsp. marocana (Trabut.) Cetallos & Bolanos
SN15530	Abies nebrodensis	Plantae	Pinopsida	Pinales	Abies	nebrodensis	(Lojac.) Mattei	Pinaceae	Bull. Jard Bot. Palermo 7: 64. 1908. 	"Abies pectinata var. nebrodensis Lojac.; Flora Sicula (Lojacona) 2(2): 401. 1904 [1907]. "		this name is accepted		Abies alba Mill. subsp. nebrodensis (Lojac.) Nitz.
SN30	Abies nephrolepis	Plantae	Pinopsida	Pinales	Abies	nephrolepis	(Trautv.) Maxim.	Pinaceae	Bulletin de l'Academie Imperiale des Sciences de St-Petersbourg 10(3): 486-487. 1866.	"Abies sibirica var. nephrolepis Trautv.; Mémoires de l'Académie Impériale des Sciences de Saint Pétersbourg (Sér. 7) 9: 260. 1859."		this name is accepted		Abies sibirica var. nephrolepis Trautv.
SN31	Abies nordmanniana	Plantae	Pinopsida	Pinales	Abies	nordmanniana	(Stev.) Spach	Pinaceae	Histoire Naturelle des Végétaux - Phanérogames (Tome) 11: 418. 1842.	    		this name is accepted		
SN32	Abies nukiangensis	Plantae	Pinopsida	Pinales	Abies	nukiangensis	C.Y. Cheng & L.K. Fu	Pinaceae	Acta Phytotaxonomica Sinica 13(4): 83, t. 13, f. 1-7. 1975.			Abies delavayi Franch. var. nukiangensis 	SN14	Abies delavayi var. nukiangensis (C.Y. Cheng & L.K. Fu) Farjon & Silba
SN33	Abies numidica	Plantae	Pinopsida	Pinales	Abies	numidica	De Lann. ex Carr.	Pinaceae	Revue horticole 37: 106. 1866.			this name is accepted		    
SN34	Abies pindrow	Plantae	Pinopsida	Pinales	Abies	pindrow	Royle	Pinaceae	Illustrations of the Botany ... of the Himalayan Mountains ... 350 t. 86. 1836.			this name is accepted		
SN35	Abies pinsapo	Plantae	Pinopsida	Pinales	Abies	pinsapo	Boiss.	Pinaceae	Bibliotheque Universelle des Sciences, Belle-Lettres, et Arts,... Sciences et Arts 13: 406. 1838.			this name is accepted		Abies hispanica De Chambray 
SN36	Abies procera	Plantae	Pinopsida	Pinales	Abies	procera	Rehder	Pinaceae	Rhodora 42(504): 522. 1940.			this name is accepted		
SN15529	Abies recurvata	Plantae	Pinopsida	Pinales	Abies	recurvata	Mast.	Pinaceae	Journal of the Linnean Society, Botany 37(262): 423. 1906.			this name is accepted		
SN37	Abies religiosa	Plantae	Pinopsida	Pinales	Abies	religiosa	(Kunth) Schltr. & Cham.	Pinaceae	Linnaea 5: 77. 1830.	"Pinus religiosa Kunth; Nova Genera et Species Plantarum 2: 5. 1817."		this name is accepted		
SN38	Abies sachalinensis	Plantae	Pinopsida	Pinales	Abies	sachalinensis	(F. Schmidt) Mast.	Pinaceae	Gardener's chronicle, new series 12: 588, f. 97. 1879.	"Abies veitchii var. sachalinensis F. Schmidt; Mémoires Presentes a l'Académie Impériale des Sciences de St.-Pétersbourg par Divers Savans et lus dans ses Assemblées ser. 7 12(2): 175, t. 4, f. 13-16. 1868."		this name is accepted		"Abies gracilis Kom.;Abies wilsonii Miyabe & Kudo"
SN39	Abies sibirica	Plantae	Pinopsida	Pinales	Abies	sibirica	Ledeb.	Pinaceae	Flora Altaica 4: 202. 1833.	    		this name is accepted		
SN40	Abies spec.	Plantae	Pinopsida	Pinales	Abies			Pinaceae				NDN		
SN15528	Abies spectabilis	Plantae	Pinopsida	Pinales	Abies	spectabilis	(D. Don) Spach	Pinaceae	Histoire Naturelle des Végétaux - Phanérogames (Tome) 11: 422. 1842.	"Pinus spectabilis D. Don; Prodromus Florae Nepalensis 2: 55. 1825. "		this name is accepted		"Pinus spectabilis D. Don ;Abies webbiana (Wall. ex D. Don) Lindl."
SN15527	Abies squamata	Plantae	Pinopsida	Pinales	Abies	squamata	Mast.	Pinaceae	Gardener's chronicle, ser. 3 39: 299, f. 121. 1906.			this name is accepted		
SN15526	Abies umbellata	Plantae	Pinopsida	Pinales	Abies	umbellata	Mayr	Pinaceae	Abiet. Japan. Reich. 34, t. 1, f. 2. 1890. 			Abies homolepis Siebold & Zucc. var. umbellata 	SN23	
SN41	Abies veitchii	Plantae	Pinopsida	Pinales	Abies	veitchii	Lindl.	Pinaceae	Gardener's chronicle, ser. 3 39: 299, f. 121. 1906.	    		this name is accepted		
SN42	Abies vejari	Plantae	Pinopsida	Pinales	Abies	vejari	Martinez	Pinaceae	Anales del Institutó de Biología de la Universidad Nacional Autonoma de México, Série Biologia 19: 1. 1948.			this name is accepted		
SN43	Abies webbiana	Plantae	Pinopsida	Pinales	Abies	webbiana	(Wall. ex D. Don) Lindl.	Pinaceae	Penny Cyclop. 1: 30. 1833. 	"Pinus webbiana Wall. ex D. Don; A Description of the Genus Pinus, ed. 2 2: 77, pl. 44. 1828."		Abies spectabilis (D. Don) Spach	SN15528	
SN15506	Abies x shastensis 	Plantae	Pinopsida	Pinales	Abies	x shastensis 	Lemmon 	Pinaceae	Gard. & For. 1897, 184. 		Abies magnifica x A. procera 	Abies magnifica A. Murray var. shastensis	SN28	Abies magnifica x A. procera 
SN17857	Abrahamia louvelii	Plantae	Magnoliopsida	Sapindales	Abrahamia	louvelii	(H. Perrier) Randrianasolo & Lowry	Anacardiaceae	ined., msc. submitted for publication	"Protorhus louvelii H. Perrier; Mémoires du Muséum National d'Histoire Naturelle 18(7): 263. 1944."		this name is accepted		Protorhus louvelii H. Perrier
SN17851	Abrahamia sericea	Plantae	Magnoliopsida	Sapindales	Abrahamia	sericea	(Engl.) Randrianasolo & Lowry	Anacardiaceae	ined., msc. submitted for publication	"Protorhus sericea Engl.; Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 1: 421. 1881."		this name is accepted		Protorhus sericea Engl.
SN17853	Abrahamia thouvenotii	Plantae	Magnoliopsida	Sapindales	Abrahamia	thouvenotii	(Lecomte) Randrianasolo & Lowry	Anacardiaceae	ined., msc. submitted for publication	"Protorhus thouvenotii Lecomte; Les Bois de la Forêt d'Analamazaotra 73. 1922. "		this name is accepted		Protorhus thouvenotii Lecomte
SN13833	Abrophyllum ornans	Plantae	Magnoliopsida	Asterales	Abrophyllum	ornans	( F.Muell. ) Benth. 	Rousseaceae	Flora Australiensis 2 (1864)	"Brachynema ornans F.Muell.; Fragmenta Phytographiae Australiae 3 (1862) "	See note by J.D.Hooker, Hooker's Icon. Pl. 14 (Apr. 1880) t. 1323.	this name is accepted		
SN16316	Abrus melanospermus	Plantae	Magnoliopsida	Fabales	Abrus	melanospermus	Hassk.	Fabaceae	Cat. Pl. Hort. Bogor. Alt. 282. 			this name is accepted		Abrus pulchellus Wall. ex Thwaites
SN44	Abrus precatorius	Plantae	Magnoliopsida	Fabales	Abrus	precatorius	L.	Fabaceae	Systema Naturae, ed. 12 2: 472. 1767.	    		this name is accepted		"Abrus abrus (L.) Wright;Abrus cyaneus R. Viguier;Abrus maculatus Noronha;Abrus minor Desv.;Abrus pauciflorus Desv.;Abrus precatorius L. var. novo-guineensis Miq.;Abrus squamulosus E. Meyer;Abrus tunguensis Lima;Glycine abrus L."
SN45	Abrus pulchellus	Plantae	Magnoliopsida	Fabales	Abrus	pulchellus	Wall. ex Thwaites	Fabaceae	Enumeratio Plantarum Zeylaniae 2: 91. 1859.		prev. as nom. nud. in Wallich, Numer. List n. 5819 	Abrus melanospermus Hassk.	SN16316	Abrus tenuiflorus Spruce ex Benth.
SN46	Abuta colombiana	Plantae	Magnoliopsida	Ranunculales	Abuta	colombiana	Moldenke	Menispermaceae	Brittonia 3: 58. 1938.			this name is accepted		
SN47	Abuta fluminum	Plantae	Magnoliopsida	Ranunculales	Abuta	fluminum	Krukoff & Barneby	Menispermaceae	Phytologia 25(1): 38. 1972.			this name is accepted		
SN48	Abuta grandifolia	Plantae	Magnoliopsida	Ranunculales	Abuta	grandifolia	(Mart.) Sandwith	Menispermaceae	Kew Bulletin 1937: 397. 1937.	"Cocculus grandifolius Mart.; Repertorium für die Pharmacie 36: 345. 1830."		this name is accepted		
SN49	Abuta imene	Plantae	Magnoliopsida	Ranunculales	Abuta	imene	(Mart.) Eichler	Menispermaceae	Flora 47: 389. 1864.	"Cocculus imene Mart.; Repertorium für die Pharmacie 36: 341. 1830."		this name is accepted		
SN50	Abuta klugii	Plantae	Magnoliopsida	Ranunculales	Abuta	klugii	Moldenke	Menispermaceae	Brittonia 3: 64. 1938.	    		Abuta imene (Mart.) Eichler	SN49	
SN51	Abuta obovata	Plantae	Magnoliopsida	Ranunculales	Abuta	obovata	Diels	Menispermaceae	Notizblatt des Botanischen Gartens und Museums zu Berlin-Dahlem 13: 20. 1936.			this name is accepted		
SN52	Abuta pahni	Plantae	Magnoliopsida	Ranunculales	Abuta	pahni	(Mart.) Krukoff & Barneby 	Menispermaceae	"Mem. New York Bot. Gard., 22 (2); 43. 1971"	"Cocculus pahni Mart.; Flora 24 (Beibl. 2): 45. 1841 "		this name is accepted		"Abuta ecuadorensis Moldenke ;Cocculus pahnii Mart. "
SN53	Abuta panurensis	Plantae	Magnoliopsida	Ranunculales	Abuta	panurensis	Eichler	Menispermaceae	Flora, XLVII. (1864) 390.			this name is accepted		
SN17460	Abuta rufescens	Plantae	Magnoliopsida	Ranunculales	Abuta	rufescens	Aubl. 	Menispermaceae	Histoire des plantes de la Guiane Françoise 1: 618-620, t. 250. 1775.			this name is accepted		
SN54	Abuta splendida	Plantae	Magnoliopsida	Ranunculales	Abuta	splendida	Krukoff & Moldenke	Menispermaceae	Bulletin of the Torrey Botanical Club 68: 241. 1941.			Abuta rufescens Aubl.	SN17460	
SN13834	Abutilon angulatum	Plantae	Magnoliopsida	Malvales	Abutilon	angulatum	(Guill. & Perr.) Mast.	Malvaceae	Flora of Tropical Africa 1: 183. 1868.	"Bastardia angulata Guill. & Perr.; Florae Senegambiae Tentamen 1: 65. 1831. "		this name is accepted		
SN17557	Abutilon dianthum	Plantae	Magnoliopsida	Malvales	Abutilon	dianthum	C. Presl 	Malvaceae	Reliquiae Haenkeanae 2(2): 114. 1835. 			this name is accepted		"Abutilon laxum Rusby;Abutilon sylvaticum (Cav.) K. Schum.;Abutilon woronowii Ulbr."
SN55	Abutilon indicum	Plantae	Magnoliopsida	Malvales	Abutilon	indicum	(L.) Sweet	Malvaceae	Hortus Britannicus 1: 54. 1826.	"Sida indica L.; Centuria II. Plantarum ... 26. 1756."		this name is accepted		Sida indica L.
SN13683	Abutilon laxum	Plantae	Magnoliopsida	Malvales	Abutilon	laxum	Rusby	Malvaceae	Memoirs of the New York Botanical Garden 7: 296. 1927.			Abutilon dianthum C. Presl	SN17557	
SN56	Abutilon longicuspe	Plantae	Magnoliopsida	Malvales	Abutilon	longicuspe	Hochst. ex A. Rich.	Malvaceae	Tentamen Florae Abyssinicae . . . 1: 69. 1847.	    		this name is accepted		
SN57	Abutilon ramiflorum	Plantae	Magnoliopsida	Malvales	Abutilon	ramiflorum	St. Hilaire	Malvaceae	Fl. Bras. Merid. 1: 199. 1827. 			this name is accepted		
SN58	Abutilon rufinerve	Plantae	Magnoliopsida	Malvales	Abutilon	rufinerve	St. Hilaire	Malvaceae	Fl. Bras. Merid. 1. 205. t. 42. 1827			this name is accepted		
SN59	Abutilon thyrsodendron	Plantae	Magnoliopsida	Malvales	Abutilon	thyrsodendron	Griseb.	Malvaceae	Abhandlungen der Königlichen Gesellschaft der Wissenschaften zu Göttingen 24: 48. 1879.			this name is accepted		
SN60	Acacia abyssinica	Plantae	Magnoliopsida	Fabales	Acacia	abyssinica	Hochst. ex Benth.	Fabaceae	London Journal of Botany 5: 97. 1846.			this name is accepted		
SN61	Acacia acuminata	Plantae	Magnoliopsida	Fabales	Acacia	acuminata	Benth.	Fabaceae	London Journal of Botany 1: 373. 1842.			this name is accepted		
SN13835	Acacia adunca	Plantae	Magnoliopsida	Fabales	Acacia	adunca	A. Cunn. & G. Don	Fabaceae	A General History of the Dichlamydeous Plants 2: 406. 1832.			this name is accepted		
SN63	Acacia albicorticata	Plantae	Magnoliopsida	Fabales	Acacia	albicorticata	Burkart	Fabaceae	Darwiniana vii. 504 (1947). 		NC	this name is accepted		    
SN62	Acacia albida	Plantae	Magnoliopsida	Fabales	Acacia	albida	Delile	Fabaceae	Description de l'Égypte, . . . Histoire Naturelle, Tom. Second 142, t. 52, f. 3. 1813.			Faidherbia albida (Delile) A.Chev.	SN16338	Faidherbia albida (Delile) A.Chev.
SN13836	Acacia ampliceps	Plantae	Magnoliopsida	Fabales	Acacia	ampliceps	Maslin	Fabaceae	Nuytsia 1(4): 315. 1974.			this name is accepted		
SN16317	Acacia amythethophylla	Plantae	Magnoliopsida	Fabales	Acacia	amythethophylla	Steud. ex A. Rich.	Fabaceae	Tentamen Florae Abyssinicae . . . 1: 245. 1847.			this name is accepted		Acacia macrothyrsa Harms
SN64	Acacia aneura	Plantae	Magnoliopsida	Fabales	Acacia	aneura	F. Muell.	Fabaceae	Linnaea 26: 627. 1853-55.			this name is accepted		Racosperma aneurum (Benth.) Pedley
