UnitID	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update	xylotheek_ID	xylotheek_kast	xylotheek_legger	xylotheek_remarks	Locality_on_Google_Maps	Density															
Tw51053	Dechamps, Roger				11665	SN13322	Whitfieldia elongata (P. Beauv.) De Wild. & T. Durand	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)							http://maps.google.be/maps?f=q&source=s_q&hl=fr&geocode=&q=%2B0%C2%B055',+%2B30%C2%B013'&sll=0.365293,29.914398&sspn=0.26092,0.307961&ie=UTF8&t=p&z=10																
Tw51054	Dechamps, Roger				11666			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51055	Dechamps, Roger				11667			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51056	Dechamps, Roger				11668			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51057	Dechamps, Roger				11669			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51058	Dechamps, Roger				11670	SN5486	Flueggea virosa (Roxb. ex Willd.) Voigt	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51059	Dechamps, Roger				11671	SN6173	Hibiscus calyphyllus Cav.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51060	Dechamps, Roger				11672	SN13079	Vernonia amygdalina Delile	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51061	Dechamps, Roger				11673	SN9099	Parkinsonia aculeata L.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51062	Dechamps, Roger				11674	SN177	Acalypha bipartita Müll. Arg.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51063	Dechamps, Roger				11675	SN12779	Trichilia 	indet - genus		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51064	Dechamps, Roger				11676			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51065	Dechamps, Roger				11677	SN8772	Oncoba spinosa Forssk.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51066	Dechamps, Roger				11678	SN9362	Phoenix reclinata Jacq.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51067	Dechamps, Roger				11679			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51068	Dechamps, Roger				11680	SN4352	Dovyalis macrocalyx (Oliv.) Warb.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51069	Dechamps, Roger				11681	SN6418	Hypoestes aristata (Vahl) Sol. ex Roem. & Schult.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)							http://maps.google.be/maps?f=q&source=s_q&hl=fr&q=1.083805,+30.413589&vps=5&jsv=176c&sll=1.092387,30.414276&sspn=0.260878,0.307961&g=1.083805,30.413589&ie=UTF8&geocode=FZ2JEAAdFRPQAQ&split=0																
Tw51070	Dechamps, Roger				11682			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51071	Dechamps, Roger				11683			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51072	Dechamps, Roger				11684			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51073	Dechamps, Roger				11685	SN11839	Spathodea campanulata P. Beauv.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51074	Dechamps, Roger				11186	SN4822	Erythroxylum fischeri Engl.	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51075	Dechamps, Roger				11687			indet		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51076	Dechamps, Roger				11689	SN4039	Dichrostachys cinerea (L.) Wight & Arn.	accepted		Africa	Uganda	Hoimo																		CAPA	spare collection (basement)																							
Tw51077	Dechamps, Roger				11690	SN3168	Commiphora 	indet - genus		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51078	Dechamps, Roger				11691			indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51079	Dechamps, Roger				11692	SN5826	Grewia 	indet - genus		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51080	Dechamps, Roger				11694			indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51081	Dechamps, Roger				11695	SN12412	Tephrosia 	indet - genus		Africa	Uganda	Hoimo																		CAPA	spare collection (basement)																							
Tw51082	Dechamps, Roger				11696			indet		Africa	Uganda	Hoimo																		CAPA	spare collection (basement)																							
Tw51083	Dechamps, Roger				11697	SN11509	Sesbania 	indet - genus		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51084	Dechamps, Roger				11698	SN1249	Balanites glabra Mildbraed & Schlechter	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51085	Dechamps, Roger				11699	SN5486	Flueggea virosa (Roxb. ex Willd.) Voigt	accepted		Africa	Uganda	Bundibugyo																		CAPA	spare collection (basement)																							
Tw51086	Dechamps, Roger				11700	SN12412	Tephrosia 	indet - genus		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51087	Dechamps, Roger				11693			indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51088	Dechamps, Roger				11512	SN5174	Euphorbia tirucalli L.	accepted		Africa	Uganda	Hoimo																		CAPA	spare collection (basement)																							
Tw51089								indet																						CAPA	spare collection (basement)																							
Tw51090	Lejeune, Geert					SN11798	Sorbus domestica L.	accepted		Europe	France																			CAPA	spare collection (basement)																							
Tw51091	Lejeune, Geert					SN11798	Sorbus domestica L.	accepted		Europe	France																			CAPA	spare collection (basement)																							
Tw51092	Lejeune, Geert					SN11798	Sorbus domestica L.	accepted		Europe	France																			CAPA	spare collection (basement)																							
Tw51093	Lejeune, Geert					SN11798	Sorbus domestica L.	accepted		Europe	France																			CAPA	spare collection (basement)																							
Tw51094	Dechamps, Roger					SN5156	Euphorbia candelabrum Kotschy	accepted		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51095	Dechamps, Roger					SN109	Acacia hockii De Wild.	accepted		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51096	Dechamps, Roger							indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51097	Dechamps, Roger							indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51098	Dechamps, Roger							indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51099	Dechamps, Roger							indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51100	Dechamps, Roger							indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51101	Dechamps, Roger							indet		Africa	Uganda																			CAPA	spare collection (basement)																							
Tw51102								indet																						CAPA	spare collection (basement)																							
Tw51103								indet																						CAPA	spare collection (basement)																							
Tw51104								indet																						CAPA	spare collection (basement)																							
Tw51105								indet																						CAPA	spare collection (basement)																							
Tw51106								indet																						CAPA	spare collection (basement)																							
Tw51107								indet																						CAPA	spare collection (basement)																							
Tw51108						SN11593	Shorea robusta Gaertn.	accepted						1	1	1			coupe	drawer	27									CAPA	spare collection (basement)																							
Tw51109								indet																						CAPA	spare collection (basement)																							
Tw51110								indet																						CAPA	spare collection (basement)																							
Tw51111								indet																						CAPA	spare collection (basement)																							
Tw51112								indet																						CAPA	spare collection (basement)																							
Tw51113								indet																						CAPA	spare collection (basement)																							
Tw51114								indet																						CAPA	spare collection (basement)																							
Tw51115								indet																						CAPA	spare collection (basement)																							
Tw51116								indet																						CAPA	spare collection (basement)																							
Tw51117								indet																						CAPA	spare collection (basement)																							
Tw51118								indet																						CAPA	spare collection (basement)																							
Tw51119								indet																						CAPA	spare collection (basement)																							
Tw51120								indet																						CAPA	spare collection (basement)																							
Tw51121								indet																						CAPA	spare collection (basement)																							
Tw51122								indet																						CAPA	spare collection (basement)																							
Tw51123								indet																						CAPA	spare collection (basement)																							
Tw51124								indet																						CAPA	spare collection (basement)																							
Tw51125								indet																						CAPA	spare collection (basement)																							
Tw51126								indet																						CAPA	spare collection (basement)																							
Tw51127								indet																						CAPA	spare collection (basement)																							
Tw51128								indet																						CAPA	spare collection (basement)																							
Tw51129								indet																						CAPA	spare collection (basement)																							
Tw51130								indet																						CAPA	spare collection (basement)																							
Tw51131								indet																						CAPA	spare collection (basement)																							
Tw51132								indet																						CAPA	spare collection (basement)																							
Tw51133								indet																						CAPA	spare collection (basement)																							
Tw51134								indet																						CAPA	spare collection (basement)																							
Tw51135								indet																						CAPA	spare collection (basement)																							
Tw51136								indet																						CAPA	spare collection (basement)																							
Tw51137								indet																						CAPA	spare collection (basement)																							
Tw51138								indet																						CAPA	spare collection (basement)																							
Tw51139								indet																						CAPA	spare collection (basement)																							
Tw51140								indet																						CAPA	spare collection (basement)																							
Tw51141								indet																						CAPA	spare collection (basement)																							
Tw51142								indet																						CAPA	spare collection (basement)																							
Tw51143								indet																						CAPA	spare collection (basement)																							
Tw51144								indet																						CAPA	spare collection (basement)																							
Tw51145								indet																						CAPA	spare collection (basement)																							
Tw51146								indet																						CAPA	spare collection (basement)																							
Tw51147								indet																						CAPA	spare collection (basement)																							
Tw51148	Lewalle, José					SN3233	Coprosma lucida J.R. & G. Forster	accepted		Africa	Morocco																			CAPA	spare collection (basement)																							
Tw51149	Lewalle, José					SN10477	Pyrus mamorensis Trab.	synonym	Pyrus bourgaeana	Africa	Morocco	Rabat																		CAPA	spare collection (basement)																							
Tw51150	Lewalle, José					SN7968	Mesembryanthemum emarginatum L.	synonym	Lampranthus emarginatus	Africa	Morocco																			CAPA	Xylarium ground floor	Xylarium ground floor		126	1	3																		
Tw51151	Lewalle, José				13569	SN5995	Hammada scoparia (Pomel) Iljin	accepted		Africa	Morocco	Rabat																		CAPA	Xylarium ground floor	Xylarium ground floor		1990	8	2																		
Tw51152	Van Dijck					SN8088	Micropholis melinoniana Pierre	accepted		South America	Brazil			1	1	1			coupe	drawer	7									CAPA	spare collection (basement)																							
Tw51153	Dechamps, Roger				3142	SN12932	Ulex europaeus L.	accepted		Europe	France	Pas de Calais																		CAPA	spare collection (basement)																							
Tw51154	Dechamps, Roger				3141	SN1176	Atriplex littoralis L.	accepted		Europe	France	Pas de Calais																		CAPA	Xylarium ground floor	Xylarium ground floor		1983	8	2																		
Tw51155								indet																						CAPA	spare collection (basement)																							
Tw51156								indet																						CAPA	spare collection (basement)																							
Tw51157								indet																						CAPA	spare collection (basement)																							
Tw51158								indet																						CAPA	spare collection (basement)																							
Tw51159	Lewalle, José					SN10762	Retama monosperma (L.) Boiss.	accepted		Africa	Morocco	Rabat																		CAPA	spare collection (basement)																							
Tw51160	Green, Arthur N.					SN4671	Entandrophragma utile (Dawe & Sprague) Sprague	accepted		Africa	Ivory Coast																			CAPA	Xylarium ground floor	Xylarium ground floor		7722	29	5																		
Tw51161	Trop. For. Exp. Stat.			17441 MADW		SN5859	Guarea guidonia (L.) Sleumer	accepted		North America	U.S.A.	Puerto Rico																		CAPA	spare collection (basement)																							
Tw51162	Trop. For. Exp. Stat.			17442 MADW.		SN6585	Inga laurina (Sw.) Willd.	accepted		North America	U.S.A.	Puerto Rico																		CAPA	spare collection (basement)																							
Tw51163	Trop. For. Exp. Stat.			17443 MADW		SN6617	Inga vera Willd.	synonym	Inga edulis	North America	U.S.A.	Puerto Rico																		CAPA	spare collection (basement)																							
Tw51164	Trop. For. Exp. Stat.			17453 MADW		SN8679	Ocotea moschata (Meisn.) Mez	accepted		North America	U.S.A.	Puerto Rico																		CAPA	spare collection (basement)																							
Tw51165	Trop. For. Exp. Stat.			17463 MADW		SN1825	Byrsonima coriacea (Sw.) DC.	accepted		North America	U.S.A.	Puerto Rico																		CAPA	spare collection (basement)																							
Tw51166								indet																						CAPA	spare collection (basement)																							
Tw51167								indet																						CAPA	spare collection (basement)																							
Tw51168	Trop. For. Exp. Stat.			17482 MADW		SN5117	Eugenia stahlii (Kiaersk.) Krug & Urb.	accepted		North America	U.S.A.	Puerto Rico																		CAPA	Xylarium ground floor	Xylarium ground floor		8855	33	1																		
Tw51169	Trop. For. Exp. Stat.			17485 MADW		SN6284	Homalium racemosum Jacq.	accepted		North America	U.S.A.	Puerto Rico																		CAPA	spare collection (basement)																							
Tw51170	Trop. For. Exp. Stat.			17492 MADW		SN9304	Petitia domingensis Jacq. 	accepted		North America	U.S.A.	Puerto Rico																		CAPA	spare collection (basement)																							
Tw51171	Thieret, John Williams			18296 MADW	1290	SN3320	Cornus amomum Mill.	accepted		North America	U.S.A.	Indiana																		CAPA	Xylarium ground floor	Xylarium ground floor		2567	11	1																		
Tw51172	Thieret, John Williams			18298 MADW	1325	SN3320	Cornus amomum Mill.	accepted		North America	U.S.A.	Indiana																		CAPA	spare collection (basement)																							
Tw51173	Thieret, John Williams			18302 MADw.	1746	SN10869	Rhus aromatica Ait.	accepted		North America	U.S.A.	Missouri																		CAPA	spare collection (basement)																							
Tw51174	Thieret, John Williams			18311 MADW	1308	SN3351	Corylus americana Walter	accepted		North America	U.S.A.	Indiana																		CAPA	spare collection (basement)																							
Tw51175	Thieret, John Williams			18330 MADW	1323	SN7231	Lindera benzoin (L.) Blume	accepted		North America	U.S.A.	Indiana																		CAPA	spare collection (basement)																							
Tw51176	Thieret, John Williams			18335 MADW	1010	SN10977	Robinia viscosa Vent.	accepted		North America	U.S.A.	Indiana																		CAPA	spare collection (basement)																							
Tw51177	Thieret, John Williams			18797 MADW	4846	SN6789	Juniperus horizontalis Moench.	accepted		North America	Canada	Northwest Territories																		CAPA	spare collection (basement)																							
Tw51178	Arostegui, Antonio			22146 MADW	83	SN11703	Sloanea laurifolia (Benth.) Benth.	accepted		South America	Peru	Loreto																		CAPA	spare collection (basement)																							
Tw51179	Arostegui, Antonio			22165 MADW	140	SN4865	Eschweilera tessmannii R. Knuth	accepted		South America	Peru	Loreto																		CAPA	Xylarium ground floor	Xylarium ground floor		5325	21	5																		
Tw51180	Arostegui, Antonio				74	SN3247	Cordia cicatricosa L.O. Williams	uncertain	Cordia cicatricosa	South America	Peru	Loreto																		CAPA	spare collection (basement)																							
Tw51181	Arostegui, Antonio			22185 MADW	76	SN9089	Parkia oppositifolia Spruce ex Benth.	synonym	Parkia nitida	South America	Peru	Loreto																		CAPA	spare collection (basement)																							
Tw51182	Nee, Michael			22203 MADW	5845	SN3336	Cornus racemosa Lam.	accepted		North America	U.S.A.	Wisconsin																		CAPA	spare collection (basement)																							
Tw51183	Arostegui, Antonio			22211 MADW	145	SN8250	Moronobea coccinea Aubl.	synonym	Symphonia globulifera	South America	Peru	Loreto																		CAPA	spare collection (basement)																							
Tw51184	Jenssen, Eduardo			22231 MADW		SN9698	Pithecellobium niopoides Spruce ex Benth.	synonym	Albizia niopoides	South America	Peru	Huanuco																		CAPA	Xylarium ground floor	Xylarium ground floor		6379	25	1																		
Tw51185	Nee, Michael			22233 MADW	6247	SN3320	Cornus amomum Mill.	accepted		North America	U.S.A.	Wisconsin																		CAPA	Xylarium ground floor	Xylarium ground floor		2566	11	1																		
Tw51186	Lao, Rafael			22242 MADW	122	SN3218	Copaifera officinalis (Jacq.) L.	accepted		South America	Peru	Huanuco																		CAPA	spare collection (basement)																							
Tw51187	Nee, Michael			22258 MADw.	6144	SN10888	Rhus radicans L.	synonym	Toxicodendron radicans	North America	U.S.A.	Wisconsin																		CAPA	Xylarium ground floor	Xylarium ground floor		291	1	7																		
Tw51188	Jenssen, Eduardo			22291 MADw.	P3	SN5879	Guatteria cinnamomea D.R. Simpson	accepted		South America	Peru	Huanuco																		CAPA	spare collection (basement)																							
Tw51189	Lao, Rafael			22312 MADW	66	SN1394	Beilschmiedia sulcata (Ruiz & Pav.) Kosterm.	uncertain	Beilschmiedia sulcata	South America	Peru	Huanuco																		CAPA	spare collection (basement)																							
Tw51190	Jenssen, Eduardo			22341 MADW	50	SN10115	Protium apiculatum Swart	accepted		South America	Peru	Huanuco																		CAPA	Xylarium ground floor	Xylarium ground floor		1609	6	7																		
Tw51191	Vasquez, Eduardo			22423 MADW	100	SN9698	Pithecellobium niopoides Spruce ex Benth.	synonym	Albizia niopoides	South America	Peru	Huanuco																		CAPA	spare collection (basement)																							
Tw51192	Mac Clay			23139 MADW	28	SN7193	Licaria peckii (I.M. Johnst.) Kosterm.	accepted		North America	Guatemala	El Peten																		CAPA	Xylarium ground floor	Xylarium ground floor		5008	20	5																		
Tw51193	Jenssen, Eduardo			23419 MADW	52	SN13151	Virola multinervia Ducke	accepted		South America	Peru	Huanuco																		CAPA	Xylarium ground floor	Xylarium ground floor		8509	32	1																		
Tw51194								indet																						CAPA	spare collection (basement)																							
Tw51195	Majumdar, Nimai Chandra & Islam, Abul Khayer Mohammed Nurul			24477	16	SN4075	Dillenia pentagyna Roxb.	accepted		Asia	Bangladesh																			CAPA	spare collection (basement)																							
Tw51196	Nee, Michael & Mori			25625 MADW.	4143	SN11769	Solanum sycophanta Dunal	accepted		South America	Venezuela	Merida																		CAPA	Xylarium ground floor	Xylarium ground floor		11648	45	2																		
Tw51197	Mori			32173	4633	SN10133	Protium inconforme Pittier	synonym	Protium confusum	North America	Panama	Panama																		CAPA	Xylarium ground floor	Xylarium ground floor		1632	6	7																		
Tw51198	Nee, Michael			34509 MADW	6358	SN4861	Eschweilera sessilis A.C. Sm.	accepted		North America	Panama	Panama																		CAPA	Xylarium ground floor	Xylarium ground floor		5323	21	5																		
Tw51199	Univ. Miami			38095 MADW		SN2324	Cassia siamea Lam.	synonym	Senna siamea	North America	U.S.A.	Florida																		CAPA	spare collection (basement)																							
Tw51200	Zedler			38320 madw		SN340	Adenostoma fasciculatum Hook. & Arn.	accepted		North America	U.S.A.	California																		CAPA	spare collection (basement)																							
Tw51201	Mori			39619	5171	SN7146	Licania hypoleuca Benth.	accepted		North America	Panama	Panama																		CAPA	spare collection (basement)																							
Tw51202	Mori			39621 MADW	4914	SN7161	Licania morii Prance	accepted		North America	Panama	Santa Rita																		CAPA	Xylarium ground floor	Xylarium ground floor		2088	8	5																		
Tw51203	Mori			39622 MADW	6360	SN6580	Inga heterophylla Willd.	accepted		North America	Panama	Santa Rita																		CAPA	spare collection (basement)																							
Tw51204	Mori			39624 MADW	6368	SN8622	Ochna valerii 	uncertain	Ochna valerii	North America	Panama	Santa Rita																		CAPA	Xylarium ground floor	Xylarium ground floor		9132	33	6																		
Tw51205	Mori			39625 MADW	5064	SN10050	Pouteria lucentifolia (Standl.) Baehni	synonym	Chrysophyllum venezuelanense	North America	Panama	Santa Rita																		CAPA	Xylarium ground floor	Xylarium ground floor		11389	44	1																		
Tw51206	Mori			39627	4666	SN1101	Aspidosperma cruentum Woodson	uncertain	Aspidosperma cruentum	North America	Panama	El Llano																		CAPA	spare collection (basement)																							
Tw51207								indet																						CAPA	spare collection (basement)																							
Tw51208								indet																						CAPA	spare collection (basement)																							
Tw51209	Moore			40817 MADW		SN10568	Quercus falcata Michx.	accepted		North America	U.S.A.	Mississippi																		CAPA	Xylarium ground floor	Xylarium ground floor		3986	16	7																		
Tw51210	Moore			40818 MADW		SN10640	Quercus shumardii Buckley	accepted		North America	U.S.A.	Mississippi																		CAPA	spare collection (basement)																							
Tw51211	Taylor, Fred & Quirk, Tom			40820 MADW		SN2225	Carya myristiciformis (F. Michx.) Nutt.	accepted		North America	U.S.A.	Mississippi		1	1	1		4 | 19	coupe | sample	drawer | xylotheek cabinet	6 | 6					Tw_51211_rad 100x 01.jpg,Tw_51211_rad 200x 01.jpg,Tw_51211_rad 200x 02.jpg,Tw_51211_rad 200x 03.jpg,Tw_51211_tan 100x 01.jpg,Tw_51211_tan 100x 02.jpg,Tw_51211_trans 100x 01.jpg,Tw_51211_trans 100x 02.jpg,Tw_51211_trans 40x.jpg,Tw_51211_ta_010.jpg,Tw_51211_xa_004.jpg	Radial section,Radial section,Radial section,Radial section,Tangential section,Tangential section,Transversal section,Transversal section,Transversal section,Tangential section ,Transversal section 	30,31,32,33,34,35,36,37,38,40,12		CAPA	Xylarium ground floor	Xylarium ground floor		4703	19	6																		
Tw51212	Cassens, D.			40823 MADW		SN10654	Quercus velutina Lam.	accepted		North America	U.S.A.	Indiana																		CAPA	spare collection (basement)																							
Tw51213	Highley			40831 MADW		SN10613	Quercus nigra L.	accepted		North America	U.S.A.	Wisconsin																		CAPA	spare collection (basement)																							
Tw51214	Fuhlbrugge			48832 MADW		SN10537	Quercus bicolor Willd.	accepted		North America	U.S.A.	Iowa																		CAPA	spare collection (basement)																							
Tw51215	Maslin			40845 MADW	5394	SN9299	Petalostylis millefolium E. Pritzel	uncertain	Petalostylis millefolium	Oceania	Australia	Western Australia																		CAPA	Xylarium ground floor	Xylarium ground floor		5909	23	4																		
Tw51216	Maslin			40846 MADW	5436	SN6887	Labichea lanceolata Benth.	accepted		Oceania	Australia	Western Australia																		CAPA	Xylarium ground floor	Xylarium ground floor		5815	23	2																		
Tw51217	Quirk, J.T.			40894 MADW		SN5530	Fraxinus pennsylvanica Marsh.	accepted		North America	U.S.A.	Wisconsin																		CAPA	spare collection (basement)																							
Tw51218	The New York Botanical Garden			44240 MADW	32530	SN23	Abies homolepis Siebold & Zucc.	accepted		North America	U.S.A.	New York																		CAPA	spare collection (basement)																							
Tw51219	Nee, Michael			44248 MADW	32545	SN11728	Solandra coriacea Kuntze	synonym	Schultesianthus coriaceus	South America	Colombia	Antioquia																		CAPA	Xylarium ground floor	Xylarium ground floor		11607	45	1																		
Tw51220	Nee, Michael			44268 MADW	33271	SN9580	Pinus virginiana Mill.	accepted		North America	U.S.A.	New York																		CAPA	spare collection (basement)																							
Tw51221	Nee, Michael			46265 MDw.	37805	SN13123	Viburnum recognitum Fernald	synonym	Viburnum dentatum	North America	U.S.A.	Pennsylvania																		CAPA	Xylarium ground floor	Xylarium ground floor		1789	7	4																		
Tw51222	Nee, Michael			44279 MADW	34229	SN739	Anadenanthera colubrina (Vell.) Brenan	accepted		North America																				CAPA	Xylarium ground floor	Xylarium ground floor		6171	24	3																		
Tw51223	Nee, Michael			44280 MADW	34234	SN7933	Melochia argentina R.E. Fr.	uncertain	Melochia argentina	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		11776	45	5																		
Tw51224								indet																		Tw_51224_kops.jpg	Transversal view of wood	20		CAPA	spare collection (basement)																							
Tw51225	Nee, Michael			46588	38609	SN2801	Cirsium vulgare (Savi) Ten.	accepted		North America	U.S.A.	Wisconsin																		CAPA	Xylarium ground floor	Xylarium ground floor		2373	9	6																		
Tw51226	Nee, Michael			44285 MADw.	35089	SN5751	Gomphrena gnaphiotricha Griseb.	uncertain	Gomphrena gnaphiotricha	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		147	1	4																		
Tw51227	Nee, Michael			44286 MADW	35136	SN11489	Senna pendula (Humb. & Bonpl. ex Willd.) H.S. Irwin & Barneby	synonym	Cassia pendula	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		5935	23	5																		
Tw51228	Nee, Michael				35151	SN6774	Jungia polita Griseb.	accepted		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51229	Nee, Michael			44290	35160	SN4096	Dinoseris salicifolia Griseb.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		2378	9	6																		
Tw51230	Nee, Michael			44294 MADW	35191	SN6635	Ipomoea carnea Jacq.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		2552	10	7																		
Tw51231	Nee, Michael			44320 MADW	35368	SN3757	Cyphomandra uniloba Rusby	synonym	Solanum unilobum	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		11585	44	7																		
Tw51232	Nee, Michael			44302 MADW	35264	SN10755	Reichenbachia hirsuta Spreng.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		9075	33	5																		
Tw51233	Nee, Michael			44306 MADW	35299	SN59	Abutilon thyrsodendron Griseb.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		7393	28	4																		
Tw51234	Nee, Michael			44307 MADW	35311	SN5148	Eupatorium patens Don ex Hook. & Arn.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		2394	9	7																		
Tw51235	Nee, Michael			44310 MADW	35336	SN13076	Verbesina allophylla S.F. Blake	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		2464	28	5																		
Tw51236	Nee, Michael			44311 MADW	35338	SN57	Abutilon ramiflorum St. Hilaire	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		7391	28	4																		
Tw51237	Nee, Michael			44317 MADW	35357	SN2284	Casearia sylvestris Sw.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		4141	17	3																		
Tw51238	Nee, Michael			44321 MADW	35374	SN4051	Dictyoloma peruvianum Planch.	accepted		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51239	Nee, Michael			44324 MADW	35392	SN11763	Solanum riparium Pers.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		11642	45	2																		
Tw51240	Nee, Michael			44325 MADW	35405	SN13097	Vernonia megaphylla Hieron.	synonym	Eirmocephala megaphylla	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		2485	10	4																		
Tw51241	Nee, Michael			44330 MADW	35427	SN2139	Capsicum 	indet - genus		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51242	Nee, Michael			44334 MADW	35511	SN63	Acacia albicorticata Burkart	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		5993	23	6																		
Tw51243	Nee, Michael			46001 MADW	35627	SN11068	Ruprechtia triflora Griseb.	accepted		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51244	Nee, Michael			46005 MADW	35715	SN12492	Tessaria integrifolia Ruiz & Pav.	accepted		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51245	Nee, Michael			46010 MADW	35907	SN7231	Lindera benzoin (L.) Blume	accepted		North America	U.S.A.	New York																		CAPA	spare collection (basement)																							
Tw51246	Nee, Michael			46013 MADW	35676	SN11126	Salacia elliptica (Mart. ex Roem. & Schult.) G. Don	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		1947	8	1																		
Tw51247	Nee, Michael			46014 MADW.	35915	SN7782	Margaritaria nobilis L. f.	uncertain	Margaritaria nobilis	South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51248	Nee, Michael			46208 MADW	36891	SN1165	Athenaea 	indet - genus		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		11567	44	7																		
Tw51249	Nee, Michael			46017 MADW	36032	SN2618	Cestrum racemosum Ruiz & Pav.	accepted		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
