UnitID	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update	xylotheek_ID	xylotheek_kast	xylotheek_legger	xylotheek_remarks	Locality_on_Google_Maps	Density															
Tw53946	Kasper & Deschères, Pascal			72	72	SN898	Antiaris africana Engl.	synonym	Antiaris toxicaria var. africana	Africa	Gambia, The	Lower river division																		CAPA	spare collection (basement)																							
Tw53947	Kasper & Deschères, Pascal			12	12	SN10374	Pterocarpus erinaceus Poir.	accepted		Africa	Guinea-Bissau	-																		CAPA	spare collection (basement)																							
Tw53948	Kasper & Deschères, Pascal			25	25	SN398	Afzelia africana Sm.	accepted		Africa	Guinea-Bissau	-																		CAPA	spare collection (basement)																							
Tw53949	Kasper & Deschères, Pascal			40	40	SN6840	Khaya senegalensis (Desr.) A. Juss.	accepted		Africa	Guinea-Bissau	-		1	1	1			coupe	drawer	13									CAPA	spare collection (basement)																							
Tw53950	Kasper & Deschères, Pascal			55	55	SN7699	Mangifera indica L.	accepted		Africa	Gambia, The	Western division																		CAPA	spare collection (basement)																							
Tw53951	Kasper & Deschères, Pascal			53	53	SN2513	Ceiba pentandra (L.) Gaertn. 	accepted		Africa	Gambia, The	Western division																		CAPA	spare collection (basement)																							
Tw53952	Kasper & Deschères, Pascal			52B	52B	SN1585	Borassus aethiopum Mart.	accepted		Africa	Gambia, The	Western division																		CAPA	spare collection (basement)																							
Tw53953	Kasper & Deschères, Pascal			54E	54E	SN7113	Leucaena leucocephala (Lam.) de Wit	accepted		Africa	Gambia, The	Western division																		CAPA	spare collection (basement)																							
Tw53954	Kasper & Deschères, Pascal			5	5	SN8547	Newbouldia laevis (P. Beauv.) Seem. ex Bureau	accepted		Africa	Gambia, The	Kombo east																		CAPA	spare collection (basement)																							
Tw53955	Kasper & Deschères, Pascal			17	17	SN11985	Strophanthus sarmentosus DC.	accepted		Africa	Gambia, The	Western division																		CAPA	spare collection (basement)																							
Tw53956	Kasper & Deschères, Pascal			27	27	SN11718	Smeathmannia laevigata Sol. ex R. Br.	accepted		Africa	Gambia, The	Kombo east																		CAPA	spare collection (basement)																							
Tw53957	Kasper & Deschères, Pascal			28	28	SN3272	Cordia myxa L.	accepted		Africa	Gambia, The	Kombo east																		CAPA	spare collection (basement)																							
Tw53958	Kasper & Deschères, Pascal			21	21	SN6946	Landolphia heudelotii A. DC.	accepted		Africa	Gambia, The	Kombo North																		CAPA	spare collection (basement)																							
Tw53959	Kasper & Deschères, Pascal			63	63	SN11020	Rothmannia whitfieldii (Lindl.) Dandy	accepted		Africa	Gambia, The	Kombo east																		CAPA	spare collection (basement)																							
Tw53960	Kasper & Deschères, Pascal			32	32	SN9990	Pouchetia africana A. Rich. ex DC.	accepted		Africa	Gambia, The	Kombo east																		CAPA	spare collection (basement)																							
Tw53961	Kasper & Deschères, Pascal			33	33	SN893	Anthostema senegalense A. Juss.	accepted		Africa	Gambia, The	Kombo east																		CAPA	spare collection (basement)																							
Tw53962	Kasper & Deschères, Pascal			36	36	SN6253	Holarrhena floribunda (Don) T. Durand & Schinz	accepted		Africa	Gambia, The	Kombo east																		CAPA	spare collection (basement)																							
Tw53963	Kasper & Deschères, Pascal			39	39	SN843	Annona senegalensis Pers.	accepted		Africa	Gambia, The	Kombo east																		CAPA	spare collection (basement)																							
Tw53964	Kasper & Deschères, Pascal			88	88	SN8247	Moringa oleifera Lam.	accepted		Africa	Gambia, The	Lower river division																		CAPA	spare collection (basement)																							
Tw53965	De Wolf, Joris			-	-	SN16253	Combretum nigricans Lepr. ex Guill. & Perr.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53966	De Wolf, Joris			-	-	SN16253	Combretum nigricans Lepr. ex Guill. & Perr.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53967	De Wolf, Joris			-	-	SN16253	Combretum nigricans Lepr. ex Guill. & Perr.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53968	De Wolf, Joris			-	-	SN3122	Combretum glutinosum Perr. ex DC. 	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53969	De Wolf, Joris			-	-	SN3122	Combretum glutinosum Perr. ex DC. 	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53970	De Wolf, Joris			-	-	SN11498	Sericanthe chevalieri (K.Krause) E.Robbrecht 	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53971	De Wolf, Joris			-	-	SN13489	Zanthoxylum rubescens Planch. ex Hook. f.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53972	De Wolf, Joris			-	-	SN10273	Pseudospondias microcarpa (A. Rich.) Engl.	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53973	De Wolf, Joris			-	-	SN11396	Schrebera arborea A. Chev.	accepted		Africa	Senegal	Casamance		1	1	1			coupe	drawer	8									CAPA	spare collection (basement)																							
Tw53974	De Wolf, Joris			-	-	SN3122	Combretum glutinosum Perr. ex DC. 	accepted		Africa	Senegal	Casamance																		CAPA	spare collection (basement)																							
Tw53975	Hakiza, Georgina J. 			-	-	SN3052	Coffea canephora Pierre ex A. Froehner	accepted		Africa	Uganda	-																		CAPA	spare collection (basement)																							
Tw53976	Hakiza, Georgina J. 			-	-	SN3051	Coffea arabica L.	accepted		Africa	Uganda	-																		CAPA	spare collection (basement)																							
Tw53977	Hakiza, Georgina J. 			-	-	SN3056	Coffea liberica W. Bull ex Hiern	accepted		Africa	Uganda	-																		CAPA	spare collection (basement)																							
Tw53978	Hakiza, Georgina J. 			-	-	SN3053	Coffea congensis A. Froehner	accepted		Africa	Uganda	-																		CAPA	spare collection (basement)																							
Tw53979	Hakiza, Georgina J. 			-	-	SN3054	Coffea dewevrei De Wild. & T. Durand	synonym	Coffea liberica var. dewevrei	Africa	Uganda	-																		CAPA	spare collection (basement)																							
Tw53980				IN -746	-	SN13393	Xylocarpus granatum J. König	accepted		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53981				IN -816	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53982				IN -742	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53983				IN -807	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53984				IN -797	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53985				IN -791	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53986				IN -818	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53987				IN -707	-	SN1540	Bobea 	indet - genus		Asia	Indonesia	Java																		CAPA	spare collection (basement)																							
Tw53988				IN -793	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53989				IN -762	-	SN363	Aegle 	indet - genus		Asia	Indonesia	Java																		CAPA	spare collection (basement)																							
Tw53990				IN -821	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53991				IN -814	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53992				IN -708	-	SN11472	Semecarpus 	indet - genus		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53993				IN -749	-	SN12223	Syzygium 	indet - genus		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53994				IN -712	-	SN3438	Covellia 	indet - genus		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53995				IN -745	-	SN6975	Lansium 	indet - genus		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53996				IN -795	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53997				IN -772	-	SN6863	Kleinhovia hospita L.	accepted		Asia	Indonesia	Java																		CAPA	spare collection (basement)																							
Tw53998				IN -724	-	SN7477	Maba 	indet - genus		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw53999				IN -809	-			indet		Asia	Indonesia	-																		CAPA	spare collection (basement)																							
Tw54000				IN -743				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54001				IN -806				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54002				IN -817				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54003				IN -799				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54004				IN -811				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54005				IN -812				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54006				IN -798				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54007				749				indet																						CAPA	spare collection (basement)																							
Tw54008				IN -815				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54009				IN -763		SN8160	Mimusops 	indet - genus																						CAPA	spare collection (basement)																							
Tw54010				IN -794				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54011				IN -810				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54012				IN -800		SN10392	Pterocarpus 	indet - genus		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54013				IN -792				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54014				IN -796				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54015				716				indet																						CAPA	spare collection (basement)																							
Tw54016				XX -936				indet																						CAPA	spare collection (basement)																							
Tw54017				XX -925				indet																						CAPA	spare collection (basement)																							
Tw54018				112		SN4685	Eperua 	indet - genus		South America	Suriname																			CAPA	spare collection (basement)																							
Tw54019				155				indet		South America	Suriname																			CAPA	spare collection (basement)																							
Tw54020				109				indet		South America	Suriname																			CAPA	spare collection (basement)																							
Tw54021				781		SN6879	Koompassia 	indet - genus		Asia	Malaysia																			CAPA	spare collection (basement)																							
Tw54022				103		SN1231	Bagassa guianensis Aubl.	accepted		South America	Brazil																			CAPA	spare collection (basement)																							
Tw54023				101		SN6391	Hymenolobium 	indet - genus		South America	Brazil																			CAPA	spare collection (basement)																							
Tw54024				102		SN4092	Dinizia excelsa Ducke	accepted		South America	Brazil																			CAPA	spare collection (basement)																							
Tw54025				106				indet																						CAPA	spare collection (basement)																							
Tw54026				730		SN5583	Ganophyllum falcatum Blume 	accepted																						CAPA	spare collection (basement)																							
Tw54027				773		SN12107	Swietenia mahagoni (L.) Jacq. 	accepted																						CAPA	spare collection (basement)																							
Tw54028				144				indet																						CAPA	spare collection (basement)																							
Tw54029				804				indet																						CAPA	spare collection (basement)																							
Tw54030				109				indet																						CAPA	spare collection (basement)																							
Tw54031				729B14				indet																						CAPA	spare collection (basement)																							
Tw54032				131				indet																						CAPA	spare collection (basement)																							
Tw54033				125				indet																						CAPA	spare collection (basement)																							
Tw54034				776				indet																						CAPA	spare collection (basement)																							
Tw54035				776-8				indet																						CAPA	spare collection (basement)																							
Tw54036				135				indet																						CAPA	spare collection (basement)																							
Tw54037				806				indet																						CAPA	spare collection (basement)																							
Tw54038				707				indet																						CAPA	spare collection (basement)																							
Tw54039				117				indet																						CAPA	spare collection (basement)																							
Tw54040				757				indet																						CAPA	spare collection (basement)																							
Tw54041				737				indet																						CAPA	spare collection (basement)																							
Tw54042				121				indet																						CAPA	spare collection (basement)																							
Tw54043				791				indet																						CAPA	spare collection (basement)																							
Tw54044				-		SN1961	Calophyllum 	indet - genus																						CAPA	spare collection (basement)																							
Tw54045				701				indet																						CAPA	spare collection (basement)																							
Tw54046				712				indet																						CAPA	spare collection (basement)																							
Tw54047				793				indet																						CAPA	spare collection (basement)																							
Tw54048				110				indet																						CAPA	spare collection (basement)																							
Tw54049				796				indet																						CAPA	spare collection (basement)																							
Tw54050				579				indet																						CAPA	spare collection (basement)																							
Tw54051				704		SN429	Agathis 	indet - genus		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54052				796				indet																						CAPA	spare collection (basement)																							
Tw54053				135				indet																						CAPA	spare collection (basement)																							
Tw54054				788				indet																						CAPA	spare collection (basement)																							
Tw54055				106				indet																						CAPA	spare collection (basement)																							
Tw54056				128				indet																						CAPA	spare collection (basement)																							
Tw54057				778				indet																						CAPA	spare collection (basement)																							
Tw54058				145				indet																						CAPA	spare collection (basement)																							
Tw54059				902				indet																						CAPA	spare collection (basement)																							
Tw54060				151		SN8235	Mora 	indet - genus																						CAPA	spare collection (basement)																							
Tw54061				813				indet																						CAPA	spare collection (basement)																							
Tw54062				903				indet																						CAPA	spare collection (basement)																							
Tw54063				162				indet																						CAPA	spare collection (basement)																							
Tw54064				145				indet		South America	Suriname																			CAPA	spare collection (basement)																							
Tw54065				773				indet																						CAPA	spare collection (basement)																							
Tw54066				103				indet																						CAPA	spare collection (basement)																							
Tw54067				713				indet																						CAPA	spare collection (basement)																							
Tw54068				787				indet		Asia	Indonesia																			CAPA	spare collection (basement)																							
Tw54069				753				indet																						CAPA	spare collection (basement)																							
Tw54070				TP197				indet																						CAPA	spare collection (basement)																							
Tw54071				905				indet																						CAPA	spare collection (basement)																							
Tw54072				823				indet																						CAPA	spare collection (basement)																							
Tw54073				774				indet																						CAPA	spare collection (basement)																							
Tw54074				140				indet																						CAPA	spare collection (basement)																							
Tw54075				148				indet																						CAPA	spare collection (basement)																							
Tw54076				B17				indet																						CAPA	spare collection (basement)																							
Tw54077				918				indet																						CAPA	spare collection (basement)																							
Tw54078				763				indet																						CAPA	spare collection (basement)																							
Tw54079				729				indet																						CAPA	spare collection (basement)																							
Tw54080				-		SN429	Agathis 	indet - genus																						CAPA	spare collection (basement)																							
Tw54081				36105  33				indet																						CAPA	spare collection (basement)																							
Tw54082				758				indet		Asia	Indonesia	Java																		CAPA	spare collection (basement)																							
Tw54083				128				indet																						CAPA	spare collection (basement)																							
Tw54084				755				indet																						CAPA	spare collection (basement)																							
Tw54085				748				indet																						CAPA	spare collection (basement)																							
Tw54086				746				indet																						CAPA	spare collection (basement)																							
Tw54087				502				indet																						CAPA	spare collection (basement)																							
Tw54088				742				indet																						CAPA	spare collection (basement)																							
Tw54089				-	799 or 797?			indet																						CAPA	spare collection (basement)																							
Tw54090				744		SN7888	Melanorrhoea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54091				5577  24				indet																						CAPA	spare collection (basement)																							
Tw54092				109				indet																						CAPA	spare collection (basement)																							
Tw54093				112				indet		South America	Suriname																			CAPA	spare collection (basement)																							
Tw54094				6				indet																						CAPA	spare collection (basement)																							
Tw54095				123 or125?				indet																						CAPA	spare collection (basement)																							
Tw54096				902				indet																						CAPA	spare collection (basement)																							
Tw54097				121				indet																						CAPA	spare collection (basement)																							
Tw54098	expertise			A		SN13058	Vatica 	indet - genus																						CAPA	spare collection (basement)																							
Tw54099	expertise			B		SN7706	Mangifera 	indet - genus		Asia	Vietnam																			CAPA	spare collection (basement)																							
Tw54100	expertise			A		SN7706	Mangifera 	indet - genus		Asia	Vietnam																			CAPA	spare collection (basement)																							
Tw54101	expertise			-		SN4671	Entandrophragma utile (Dawe & Sprague) Sprague	accepted						1	1	1			coupe	drawer	10									CAPA	spare collection (basement)																							
Tw54102	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54103	expertise			-		SN4761	Erisma uncinatum Warm.	accepted																						CAPA	spare collection (basement)																							
Tw54104	expertise			42775-2-1				indet																						CAPA	spare collection (basement)																							
Tw54105	expertise			-				indet		Europe	Belgium																			CAPA	spare collection (basement)																							
Tw54106	expertise			-		SN6762	Juglans regia L.	accepted		Europe	Belgium																			CAPA	spare collection (basement)																							
Tw54107	expertise			-		SN11881	Staudtia stipitata Warb.	synonym	Staudtia kamerunensis var. gabonensis																					CAPA	spare collection (basement)																							
Tw54108	expertise			1		SN6626	Intsia palembanica Miq.	accepted																					Wood block	CAPA	spare collection (basement)	office Lore, misschien voor xylotheek gelijkvloers, na selectie door Wannes	29/01/2015																					
Tw54109	expertise			-		SN4276	Dipterocarpus 	indet - genus																						CAPA	spare collection (basement)																							
Tw54110	expertise			B				indet																						CAPA	spare collection (basement)																							
Tw54111	expertise			1		SN10642	Quercus 	indet - genus		Europe	Belgium																			CAPA	spare collection (basement)																							
Tw54112	expertise			2		SN8120	Millettia laurentii De Wild.	accepted																						CAPA	spare collection (basement)																							
Tw54113	expertise			3		SN6759	Juglans nigra L.	accepted		Europe	Belgium																			CAPA	spare collection (basement)																							
Tw54114	expertise			-		SN12084	Swartzia madagascariensis Desv.	synonym	Bobgunnia madagascariensis																					CAPA	spare collection (basement)																							
Tw54115	expertise			-		SN5677	Gilbertiodendron dewevrei (De Wild.) J. Léonard	accepted																						CAPA	spare collection (basement)																							
Tw54116	expertise			-		SN8412	Nauclea diderrichii (De Wild.) Merr.	accepted																						CAPA	spare collection (basement)																							
Tw54117	expertise			-				indet																						CAPA	spare collection (basement)																							
Tw54118	expertise			-		SN4656	Entandrophragma angolense (Welw. ex C. DC.) C. DC.	accepted						1	1	1			coupe	drawer	8									CAPA	spare collection (basement)																							
Tw54119	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54120	expertise			-		SN12399	Tectona grandis L. f.	accepted																						CAPA	spare collection (basement)																							
Tw54121	expertise			1		SN6988	Larix decidua Mill.	accepted																						CAPA	spare collection (basement)																							
Tw54122	expertise			NQ2HW		SN5848	Guarea cedrata (A. Chev.) Pellegr.	synonym	Leplaea cedrata					1	1	1			coupe	drawer	10									CAPA	spare collection (basement)																							
Tw54123	expertise			-		SN13058	Vatica 	indet - genus																						CAPA	spare collection (basement)																							
Tw54124	expertise			-		SN2189	Carpinus betulus L.	accepted		Europe	Belgium																			CAPA	spare collection (basement)																							
Tw54125	expertise			2		SN6998	Larix potaninii Batalin	accepted																						CAPA	spare collection (basement)																							
Tw54126	expertise			1		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54127	expertise			2		SN6624	Intsia bijuga (Colebr.) Kuntze	accepted																						CAPA	spare collection (basement)																							
Tw54128	expertise					SN8412	Nauclea diderrichii (De Wild.) Merr.	accepted		Africa	Congo, Democratic Republic of the																			CAPA	spare collection (basement)																							
Tw54129	expertise			42800-16-1				indet																						CAPA	spare collection (basement)																							
Tw54130	expertise			-		SN8412	Nauclea diderrichii (De Wild.) Merr.	accepted																						CAPA	spare collection (basement)																							
Tw54131	expertise			-		SN9263	Pericopsis elata (Harms) Meeuwen	accepted																						CAPA	spare collection (basement)																							
Tw54132	expertise							indet		South America	Suriname																			CAPA	spare collection (basement)																							
Tw54133	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54134	expertise			5		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54135	expertise			19		SN4671	Entandrophragma utile (Dawe & Sprague) Sprague	accepted						1	1	1			coupe	drawer	10									CAPA	spare collection (basement)																							
Tw54136	expertise			-		SN11585	Shorea pauciflora King 	accepted																						CAPA	spare collection (basement)																							
Tw54137	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54138	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54139	expertise			-		SN10642	Quercus 	indet - genus																						CAPA	spare collection (basement)																							
Tw54140	expertise			-		SN669	Alstonia scholaris (L.) R. Br.	accepted																						CAPA	Xylarium ground floor	Xylarium ground floor		641	3	2																		
Tw54141	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54142	expertise			-		SN12120	Symphonia globulifera L. f.	accepted																						CAPA	spare collection (basement)																							
Tw54143	expertise			-		SN4306	Distemonanthus benthamianus Baill.	accepted																						CAPA	spare collection (basement)																							
Tw54144	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54145	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54146	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54147	expertise			-		SN1948	Calophyllum inophyllum L.	accepted																						CAPA	spare collection (basement)																							
Tw54148	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54149	expertise			-		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54150	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54151	expertise			-		SN4397	Dryobalanops 	indet - genus																						CAPA	spare collection (basement)																							
Tw54152	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54153	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54154	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54155	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54156	expertise			1		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54157	expertise			-		SN416	Afzelia 	indet - genus																						CAPA	spare collection (basement)																							
Tw54158	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54159	expertise			-		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54160	expertise			-		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54161	expertise			-		SN8264	Morus mesozygia Stapf	accepted																						CAPA	spare collection (basement)																							
Tw54162	expertise			-		SN2687	Chlorophora excelsa (Welw.) Benth.	synonym	Milicia excelsa																					CAPA	spare collection (basement)																							
Tw54163	expertise			-		SN9709	Pithecellobium 	indet - genus																						CAPA	spare collection (basement)																							
Tw54164	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54165	expertise			2		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54166	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54167	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54168	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54169	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54170	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54171	expertise			-		SN11556	Shorea kunstleri King 	accepted																						CAPA	spare collection (basement)																							
Tw54172	expertise			-		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54173	expertise			-		SN4671	Entandrophragma utile (Dawe & Sprague) Sprague	accepted						1	1	1			coupe	drawer	10									CAPA	spare collection (basement)																							
Tw54174	expertise			-		SN400	Afzelia bella Harms	accepted																						CAPA	spare collection (basement)																							
Tw54175	expertise			-		SN5001	Eucalyptus 	indet - genus		Africa	Rwanda	Ruhengeri																		CAPA	spare collection (basement)																							
Tw54176	expertise			-		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54177	expertise			C		SN11581	Shorea palembanica Miq.	accepted																						CAPA	spare collection (basement)																							
Tw54178	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54179	expertise			-		SN12449	Terminalia ivorensis A.Cheval. 	accepted																						CAPA	spare collection (basement)																							
Tw54180	expertise			-		SN12449	Terminalia ivorensis A.Cheval. 	accepted																						CAPA	spare collection (basement)																							
Tw54181	expertise			-		SN411	Afzelia pachyloba Harms	accepted																						CAPA	spare collection (basement)																							
Tw54182	expertise			-		SN712	Amoora 	indet - genus																						CAPA	spare collection (basement)																							
Tw54183	expertise			-		SN401	Afzelia bijuga (Colebr.) A. Gray	synonym	Intsia bijuga																					CAPA	spare collection (basement)																							
Tw54184	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54185	expertise					SN3965	Detarium senegalense J.F. Gmel.	accepted																						CAPA	spare collection (basement)																							
Tw54186	expertise			-		SN4397	Dryobalanops 	indet - genus																						CAPA	spare collection (basement)																							
Tw54187	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54188	expertise			-		SN10278	Pseudotsuga menziesii (Mirb.) Franco	accepted																						CAPA	spare collection (basement)																							
Tw54189	expertise			-		SN6129	Heritiera 	indet - genus																						CAPA	spare collection (basement)																							
Tw54190	expertise			-		SN5116	Eugenia 	indet - genus																						CAPA	spare collection (basement)																							
Tw54191	expertise			-		SN11601	Shorea 	indet - genus																						CAPA	spare collection (basement)																							
Tw54192	expertise			D		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54193	Dechamps, Roger			-		SN3372	Cotoneaster horizontalis Decne.	accepted		Europe	Belgium	Waals-Brabant																		CAPA	spare collection (basement)																							
Tw54194	expertise			-		SN10434	Pterygota 	indet - genus																						CAPA	spare collection (basement)																							
Tw54195	expertise			-		SN4805	Erythrophleum guineense G. Don	synonym	Erythrophleum lasianthum																					CAPA	spare collection (basement)																							
Tw54196	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54197	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54198	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54199	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54200	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54201	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54202	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54203	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54204	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54205	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54206	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54207	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54208	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54209	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54210	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54211	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54212	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54213	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54214	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54215	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54216	expertise			-		SN402	Afzelia bipindensis Harms	accepted																						CAPA	spare collection (basement)																							
Tw54217	expertise			-		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54218	expertise			-		SN398	Afzelia africana Sm.	accepted																						CAPA	spare collection (basement)																							
Tw54219	expertise			-		SN398	Afzelia africana Sm.	accepted																		Tw_54219_Afzelia_africana_kops.jpg	Transversal view of wood	20		CAPA	spare collection (basement)																							
