UnitID	AcquisitionYear	AcquisitionMonth	AcquisitionDay	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update																					
Tw70610	2016	11	28	Moses LIBALAH					SN11937	Strombosiopsis tetrandra 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70611	2016	11	28	Moses LIBALAH					SN857	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70612	2016	11	28	Moses LIBALAH					SN10447	Celtis tessmannii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70613	2016	11	28	Moses LIBALAH					SN9006	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70614	2016	11	28	Moses LIBALAH					SN9146	Angylocalyx pynaertii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70615	2016	11	28	Moses LIBALAH					SN7074	Coelocaryon preussii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70616	2016	11	28	Moses LIBALAH					SN13565	Strombosia pustulata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70617	2016	11	28	Moses LIBALAH					SN9146	Pycnanthus angolensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70618	2016	11	28	Moses LIBALAH					SN3046	Santiria trimera 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70619	2016	11	28	Moses LIBALAH					SN888	Annickia affinis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70620	2016	11	28	Moses LIBALAH					SN11974	Annickia affinis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70621	2016	11	28	Moses LIBALAH					SN9302	Trichilia prieuriana 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70622	2016	11	28	Moses LIBALAH					SN2569	Trichilia welwitschii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70623	2016	11	28	Moses LIBALAH					SN7038	Hylodendron gabunense 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70624	2016	11	28	Moses LIBALAH					SN4442	Santiria trimera 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70625	2016	11	28	Moses LIBALAH					SN11974	Pycnanthus angolensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70626	2016	11	28	Moses LIBALAH					SN857	Funtumia elastica 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70627	2016	11	28	Moses LIBALAH					SN9002	Chrysophyllum boukokoënse 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70628	2016	11	28	Moses LIBALAH					SN9006	Keayodendron bridelioides 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70629	2016	11	28	Moses LIBALAH					SN18497	Chrysophyllum boukokoënse 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70630	2016	11	28	Moses LIBALAH					SN2893	Chrysophyllum boukokoënse 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70631	2016	11	28	Moses LIBALAH					SN9302	Pterocarpus soyauxii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70632	2016	11	28	Moses LIBALAH					SN6063	Celtis mildbraedii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70633	2016	11	28	Moses LIBALAH					SN2556	Angylocalyx pynaertii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70634	2016	11	28	Moses LIBALAH					SN3071	Anonidium mannii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70635	2016	11	28	Moses LIBALAH					SN13647	Anonidium mannii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70636	2016	11	28	Moses LIBALAH					SN1238	Celtis mildbraedii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70637	2016	11	28	Moses LIBALAH					SN9225	Celtis adolfi-friderici 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70638	2016	11	28	Moses LIBALAH					SN3973	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70639	2016	11	28	Moses LIBALAH					SN13544	Funtumia elastica 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70640	2016	11	28	Moses LIBALAH					SN10391	Coelocaryon preussii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70641	2016	11	28	Moses LIBALAH					SN9146	Santiria trimera 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70642	2016	11	28	Moses LIBALAH					SN13565	Leplaea thompsonii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70643	2016	11	28	Moses LIBALAH					SN13565	Celtis adolfi-friderici 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70644	2016	11	28	Moses LIBALAH					SN7415	Petersianthus macrocarpus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70645	2016	11	28	Moses LIBALAH					SN6063	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70646	2016	11	28	Moses LIBALAH					SN18497	Cola lateritia 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70647	2016	11	28	Moses LIBALAH					SN9146	Trichilia prieuriana 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70648	2016	11	28	Moses LIBALAH					SN18522	Hylodendron gabunense 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70649	2016	11	28	Moses LIBALAH					SN18525	Celtis mildbraedii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70650	2016	11	28	Moses LIBALAH					SN13565	Sterculia tragacantha 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70651	2016	11	28	Moses LIBALAH					SN11977	Entandrophragma cylindricum 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70652	2016	11	28	Moses LIBALAH					SN3973	Coelocaryon preussii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70653	2016	11	28	Moses LIBALAH					SN2729	Pycnanthus angolensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70654	2016	11	28	Moses LIBALAH					SN2540	Pycnanthus angolensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70655	2016	11	28	Moses LIBALAH					SN11974	Pycnanthus angolensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70656	2016	11	28	Moses LIBALAH					SN13647	Panda oleosa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70657	2016	11	28	Moses LIBALAH					SN9006	Sterculia tragacantha 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70658	2016	11	28	Moses LIBALAH					SN2569	Coelocaryon preussii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70659	2016	11	28	Moses LIBALAH					SN11815	Funtumia elastica 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70660	2016	11	28	Moses LIBALAH					SN11974	Annickia affinis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70661	2016	11	28	Moses LIBALAH					SN13565	Dialium dinklagei 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70662	2016	11	28	Moses LIBALAH					SN12769	Entandrophragma angolense 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70663	2016	11	28	Moses LIBALAH					SN10391	Trichilia prieuriana 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70664	2016	11	28	Moses LIBALAH					SN3046	Annickia affinis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70665	2016	11	28	Moses LIBALAH					SN9302	Sterculia tragacantha 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70666	2016	11	28	Moses LIBALAH					SN2540	Anonidium mannii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70667	2016	11	28	Moses LIBALAH					SN10391	Pycnanthus angolensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70668	2016	11	28	Moses LIBALAH					SN13647	Panda oleosa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70669	2016	11	28	Moses LIBALAH					SN13565	Pausinystalia macroceras 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70670	2016	11	28	Moses LIBALAH					SN5555	Lepidobotrys staudtii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70671	2016	11	28	Moses LIBALAH					SN16939	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70672	2016	11	28	Moses LIBALAH					SN857	Desbordesia insignis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70673	2016	11	28	Moses LIBALAH					SN2569	Pausinystalia macroceras 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70674	2016	11	28	Moses LIBALAH					SN3973	Coelocaryon preussii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70675	2016	11	28	Moses LIBALAH					SN3071	Anthonotha macrophylla 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70676	2016	11	28	Moses LIBALAH					SN11251	Strombosia pustulata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70677	2016	11	28	Moses LIBALAH					SN2569	Petersianthus macrocarpus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70678	2016	11	28	Moses LIBALAH					SN2569	Centroplacus glaucinus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70679	2016	11	28	Moses LIBALAH					SN3071	Lecaniodiscus cupanioides 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70680	2016	11	28	Moses LIBALAH					SN2520	Desbordesia insignis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70681	2016	11	28	Moses LIBALAH					SN11977	Duboscia macrocarpa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70682	2016	11	28	Moses LIBALAH					SN13565	Strombosia pustulata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70683	2016	11	28	Moses LIBALAH					SN2520	Anonidium mannii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70684	2016	11	28	Moses LIBALAH					SN11974	Pancovia laurentii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70685	2016	11	28	Moses LIBALAH					SN6825	Panda oleosa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70686	2016	11	28	Moses LIBALAH					SN10391	Annickia affinis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70687	2016	11	28	Moses LIBALAH					SN11974	Cleistopholis patens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70688	2016	11	28	Moses LIBALAH					SN16596	Petersianthus macrocarpus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70689	2016	11	28	Moses LIBALAH					SN16596	Heisteria parvifolia 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70690	2016	11	28	Moses LIBALAH					SN10391	Celtis zenkeri 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70691	2016	11	28	Moses LIBALAH					SN10391	Cola lateritia 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70692	2016	11	28	Moses LIBALAH					SN13565	Staudtia kamerunensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70693	2016	11	28	Moses LIBALAH					SN18525	Ouratea sp 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70694	2016	11	28	Moses LIBALAH					SN6825	Baillonella toxisperma 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70695	2016	11	28	Moses LIBALAH					SN3071	Pentaclethra macrophylla 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70696	2016	11	28	Moses LIBALAH					SN2520	Dialium bipindense 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70697	2016	11	28	Moses LIBALAH					SN2729	Celtis tessmannii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70698	2016	11	28	Moses LIBALAH					SN18497	Pterocarpus soyauxii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70699	2016	11	28	Moses LIBALAH					SN9063	Pausinystalia macroceras 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70700	2016	11	28	Moses LIBALAH					SN9006	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70701	2016	11	28	Moses LIBALAH					SN17205	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70702	2016	11	28	Moses LIBALAH					SN1532	Lovoa trichilioides 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70703	2016	11	28	Moses LIBALAH					SN1532	Heisteria parvifolia 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70704	2016	11	28	Moses LIBALAH					SN12269	Annickia affinis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70705	2016	11	28	Moses LIBALAH					SN9146	Pausinystalia macroceras 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70706	2016	11	28	Moses LIBALAH					SN12269	Desbordesia insignis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70707	2016	11	28	Moses LIBALAH					SN12787	Leplaea cedrata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70708	2016	11	28	Moses LIBALAH					SN11977	Leplaea thompsonii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70709	2016	11	28	Moses LIBALAH					SN857	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70710	2016	11	28	Moses LIBALAH					SN11977	Strombosiopsis tetrandra 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70711	2016	11	28	Moses LIBALAH					SN4661	Dialium bipindense 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70712	2016	11	28	Moses LIBALAH					SN13565	Chrysophyllum lacourtianum 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70713	2016	11	28	Moses LIBALAH					SN888	Celtis mildbraedii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70714	2016	11	28	Moses LIBALAH					SN13565	Strombosia pustulata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70715	2016	11	28	Moses LIBALAH					SN3046	Staudtia kamerunensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70716	2016	11	28	Moses LIBALAH					SN13565	Panda oleosa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70717	2016	11	28	Moses LIBALAH					SN4442	Centroplacus glaucinus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70718	2016	11	28	Moses LIBALAH					SN4442	Sorindeia grandifolia 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70719	2016	11	28	Moses LIBALAH					SN2569	Strombosia pustulata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70720	2016	11	28	Moses LIBALAH					SN18497	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70721	2016	11	28	Moses LIBALAH					SN11974	Trichilia prieuriana 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70722	2016	11	28	Moses LIBALAH					SN4442	Pterocarpus soyauxii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70723	2016	11	28	Moses LIBALAH					SN11977	Coelocaryon preussii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70724	2016	11	28	Moses LIBALAH					SN9225	Petersianthus macrocarpus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70725	2016	11	28	Moses LIBALAH					SN10447	Celtis mildbraedii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70726	2016	11	28	Moses LIBALAH					SN396	Pterocarpus soyauxii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70727	2016	11	28	Moses LIBALAH					SN9225	Staudtia kamerunensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70728	2016	11	28	Moses LIBALAH					SN11974	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70729	2016	11	28	Moses LIBALAH					SN3046	Funtumia elastica 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70730	2016	11	28	Moses LIBALAH					SN396	Duguetia staudtii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70731	2016	11	28	Moses LIBALAH					SN18525	Anonidium mannii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70732	2016	11	28	Moses LIBALAH					SN11974	Centroplacus glaucinus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70733	2016	11	28	Moses LIBALAH					SN779	Dialium bipindense 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70734	2016	11	28	Moses LIBALAH					SN779	Cola lateritia 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70735	2016	11	28	Moses LIBALAH					SN779	Santiria trimera 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70736	2016	11	28	Moses LIBALAH					SN6370	Centroplacus glaucinus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70737	2016	11	28	Moses LIBALAH					SN13647	Centroplacus glaucinus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70738	2016	11	28	Moses LIBALAH					SN10942	Cola lateritia 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70739	2016	11	28	Moses LIBALAH					SN9302	Celtis adolfi-friderici 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70740	2016	11	28	Moses LIBALAH					SN2520	Strombosiopsis tetrandra 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70741	2016	11	28	Moses LIBALAH					SN12787	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70742	2016	11	28	Moses LIBALAH					SN9146	Celtis adolfi-friderici 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70743	2016	11	28	Moses LIBALAH					SN779	Strombosia pustulata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70744	2016	11	28	Moses LIBALAH					SN857	Keayodendron bridelioides 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70745	2016	11	28	Moses LIBALAH					SN9146	Desbordesia insignis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70746	2016	11	28	Moses LIBALAH					SN9302	Pterocarpus soyauxii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70747	2016	11	28	Moses LIBALAH					SN13647	Strombosia pustulata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70748	2016	11	28	Moses LIBALAH					SN12787	Chrysophyllum boukokoënse 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70749	2016	11	28	Moses LIBALAH					SN2540	Desbordesia insignis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70750	2016	11	28	Moses LIBALAH					SN16596	Chrysophyllum boukokoënse 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70751	2016	11	28	Moses LIBALAH					SN10391	Pterocarpus soyauxii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70752	2016	11	28	Moses LIBALAH					SN16596	Pterocarpus soyauxii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70753	2016	11	28	Moses LIBALAH					SN2540	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70754	2016	11	28	Moses LIBALAH					SN10391	Leplaea thompsonii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70755	2016	11	28	Moses LIBALAH					SN3046	Keayodendron bridelioides 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70756	2016	11	28	Moses LIBALAH					SN13647	Desbordesia insignis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70757	2016	11	28	Moses LIBALAH					SN18497	Cola lateritia 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70758	2016	11	28	Moses LIBALAH					SN12787	Celtis adolfi-friderici 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70759	2016	11	28	Moses LIBALAH					SN2540	Chrysophyllum lacourtianum 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70760	2016	11	28	Moses LIBALAH					SN18525	Annickia affinis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70761	2016	11	28	Moses LIBALAH					SN12787	Parinari excelsa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70762	2016	11	28	Moses LIBALAH					SN12787	Panda oleosa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70763	2016	11	28	Moses LIBALAH					SN12769	Streblus usambarensis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70764	2016	11	28	Moses LIBALAH					SN2520	Blighia welwitschii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70765	2016	11	28	Moses LIBALAH					SN9302	Blighia welwitschii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70766	2016	11	28	Moses LIBALAH					SN13565	Tabernaemontana crassa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70767	2016	11	28	Moses LIBALAH					SN13647	Pausinystalia macrocaceras 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70768	2016	11	28	Moses LIBALAH					SN11974	Tabernaemontana crassa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70769	2016	11	28	Moses LIBALAH					SN2520	Trichilia welwitschii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70770	2016	11	28	Moses LIBALAH					SN11974	Strombosiopsis tetrandra 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70771	2016	11	28	Moses LIBALAH					SN9146	Anonidium mannii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70772	2016	11	28	Moses LIBALAH					SN857	Strombosiopsis tetrandra 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70773	2016	11	28	Moses LIBALAH					SN12787	Entandrophragma cylindricum 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70774	2016	11	28	Moses LIBALAH					SN10391	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70775	2016	11	28	Moses LIBALAH					SN2520	Anthonotha macrophylla 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70776	2016	11	28	Moses LIBALAH					SN12787	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70777	2016	11	28	Moses LIBALAH					SN12536	Coelocaryon preussii 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70778	2016	11	28	Moses LIBALAH					SN3046	Greenwayodendron suaveolens 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70779	2016	11	28	Moses LIBALAH					SN3046	Duboscia macrocarpa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70780	2016	11	28	Moses LIBALAH					SN10447	Desbordesia insignis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70781	2016	11	28	Moses LIBALAH					SN18525	Duboscia macrocarpa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70782	2016	11	28	Moses LIBALAH					SN13565	Centroplacus glaucinus 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70783	2016	11	28	Moses LIBALAH					SN13647	Annickia affinis 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70784	2016	11	28	Moses LIBALAH					SN3071	Strombosia pustulata 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw70785	2016	11	28	Moses LIBALAH					SN12769	Duboscia macrocarpa 																						Tree core	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
