UnitID	AcquisitionYear	AcquisitionMonth	AcquisitionDay	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update																					
Tw72062	2017	2	1	Bakker, Henk en Hurkmans, Willem			2842			Kingiodendron  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72063	2017	2	1	Bakker, Henk en Hurkmans, Willem			2850			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72064	2017	2	1	Bakker, Henk en Hurkmans, Willem			2904			Artocarpus communis 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72065	2017	2	1	Bakker, Henk en Hurkmans, Willem			2905			Pentaspadon motleyi 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72066	2017	2	1	Bakker, Henk en Hurkmans, Willem			2906			Chisocheton ceramicus? 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72067	2017	2	1	Bakker, Henk en Hurkmans, Willem			2907			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72068	2017	2	1	Bakker, Henk en Hurkmans, Willem			2908			Syndyophyllum excelsum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72069	2017	2	1	Bakker, Henk en Hurkmans, Willem			2909			Macaranga mappa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72070	2017	2	1	Bakker, Henk en Hurkmans, Willem			2910			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72071	2017	2	1	Bakker, Henk en Hurkmans, Willem			2911			Semecarpus papuanus 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72072	2017	2	1	Bakker, Henk en Hurkmans, Willem			2912			Glochidion  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72073	2017	2	1	Bakker, Henk en Hurkmans, Willem			2913			Harpullia cupanioides 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72074	2017	2	1	Bakker, Henk en Hurkmans, Willem			2914			Anisoptera polyandra 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72075	2017	2	1	Bakker, Henk en Hurkmans, Willem			2916			Intsia palembanica 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72076	2017	2	1	Bakker, Henk en Hurkmans, Willem			2919			Microcos  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72077	2017	2	1	Bakker, Henk en Hurkmans, Willem			2920			Sterculia parkensonii 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72078	2017	2	1	Bakker, Henk en Hurkmans, Willem			2921			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72079	2017	2	1	Bakker, Henk en Hurkmans, Willem			2922			Alangium javanicum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72080	2017	2	1	Bakker, Henk en Hurkmans, Willem			2923			Parartocarpus venenosus 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72081	2017	2	1	Bakker, Henk en Hurkmans, Willem			2924			Drypetes  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72082	2017	2	1	Bakker, Henk en Hurkmans, Willem			2925			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72083	2017	2	1	Bakker, Henk en Hurkmans, Willem			2928			Litsea glutinosa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72084	2017	2	1	Bakker, Henk en Hurkmans, Willem			2929			Ficus edelfeltii 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72085	2017	2	1	Bakker, Henk en Hurkmans, Willem			2930			Octomeles sumatrana 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72086	2017	2	1	Bakker, Henk en Hurkmans, Willem			2931			Chisocheton morobeanus 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72087	2017	2	1	Bakker, Henk en Hurkmans, Willem			2932			Pentaspadon motleyi 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72088	2017	2	1	Bakker, Henk en Hurkmans, Willem			2933			Sloanea pullei 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72089	2017	2	1	Bakker, Henk en Hurkmans, Willem			2934			Celtis tatifolia 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72090	2017	2	1	Bakker, Henk en Hurkmans, Willem			2936			Galearia  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72091	2017	2	1	Bakker, Henk en Hurkmans, Willem			2937			Pimelodendron papuanum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72092	2017	2	1	Bakker, Henk en Hurkmans, Willem			2938			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72093	2017	2	1	Bakker, Henk en Hurkmans, Willem			2939			Dysoxylum whiteanum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72094	2017	2	1	Bakker, Henk en Hurkmans, Willem			2940			Diospyros lolin 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72095	2017	2	1	Bakker, Henk en Hurkmans, Willem			2942			Hernandia ovigera 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72096	2017	2	1	Bakker, Henk en Hurkmans, Willem			2943			Canarium acutifolium 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72097	2017	2	1	Bakker, Henk en Hurkmans, Willem			2945			Gastonia boridiana 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72098	2017	2	1	Bakker, Henk en Hurkmans, Willem			2946			Anthocephalus cadamba 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72099	2017	2	1	Bakker, Henk en Hurkmans, Willem			2947			Ochrosia  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72100	2017	2	1	Bakker, Henk en Hurkmans, Willem			2948			Horsfieldia sylvestris 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72101	2017	2	1	Bakker, Henk en Hurkmans, Willem			2949			Dysoxylum whiteanum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72102	2017	2	1	Bakker, Henk en Hurkmans, Willem			2950			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72103	2017	2	1	Bakker, Henk en Hurkmans, Willem			2751			Kingiodendron alternifolium 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72104	2017	2	1	Bakker, Henk en Hurkmans, Willem			2952			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72105	2017	2	1	Bakker, Henk en Hurkmans, Willem			2953			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72106	2017	2	1	Bakker, Henk en Hurkmans, Willem			2954			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72107	2017	2	1	Bakker, Henk en Hurkmans, Willem			2955			Timonius  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72108	2017	2	1	Bakker, Henk en Hurkmans, Willem			2956			Ailanthus integrifolia 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72109	2017	2	1	Bakker, Henk en Hurkmans, Willem			2957			Terminalia eduloides 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72110	2017	2	1	Bakker, Henk en Hurkmans, Willem			2958			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72111	2017	2	1	Bakker, Henk en Hurkmans, Willem			2959			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72112	2017	2	1	Bakker, Henk en Hurkmans, Willem			2960			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72113	2017	2	1	Bakker, Henk en Hurkmans, Willem			2961			Memecylon  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72114	2017	2	1	Bakker, Henk en Hurkmans, Willem			2964			Buchanania arborescens 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72115	2017	2	1	Bakker, Henk en Hurkmans, Willem			2965			Sandoricum koetjape 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72116	2017	2	1	Bakker, Henk en Hurkmans, Willem			2967			Myristica fatua 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72117	2017	2	1	Bakker, Henk en Hurkmans, Willem			2968			Ficus erythrosperma 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72118	2017	2	1	Bakker, Henk en Hurkmans, Willem			2969			Pometia pinnata 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72119	2017	2	1	Bakker, Henk en Hurkmans, Willem			2970			Intsia palembanica 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72120	2017	2	1	Bakker, Henk en Hurkmans, Willem			2972			Neonauclea  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72121	2017	2	1	Bakker, Henk en Hurkmans, Willem			2973			Burckella magusum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72122	2017	2	1	Bakker, Henk en Hurkmans, Willem			2974			Terminalia papuana 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72123	2017	2	1	Bakker, Henk en Hurkmans, Willem			2977			Bruinsmia  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72124	2017	2	1	Bakker, Henk en Hurkmans, Willem			2978			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72125	2017	2	1	Bakker, Henk en Hurkmans, Willem			2979			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72126	2017	2	1	Bakker, Henk en Hurkmans, Willem			2983			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72127	2017	2	1	Bakker, Henk en Hurkmans, Willem			2984			Myristica globosa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72128	2017	2	1	Bakker, Henk en Hurkmans, Willem			2986			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72129	2017	2	1	Bakker, Henk en Hurkmans, Willem			2987			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72130	2017	2	1	Bakker, Henk en Hurkmans, Willem			2990			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72131	2017	2	1	Bakker, Henk en Hurkmans, Willem			2992			Buchanania macrocarpa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72132	2017	2	1	Bakker, Henk en Hurkmans, Willem			2993			Ficus melinocarpa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72133	2017	2	1	Bakker, Henk en Hurkmans, Willem			2994			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72134	2017	2	1	Bakker, Henk en Hurkmans, Willem			2996			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72135	2017	2	1	Bakker, Henk en Hurkmans, Willem			2997			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72136	2017	2	1	Bakker, Henk en Hurkmans, Willem			#N/A			#N/A																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72137	2017	2	1	Bakker, Henk en Hurkmans, Willem			3135			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72138	2017	2	1	Bakker, Henk en Hurkmans, Willem			3134			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72139	2017	2	1	Bakker, Henk en Hurkmans, Willem			3133			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72140	2017	2	1	Bakker, Henk en Hurkmans, Willem			3136			Palaquium amboinense  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72141	2017	2	1	Bakker, Henk en Hurkmans, Willem			3137			Deplanchea tetraphylla 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72142	2017	2	1	Bakker, Henk en Hurkmans, Willem			3138			Melaleuca leucadendron 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72143	2017	2	1	Bakker, Henk en Hurkmans, Willem			3141			Tristania ferruginea 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72144	2017	2	1	Bakker, Henk en Hurkmans, Willem			3143			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72145	2017	2	1	Bakker, Henk en Hurkmans, Willem			3144			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72146	2017	2	1	Bakker, Henk en Hurkmans, Willem			3146			Litsea firma 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72147	2017	2	1	Bakker, Henk en Hurkmans, Willem			3147			Podocarpus blumei 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72148	2017	2	1	Bakker, Henk en Hurkmans, Willem			3149			Eugenia  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72149	2017	2	1	Bakker, Henk en Hurkmans, Willem			3165			Vitex cofassus 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72150	2017	2	1	Bakker, Henk en Hurkmans, Willem			3166			Vitex quinata 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72151	2017	2	1	Bakker, Henk en Hurkmans, Willem			3168			Manilkara fasciculata 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72152	2017	2	1	Bakker, Henk en Hurkmans, Willem			3169			Manilkara fasciculata 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72153	2017	2	1	Bakker, Henk en Hurkmans, Willem			3170			Vatica papuana 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72154	2017	2	1	Bakker, Henk en Hurkmans, Willem			3180			Bruguiera parviflora 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72155	2017	2	1	Bakker, Henk en Hurkmans, Willem			3181			Rhizophora apiculata 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72156	2017	2	1	Bakker, Henk en Hurkmans, Willem			3182			Bruguiera gymnorrhiza 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72157	2017	2	1	Bakker, Henk en Hurkmans, Willem			3186			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72158	2017	2	1	Bakker, Henk en Hurkmans, Willem			3187			Terminalia microcarpa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72159	2017	2	1	Bakker, Henk en Hurkmans, Willem			3190			Canarium asperum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72160	2017	2	1	Bakker, Henk en Hurkmans, Willem			3191			Tetrameles nudiflora 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72161	2017	2	1	Bakker, Henk en Hurkmans, Willem			3192			Cordyline  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72162	2017	2	1	Bakker, Henk en Hurkmans, Willem			3193			Colona scabra 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72163	2017	2	1	Bakker, Henk en Hurkmans, Willem			3000			Buchanania arborescens 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72164	2017	2	1	Bakker, Henk en Hurkmans, Willem			3220			Terminalia microcarpa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72165	2017	2	1	Bakker, Henk en Hurkmans, Willem			3222			Evodia  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72166	2017	2	1	Bakker, Henk en Hurkmans, Willem			3223			Oreocallis brachycarpa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72167	2017	2	1	Bakker, Henk en Hurkmans, Willem			3225			Myristica holrungii 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72168	2017	2	1	Bakker, Henk en Hurkmans, Willem			3227			Campnosperma cariacca 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72169	2017	2	1	Bakker, Henk en Hurkmans, Willem			3228			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72170	2017	2	1	Bakker, Henk en Hurkmans, Willem			3229			Alstonia spathulata 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72171	2017	2	1	Bakker, Henk en Hurkmans, Willem			3230			Canarium maluense 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72172	2017	2	1	Bakker, Henk en Hurkmans, Willem			3231			Calophyllum  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72173	2017	2	1	Bakker, Henk en Hurkmans, Willem			3234			Horsfieldia pilifera 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72174	2017	2	1	Bakker, Henk en Hurkmans, Willem			3235			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72175	2017	2	1	Bakker, Henk en Hurkmans, Willem			3236			Dillenia papuana 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72176	2017	2	1	Bakker, Henk en Hurkmans, Willem			3243			Heritiera novoguineensis 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72177	2017	2	1	Bakker, Henk en Hurkmans, Willem			3244			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72178	2017	2	1	Bakker, Henk en Hurkmans, Willem			3245			Sterculia spec. 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72179	2017	2	1	Bakker, Henk en Hurkmans, Willem			3246			Inocarpus fagiferus 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72180	2017	2	1	Bakker, Henk en Hurkmans, Willem			3247			Dolichandrone spathacea 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72181	2017	2	1	Bakker, Henk en Hurkmans, Willem			3250			Gluta spec. 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72182	2017	2	1	Bakker, Henk en Hurkmans, Willem			3324			Canarium oleosum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72183	2017	2	1	Bakker, Henk en Hurkmans, Willem			3332			Buchanania  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72184	2017	2	1	Bakker, Henk en Hurkmans, Willem			3345			Spondias dulcis 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72185	2017	2	1	Bakker, Henk en Hurkmans, Willem			3432			Putranjiva roxburghii 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72186	2017	2	1	Bakker, Henk en Hurkmans, Willem			3433			Xylopia papuana 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72187	2017	2	1	Bakker, Henk en Hurkmans, Willem			3434			Dracontomelum edule 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72188	2017	2	1	Bakker, Henk en Hurkmans, Willem			3435			Intsia bijuga 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72189	2017	2	1	Bakker, Henk en Hurkmans, Willem			3444			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72190	2017	2	1	Bakker, Henk en Hurkmans, Willem			3445			Dysoxylum  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72191	2017	2	1	Bakker, Henk en Hurkmans, Willem			3446			Litsea  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72192	2017	2	1	Bakker, Henk en Hurkmans, Willem			3447			Pimeleodendron amboinicum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72193	2017	2	1	Bakker, Henk en Hurkmans, Willem			3453			Canarium lamii 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72194	2017	2	1	Bakker, Henk en Hurkmans, Willem			3456			spondias dulcis 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72195	2017	2	1	Bakker, Henk en Hurkmans, Willem			3457			maniltoa  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72196	2017	2	1	Bakker, Henk en Hurkmans, Willem			3459			Cananga odorata 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72197	2017	2	1	Bakker, Henk en Hurkmans, Willem			3460			Terminalia  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72198	2017	2	1	Bakker, Henk en Hurkmans, Willem			3462			Canarium lamii 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72199	2017	2	1	Bakker, Henk en Hurkmans, Willem			3463			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72200	2017	2	1	Bakker, Henk en Hurkmans, Willem			3473			Mastixiodendron pachyclados 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72201	2017	2	1	Bakker, Henk en Hurkmans, Willem			3475			Endospermum medullosum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72202	2017	2	1	Bakker, Henk en Hurkmans, Willem			3476			Pimeleodendron amboinicum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72203	2017	2	1	Bakker, Henk en Hurkmans, Willem			3539			Dysoxylum gaudichaudianum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72204	2017	2	1	Bakker, Henk en Hurkmans, Willem			3543			Ochrosia glomerata 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72205	2017	2	1	Bakker, Henk en Hurkmans, Willem			3556			Garcinia  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72206	2017	2	1	Bakker, Henk en Hurkmans, Willem			3566			Flindersia heterophylla 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72207	2017	2	1	Bakker, Henk en Hurkmans, Willem			3583			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72208	2017	2	1	Bakker, Henk en Hurkmans, Willem			3587			Hibiscus tiliaceus 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72209	2017	2	1	Bakker, Henk en Hurkmans, Willem			3659			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72210	2017	2	1	Bakker, Henk en Hurkmans, Willem			3734			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72211	2017	2	1	Bakker, Henk en Hurkmans, Willem			3761			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72212	2017	2	1	Bakker, Henk en Hurkmans, Willem			3766			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72213	2017	2	1	Bakker, Henk en Hurkmans, Willem			3790			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72214	2017	2	1	Bakker, Henk en Hurkmans, Willem			3800			Planchonia papuana 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72215	2017	2	1	Bakker, Henk en Hurkmans, Willem			3801			Pimeleodendron amboinicum 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72216	2017	2	1	Bakker, Henk en Hurkmans, Willem			3806			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72217	2017	2	1	Bakker, Henk en Hurkmans, Willem			3807			Adenanthera microsperma 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72218	2017	2	1	Bakker, Henk en Hurkmans, Willem			3808			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72219	2017	2	1	Bakker, Henk en Hurkmans, Willem			3810			Myristica fatua 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72220	2017	2	1	Bakker, Henk en Hurkmans, Willem			3811			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72221	2017	2	1	Bakker, Henk en Hurkmans, Willem			3813			Trichadenia philippinensis 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72222	2017	2	1	Bakker, Henk en Hurkmans, Willem			3814			Aglaia  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72223	2017	2	1	Bakker, Henk en Hurkmans, Willem			3815			Tristiropsis canarioides 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72224	2017	2	1	Bakker, Henk en Hurkmans, Willem			3816			Sloanea myriandra 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72225	2017	2	1	Bakker, Henk en Hurkmans, Willem			3817			Tristiropsis canarioides 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72226	2017	2	1	Bakker, Henk en Hurkmans, Willem			3818			Myristica globosa 																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
Tw72227	2017	2	1	Bakker, Henk en Hurkmans, Willem			3819			  																						Wood block	CAPA	spare collection (basement)	spare collection (basement)	11/01/2017																					
