kingdom	phylum	class	order	family	genus	species	sub_species	FullScientificName
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Marsupialia Illiger, 1811	Herpetotheriidae 	Peratherium 	constans 	 	Peratherium constans
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	? Adapisoriculidae 	Wyonycteris 	richardi 	 	Wyonycteris richardi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	? Adapisoriculidae 	Wyonycteris 	richardi 	 	Wyonycteris richardi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Euarchonta Waddell, Okada & Hasegawa, 1999	Adapisoriculidae 	Adapisoriculus 	minimus 	 	Adapisoriculus minimus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Euarchonta Waddell, Okada & Hasegawa, 1999	Adapisoriculidae 	Adapisoriculus 	minimus 	 	Adapisoriculus minimus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Insectivora Cuvier, 1817	 	 	 	 	Insectivora Cuvier, 1817
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Insectivora Cuvier, 1817	 	 	 	 	Insectivora Cuvier, 1817
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Insectivora Cuvier, 1817	 	 	 	 	Insectivora Cuvier, 1817
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Insectivora Cuvier, 1817	 	 	 	 	Insectivora Cuvier, 1817
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Procreodi Matthew, 1915	Arctocyonidae 	Chriacus 	 	 	Chriacus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Primates Linnaeus, 1758	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Primates Linnaeus, 1758	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Primates Linnaeus, 1758	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Primates Linnaeus, 1758	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Primates Linnaeus, 1758	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Primates Linnaeus, 1758	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Primates Linnaeus, 1758	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Erinaceomorpha Gregory, 1910	Amphilemuridae 	Macrocranion 	vandebroeki 	 	Macrocranion vandebroeki
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Procreodi Matthew, 1915	Arctocyonidae 	Landenodon 	woutersi 	 	Landenodon woutersi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	Oxyclenidae 	 	 	 	Oxyclenidae
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Procreodi Matthew, 1915	Arctocyonidae 	Landenodon 	woutersi 	 	Landenodon woutersi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Procreodi Matthew, 1915	Arctocyonidae 	Landenodon 	woutersi 	 	Landenodon woutersi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	Oxyclenidae 	 	 	 	Oxyclenidae
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Creodonta Cope, 1875	Hyaenodontidae 	Prototomus 	minimus 	 	Prototomus minimus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	Miacis 	latouri 	 	Miacis latouri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	 	 	 	Miacidae
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	Oxyclenidae 	 	 	 	Oxyclenidae
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Creodonta Cope, 1875	Hyaenodontidae 	Prototomus 	minimus 	 	Prototomus minimus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Creodonta Cope, 1875	Creodonta 	 	 	 	Creodonta
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	 	 	 	Miacidae
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Creodonta Cope, 1875	Creodonta 	 	 	 	Creodonta
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	Oxyclenidae 	 	 	 	Oxyclenidae
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Phenacodontidae 	Phenacodus 	europeus 	 	Phenacodus europeus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Phenacodontidae 	Phenacodus 	europeus 	 	Phenacodus europeus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Phenacodontidae 	Phenacodus 	europeus 	 	Phenacodus europeus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Phenacodontidae 	Phenacodus 	europeus 	 	Phenacodus europeus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	 	 	Paramys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Acritoparamys 	 	 	Acritoparamys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	anacingularis 	 	Paramys anacingularis
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Acritoparamys 	 	 	Acritoparamys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	taurus 	 	Paramys taurus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Acritoparamys 	atwateri 	 	Acritoparamys atwateri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	 	 	Paramys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	 	 	Paramys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	 	 	Paramys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Acritoparamys 	 	 	Acritoparamys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Acritoparamys 	atwateri 	 	Acritoparamys atwateri
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	nanus 	 	Paramys nanus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	nanus 	 	Paramys nanus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Macroscelidea Butler, 1956	Microhyidae 	Microhyus 	musculus 	 	Microhyus musculus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	 	 	 	 	Mammalia Linnaeus, 1758
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	 	 	 	 	Mammalia Linnaeus, 1758
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	 	 	 	 	Mammalia Linnaeus, 1758
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	 	 	Paramys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Lipotyphla Haeckel, 1866	Adapisoricidae 	Adapisorex 	 	 	Adapisorex
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Rodentia Bowdich, 1821	Ischyromyidae 	Paramys 	 	 	Paramys
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	 	 	 	 	Mammalia Linnaeus, 1758
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	 	 	 	 	Mammalia Linnaeus, 1758
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	 	 	 	 	Mammalia Linnaeus, 1758
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	 	 	 	 	 	Mammalia Linnaeus, 1758
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Creodonta Cope, 1875	Creodonta 	 	 	 	Creodonta
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Primates Linnaeus, 1758	Plesiadapidae 	Platychoerops 	georgei 	 	Platychoerops georgei
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Condylarthra Cope, 1881	Phenacodontidae 	Phenacodus 	teilhardi 	 	Phenacodus teilhardi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Perissodactyla Owen, 1848	Equidae 	Sifrhippus 	sandrae 	 	Sifrhippus sandrae
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Proboscidea Illiger, 1811	Elephantidae 	Mammuthus 	primigenius 	 	Mammuthus primigenius
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Pantodonta Cope, 1873	Coryphodontidae 	Coryphodon 	eocaenus 	 	Coryphodon eocaenus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Pantodonta Cope, 1873	Coryphodontidae 	Coryphodon 	eocaenus 	 	Coryphodon eocaenus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Pantodonta Cope, 1873	Coryphodontidae 	Coryphodon 	eocaenus 	 	Coryphodon eocaenus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Pantodonta Cope, 1873	Coryphodontidae 	Coryphodon 	eocaenus 	 	Coryphodon eocaenus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Trichechidae 	Miosiren 	kocki 	 	Miosiren kocki
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	 	Crassitherium 	robustum 	 	Crassitherium robustum
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Odobenus 	rosmarus 	 	Odobenus rosmarus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Odobenus 	rosmarus 	 	Odobenus rosmarus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Proboscidea Illiger, 1811	Elephantidae 	Mammuthus 	primigenius 	 	Mammuthus primigenius
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Perissodactyla Owen, 1848	Equidae 	Cymbalophus 	cuniculus 	 	Cymbalophus cuniculus
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Alachtherium 	cretsii 	 	Alachtherium cretsii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Sirenia Illiger, 1811	Trichechidae 	Trichechus 	antverpiensis 	 	Trichechus antverpiensis
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Alachtherium 	cretsii 	 	Alachtherium cretsii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Odobenidae 	Alachtherium 	cretsii 	 	Alachtherium cretsii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Cetartiodactyla 	Pontoporiidae 	Protophocaena 	minima 	 	Protophocaena minima
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Mesotaria 	ambigua 	 	Mesotaria ambigua
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Mesotaria 	ambigua 	 	Mesotaria ambigua
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Mesotaria 	ambigua 	 	Mesotaria ambigua
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Mesotaria 	ambigua 	 	Mesotaria ambigua
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Mesotaria 	ambigua 	 	Mesotaria ambigua
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Mesotaria 	ambigua 	 	Mesotaria ambigua
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Mesotaria 	ambigua 	 	Mesotaria ambigua
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Mesotaria 	ambigua 	 	Mesotaria ambigua
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Perissodactyla Owen, 1848	Palaeotheriidae 	Lophiotherium 	cervulum 	 	Lophiotherium cervulum
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Perissodactyla Owen, 1848	Palaeotheriidae 	Lophiotherium 	pygmaeum 	 	Lophiotherium pygmaeum
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Palaeophoca 	nystii 	 	Palaeophoca nystii
Animalia	 Chordata Haeckel, 1874	Mammalia Linnaeus, 1758	Carnivora Bowdich, 1821	Phocidae 	Palaeophoca 	nystii 	 	Palaeophoca nystii
