Taxon_Notes	IdentifiedBy	IdentificationDay	IdentificationMonth	IdentificationYear	TypeStatus	Identification_Notes	ParasiteSpecies	ParasiteIdentifier	HostSpecies	HostIdentifier	UnitID	additionalID	collection_imported	accessionNumber	label_created_by	media_files	Notes	acquisitionType 	acquiredFrom	acquisitionDay	acquisitionMonth	acquisitionYear	Acquisition_Notes	sex	lifeStage	maleCount	femaleCount	juvenileCount	totalNumber	notes_Counts	sampling_code	institution	building	floor	room	row	column	shelf	specimen_status	KindOfUnit 	ContainerName	ContainerType	ContainerStorage	SubcontainerName	SubcontainerType	SubcontainerStorage	StorageNotes	DNA_Tag	DNA_box	DNA_tube	DNA_HPos	DNA_VPos	DNA_Notes	FullScientificName	secondary	collectedBy	samplingMethod	expedition_project	collectionStartDay	collectionStartMonth	collectionStartYear	collectionStartTimeH	collectionStartTimeM	collectionEndDay	collectionEndMonth	collectionEndYear	collectionEndTimeH	collectionEndTimeM	geologicalEpoch
					Cotype						IRSNB M 0889			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								2nd thoracic vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0890			17172																	IRSNB M 0890	Royal Belgian Institute of Natural Sciences								11th thoracic vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0891			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								13th thoracic vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0892			17172																	IRSNB M 0892	Royal Belgian Institute of Natural Sciences								3rd lumbar vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0893			17172																	IRSNB M 0742	Royal Belgian Institute of Natural Sciences								4th lumbar vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0894			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								8th lumbar vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0895			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								2nd caudal vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0896			17172																	IRSNB M 0742	Royal Belgian Institute of Natural Sciences								8th caudal vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0897			17172																	IRSNB M 0897	Royal Belgian Institute of Natural Sciences								11th caudal vertebra														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0898a-b			17172																	IRSNB M 0903a-b	Royal Belgian Institute of Natural Sciences								"a: 14th caudal vertebra, b: 16th caudal vertebra"														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0899			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								4th left rib														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0900			17172																	IRSNB M 0900	Royal Belgian Institute of Natural Sciences								13th left rib														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0901			17172																	IRSNB M 0187	Royal Belgian Institute of Natural Sciences								right scapula														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0902			17172																	IRSNB M 0742	Royal Belgian Institute of Natural Sciences								right scapula														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0903a-b			17172																	IRSNB M 0903a-b	Royal Belgian Institute of Natural Sciences								"a: fragment of left radius, b: restored left humerus"														Balaena primigenia	part-A														Scaldisian
					Cotype						IRSNB M 0904a-b			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								"a: left radius, b: left ulna"														Balaena primigenia	part-A														Scaldisian
					Figured specimen						IRSNB M 0905			8864																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								RM3/														Landenodon luciani	part-A														Continental Landenian
					Figured specimen						IRSNB M 0906			8864																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								LM3/														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0907			8864																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								RM3/														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0908			8818																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								inferior molar														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0909			8818																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								RM/3														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0910			8818																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								RM/3														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0911			8818																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								RM/3														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0912			8818																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								RM/3														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0913			8818																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								inferior molar														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0914			8818																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								inferior molar														Oxyclenidae	part-A														Continental Landenian
					Figured specimen						IRSNB M 0915			8710																	IRSNB M 0915	Royal Belgian Institute of Natural Sciences								last upper left molar														Creodonta	part-A														Continental Landenian
					Figured specimen						IRSNB M 0916			8685																	IRSNB M 0003	Royal Belgian Institute of Natural Sciences								R M/3														Galecyon morloi	part-A														Continental Landenian
					Figured specimen						IRSNB M 0917			8685																	IRSNB M 0905	Royal Belgian Institute of Natural Sciences								right inferior molar														Creodonta	part-A														Continental Landenian
					Figured specimen						IRSNB M 0918			8685																	IRSNB M 0003	Royal Belgian Institute of Natural Sciences								L M/1														Dormaalocyon latouri	part-A														Continental Landenian
					Figured specimen						IRSNB M 0919			8685																	IRSNB M 0003	Royal Belgian Institute of Natural Sciences								R M/1														Prototomus minimus	part-A														Continental Landenian
					Figured specimen						IRSNB M 0920			17172																	IRSNB M 0920	Royal Belgian Institute of Natural Sciences								"a: skull, b: mandibule"														Castor fiber	part-A														Néolithique
					Figured specimen						IRSNB M 0921		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								1st upper left incisor (I1g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0922		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								1st upper left incisor (I1g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0923		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								1st upper right incisor (I1d.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0924		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd upper right incisor (I2d.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0925		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								1st upper right incisor (I1d.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0926		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd upper left incisor  (I2g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0927		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								1st upper right incisor (I1d.ext.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0928		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd upper right incisor (I1d.ext.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0929		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								3rd upper right incisor (I3d.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0930		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								3rd upper left incisor  (I3g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0931		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd incisor inferior left  (I2g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0932		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd right inferior incisor (I2d.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0933		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd right inferior incisor (I2d.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0934		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd left inferior incisor (I2g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0935		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd left inferior incisor  (I2g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0936		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								2nd left inferior incisor  (I2g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0937		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								3rd lower right incisor (I3d.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0938		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								3rd lower left incisor (I3g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0939		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								3rd lower left incisor (I3g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0940		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								3rd lower left incisor (I3g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0941		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								3rd lower left incisor (I3g.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0942		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								upper right canine														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0943		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								lower left canine														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0944		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								2nd upper left molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0945		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								2nd upper left molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0946		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								2nd upper right molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0947		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								2nd upper right molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0948		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								2nd upper right molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0949		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								1st left inferior molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0950		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								2nd lower right molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0951		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								2nd lower right molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0952		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								3rd lower left molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0953		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								3rd lower right molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0954a-b		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								"a: skull, b: lower left jaw"														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0955		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								skull														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0956		Dupont	17172			Collection Dupont														IRSNB M 0956	Royal Belgian Institute of Natural Sciences								skull fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0957		Dupont	17172			Collection Dupont														IRSNB M 0956	Royal Belgian Institute of Natural Sciences								right lower maxillary fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0958		Dupont	17172			Collection Dupont														IRSNB M 0956	Royal Belgian Institute of Natural Sciences								fragment gnawed bone														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0959		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								left inferior maxillary fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0960		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								1st upper left molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0961		Dupont	17172			Collection Dupont														IRSNB M 0961	Royal Belgian Institute of Natural Sciences								1st lower left molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0962		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								left lower jaw														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0963		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								anterior maxillary fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0964		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								maxilla lower right														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0965		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								maxilla lower right														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0966		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								left lower jaw abnormal (young)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0967		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								right radius														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0968		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								right phalanx														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0969		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								canine														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0970		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								canine														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0971		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								humerus fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0972		Dupont	17172			Collection Dupont														IRSNB M 0929	Royal Belgian Institute of Natural Sciences								humerus fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0973		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								humerus fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0974		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								right lower maxillary fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0975		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								right femur fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0976		Dupont	17172			Collection Dupont														IRSNB M 0973	Royal Belgian Institute of Natural Sciences								radius fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0977		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0978		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0979		Dupont	17172			Collection Dupont														IRSNB M 0945	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0980		Dupont	17172			Collection Dupont														IRSNB M 0956	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0981		Dupont	17172			Collection Dupont														IRSNB M 0961	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0982		Dupont	17172			Collection Dupont														IRSNB M 0961	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0983		Dupont	17172			Collection Dupont														IRSNB M 0961	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0984		Dupont	17172			Collection Dupont														IRSNB M 0961	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0985		Dupont	17172			Collection Dupont														IRSNB M 0956	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0986		Dupont	17172			Collection Dupont														IRSNB M 0961	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0987		Dupont	17172			Collection Dupont														IRSNB M 0961	Royal Belgian Institute of Natural Sciences								bone fragment														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0988		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0989		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0990		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0991		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0992		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0993		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0994		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0995		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0996		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0997		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0998		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 0999		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd lower right incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1000		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1001		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd lower incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1002		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								1st upper incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1003		Dupont	17172			Collection Dupont														IRSNB M 1003	Royal Belgian Institute of Natural Sciences								1st upper incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1004		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1005		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper right incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1006		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd lower right incisor (I3dext.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1007		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd lower right incisor (I3dext.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1008		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd lower right incisor (I3dext.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1009		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd upper right incisor (I³d sin.)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1010		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd upper incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1011		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1012		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd upper incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1013		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd upper incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1014		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								3rd upper incisor														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1015		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								4th upper premolar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1016		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								4th upper premolar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1017		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								4th upper premolar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1018		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								4th upper premolar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1019		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								4th upper premolar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1020		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								1st upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1021		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								1st upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1022		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								1st upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1023		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								1st upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1024		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1025		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper right molar (M²d)														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1026		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1027		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1028		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1029		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1030		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1031		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1032		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1033		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd molar dext.														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1034		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd molar sin.														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1035		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								2nd upper molar														Ursus spelaeus	part-A														Pleistocene
					Figured specimen						IRSNB M 1036		Dupont	17172			Collection Dupont														IRSNB M 0988	Royal Belgian Institute of Natural Sciences								4th lower premolar														Ursus spelaeus	part-A														Pleistocene
