sampling_code	continent	country	original_administrative_data	province	municipality	ocean	sea	exact_site	LatitudeDecimal	LongitudeDecimal	LatitudeDecimal_end	LongitudeDecimal_end	Coord_Origins	GTU_Webservice	Webservice_GTU_id	Webservice_URL	GPS_Weight	WKT	coordinates_accuracy	coordinates_original	sampling_elevation_start	sampling_elevation_end	sampling_elevation_accuracy	sampling_depth_start	sampling_depth_end	sampling_depth_accuracy	station_baseline_elevation	station_baseline_accuracy	iso3166	coordinates_format	latitude_1	longitude_1	latitude_2	longitude_2	collector	sampling_method	expedition	collecting_day_start	collecting_month_start	collecting_year_start	collecting_time_start	collecting_day_end	collecting_month_end	collecting_year_end	collecting_time_end	station_notes	Sampling_Hour	ecology_Water_temperature	ecology_PH	ecology_Salinity	ecology_TSS	ecology_Streamflow	ecology_mV	ecology_Conductivity	ecology_O2_Perc	ecology_O2_mg	ecology_air_pressure	ecology_Air_Temperature	ecology_Relative_Humidity	ecology	biogeo_realms_no_marine	biogeo_realms_marine	biome_terr	biome_freshwater	biome_marine	biotope
TEST_MERGEIRSNB M 1462	Europe	Belgium						Province de Luxembourg, Habay-la-Vieille°'																					BE																	"Bonebed HLV-2, Sables de Mortinsart-Formation"""""																				
TEST_MERGEIRSNB M 1476bis	Europe	Grand Duché du Luxembourg						Medenach°'																																						gisement du Rinckebierg																				
TEST_MERGEIRSNB M 1566	Europe	Belgium						Evere, Brussels°'																					BE																	Argile d'Aalbeke																				
TEST_MERGEIRSNB M 1581	Europe	Belgium						Province de Luxembourg, Attert°'																					BE																	A 6. 70 metres se distinguent I 0 em de sable fin vert-gris à galets: c'est le troisieme bone-bed. HLV 3																				
TEST_MERGEIRSNB M 1795	Europe	Belgium						Province du Brabant flamand, Hoegaarden°'																					BE																	Brussels Formation																				
TEST_MERGEIRSNB M 1796	Europe	Belgium						Hoegaarden, Vlaamse Brabant°'																					BE																	Brussels Formation																				
TEST_MERGEIRSNB M 1798	Europe	Belgium						"province de Luxembourg, Habay-la-Vieille. (Coordonnées : Longitude 5° 37' E. Latitude 49° 44' N)°49'44"""	E																				BE		49°44'N	5°37'E														A 6. 70 metres se distinguent I 0 em de sable fin vert-gris à galets: c'est le troisieme bone-bed. HLV 3																				
TEST_MERGEIRSNB M 1823	Europe	France						Varangéville°'																					FR																																					
TEST_MERGEIRSNB M 1831	Europe	France						Saint-Nicolas-de-Port°'																					FR																																					
TEST_MERGEIRSNB M 1837	Asia	China						Bayan Mandahu, Inner Mongolia, China°'																					CN																	Bayan Mandahu Formation = Djadokhta Formation ?																				
TEST_MERGEIRSNB M 1853	Europe	Belgium						Antwerp Province, uncertain locality in the region of Antwerp°'																					BE																	Antwerp Sand Member																				
TEST_MERGEIRSNB M 1854	Europe	Belgium						Antwerp Province, Kessel°'																					BE																	Antwerp Sand Member																				
TEST_MERGEIRSNB M 1855	Europe	Belgium						Antwerp Province, Kessel°'																					BE																	terrain Bolderien, Antwerp Sand Member																				
TEST_MERGEIRSNB M 1858	Europe	Belgium						Antwerp Province, Antwerpen°'																					BE																	Antwerpen Sands																				
TEST_MERGEIRSNB M 1874	Europe	Belgium						Antwerp Province, Antwerp area°'																					BE																																					
TEST_MERGEIRSNB M 1877	Europe	Belgium						Deurne, eastern suburbs of Antwerp°'																					BE																	Deurne Sands Member, Diest Formation																				
TEST_MERGEIRSNB M 1880	Europe	Belgium						Antwerp Province, Antwerp area°'																					BE																	"crag gris"""""																				
TEST_MERGEIRSNB M 1882	Europe	Belgium						"Antwerp Province, Antwerpen, ""bassins du port""°'"																					BE																	probably Deurne Sands																				
TEST_MERGEIRSNB M 1890	Europe	Belgium						Antwerpen area, Doel (near the Indaver factory)°'																					BE																	Neogene sands																				
TEST_MERGEIRSNB M 1891	Europe	Belgium						Antwerpen area, Doel°'																					BE																	Neogene sands																				
TEST_MERGEIRSNB M 2012a-h	Europe	Belgium						Antwerp Province, Antwerpen area°'																					BE																	Antwerpen sand																				
TEST_MERGEIRSNB M 1896	Europe	Belgium						Antwerp Province, Borgerhout°'																					BE																	Antwerpen sand																				
TEST_MERGEIRSNB M 1898	Europe	Belgium						Antwerp Province, Kessel°'																					BE																	Antwerpen sand																				
TEST_MERGEIRSNB M 1903	Europe	Belgium						Vlaams-Brabant Province, Hoogbutsel°'																					BE																	Borgloon Formation																				
TEST_MERGEIRSNB M 1905	Europe	Belgium						Vlaams-Brabant Province, Boutsersem TGV°'																					BE																	Borgloon Formation																				
TEST_MERGEIRSNB M 1922	Europe	Belgium						Antwerp Province, Eastern wall of Vrasene Dock, Kallo, western bank of Schelde River, (51°15'N-04°14'E)°'																					BE																	Kattendijk Formation, aboute 6 m above the basis																				
TEST_MERGEIRSNB M 1923	Europe	Belgium						Antwerp Province, sands dredged from the Scheldt estuary°'																					BE																																					
TEST_MERGEIRSNB M 1924	Europe	Belgium						Antwerp Province, sands removed from the Liefkenshoektunnel°'																					BE																																					
TEST_MERGEIRSNB M 1925	Europe	Belgium						Antwerp Province, no presice locality°'																					BE																																					
TEST_MERGEIRSNB M 1926	Europe	Belgium						Antwerp Province, sands dredged from Doeldok, Antwerp Port°'																					BE																																					
TEST_MERGEIRSNB M 1929	Europe	Belgium						Vlaams-Brabant Province, Boutersem (Hoogbutsel), site du TGV°'																					BE																	Membre de Boutersem																				
TEST_MERGEIRSNB M 1936	Europe	Belgium						Antwerp Province, Kessel, Fort of Kessel°'																					BE																	Berchem Formation, Antwerpen Sands																				
TEST_MERGEIRSNB M 1937	Europe	Belgium						Antwerp, 3ième section of the inner fortification ring around Antwerp°'																					BE																	Diest Formation, Deurne Sands Member																				
TEST_MERGEIRSNB M 1938a-b	Europe	Belgium						Namur Province, Trou des Nutons, Furfooz (1N)°'																					BE																	1er niveau ossifère																				
TEST_MERGEIRSNB M 1939	Europe	Belgium						Namur Province, Goyet, 3ième caverne°'																					BE																	4ième niveau ossifère, niveau B4																				
TEST_MERGEIRSNB M 1941	Europe	France						Mont de Berru, Marne°'																					FR																	Paris Basin																				
TEST_MERGEIRSNB M 1945	Europe	Belgium						Hainin, Mons Basin, Hainaut Province°'																					BE																	Hainin Formation																				
TEST_MERGEIRSNB M 2010	Europe	The Netherlands						"Western Scheedt estuary; in front of Nieuwvliet-Cadzand; Sluische Hompels, N51°26'40,30"" E3°25'02""°'"																																						dragned sands																				
TEST_MERGEIRSNB M 2011	Europe	Belgium						Antwerp Province, Berchem, Williostraat°'																					BE																	Berchem Formation, Antwerp Sands Member, Turritella eryma horizon																				
TEST_MERGEIRSNB M 2013	North America	United States of America						Meherrin River, Murfreesboro, Hertford County, NC, USA°'																					US																	?Eastover Formation																				
TEST_MERGEIRSNB M 2015	Europe	Belgium						Province d'Anvers, Antwerpen area°'																					BE																	Antwerp basin																				
TEST_MERGEIRSNB M 2017	Europe	Belgium						Maret, Brabant Wallon°'																					BE																	Orp Sand Member, Heers Formation																				
TEST_MERGEIRSNB M 2020	Europe	Belgium						Maret, Brabant Wallon°'																					BE																	Lincent Limestone Member, Hannut Formation																				
TEST_MERGEIRSNB M 2057	Europe	Belgium						Vlaams-Brabant Province, Hoogbutsel, localité type°'																					BE																	Borgloon Formation, Boutersem Member																				
TEST_MERGEIRSNB M 2058	Europe	Belgium						Vlaams-Brabant Province, Boutsersem TGV°'																					BE																																					
TEST_MERGEIRSNB M 2096	Europe	France						Berru, Bassin de Paris°'																					FR																																					
TEST_MERGEIRSNB M 2119	Europe	Belgium						Erquelinnes, Mons Basin, Hainaut°'																					BE																																					
TEST_MERGEIRSNB M 2143	Europe	Belgium						Erquelinnes, Mons Basin, Hainaut°'																					BE																	Tienen Formation																				
TEST_MERGEIRSNB M 2150	Europe	Belgium						Egem, West Flanders Province°'																					BE																	Tielt Formation, Egemkapel Member																				
TEST_MERGEIRSNB M 2169	Europe	Belgium						Antwerp Province, Antwerpen area°'																					BE																																					
TEST_MERGEIRSNB M 2171	Europe	Belgium						Antwerp Province, Antwerpen area, Beverentunnel°'																					BE																	Kattendijk Formation																				
TEST_MERGEIRSNB M 2232	Europe	Belgium						Anvers°'																					BE																																					
TEST_MERGEIRSNB M 2234	Europe	Belgium						Anvers, Posthofbrug°'																					BE																	Berchem Formation																				
TEST_MERGEIRSNB M 2235	North America	United States of America						Lee Creek Mine, Aurora, North Carolina°'																					US																	(?) Yorktown Formation																				
TEST_MERGEIRSNB M 2236	North America	United States of America						North Carolina, Lee Creek Mine°'																					US																	Formation Yorktown																				
TEST_MERGEIRSNB M 2238	Europe	Belgium						Namur Province, Walzin, Pont-à-Lesse, Trou Magrite°'																					BE																																					
TEST_MERGEIRSNB M 2268	Europe	Belgium						Anvers, Rumst or Steendorp.°'																					BE																	Pliocene basal gravel																				
TEST_MERGEIRSNB M 2269	Europe	Belgium						Anvers, Borgerhout°'																					BE																	Deurne Sands Member (Diest Formation)																				
TEST_MERGEIRSNB M 2271	Europe	Belgium						Anvers, Swenden brickyard, Rumst-Reet°'																					BE																	Pliocene basal gravel, Kattendijk Formation																				
TEST_MERGEIRSNB M 2272	Europe	Belgium						Anvers, Antwerp Airport°'																					BE																	unnamed 'Layer V' between the underlying Antwerpen Sands of the Berchem Formation and the overlying Deurne Sands of the Diest Formation																				
TEST_MERGEIRSNB M 2276 a-q	Europe	Belgium						Anvers, Berchem District°'																					BE																	North of the Zurenborgbrug and between the R10 road and E19 highway, Berchem District																				
TEST_MERGEIRSNB M 2277	Europe	Belgium						Anvers, Kessel°'																					BE																																					
TEST_MERGEIRSNB M 2281	Europe	Belgium						Namur Province, Hastière-Lavaux, Caverne Marie-Jeanne, 5th level°'																					BE																	A et B																				
TEST_MERGEIRSNB M 2283	Europe	Belgium						Namur Province, Hastière-Lavaux, Caverne Marie-Jeanne, 5th level°'																					BE																	sup. A																				
TEST_MERGEIRSNB M 2288	Europe	Belgium						Namur Province, Hastière-Lavaux, Caverne Marie-Jeanne, 5th level°'																					BE																	Couche de la voûte																				
TEST_MERGEIRSNB M 2289	Europe	Belgium						Namur Province, Hastière-Lavaux, Caverne Marie-Jeanne, 4N°'																					BE																	Couche de la voûte																				
TEST_MERGEIRSNB M 2290	Europe	Belgium						Namur Province, Hastière-Lavaux, Caverne Marie-Jeanne, 4N°'																					BE																	Terre Jaune en-dessous de la concrétion																				
TEST_MERGEIRSNB M 2292	Europe	Belgium						Namur Province, Hastière-Lavaux, Caverne Marie-Jeanne, 3rd level°'																					BE																																					
TEST_MERGEIRSNB M 2300	Europe	France						Cernay, Haut-Rhin°'																					FR																	Paris Basin																				
TEST_MERGEIRSNB M 2303	Europe	Belgium						East Flanders Province, Steendorp°'																					BE																	post-Miocene base gravel																				
TEST_MERGEIRSNB M 2308	Europe	Belgium						Antwerp Province, Anvers, bassin canal (Bassin Lefèvre)°'																					BE																	membres des Sables d'Oorderen ou Sables de Kruisschans, Formation Lillo																				
TEST_MERGEIRSNB M 2309	Europe	Belgium						aéroport de Deurne, Antwerp Province°'																					BE																	couche entre Antwerpen Sands Member et Deurne Sands Member																				
TEST_MERGEIRSNB M 2314	Asia	Yemen						Hoq Cave, Socotra Island°'																					YE																																					
TEST_MERGEIRSNB M 2315	Europe	Belgium						"Wommelgem (geographic co-ordinates: 51°12'27,75""N and 4°30'25,52""E), Province d'Anvers°'"																					BE																																					
TEST_MERGEIRSNB M 2316	Europe	Belgium						Province d'Anvers, port d'Anvers, Deurganckdoksluis (Kallosluis), Sables de Oorderen°'																					BE																																					
TEST_MERGEIRSNB M 2318	Europe	Belgium						Deurganckdok, Province d'Anvers°'																					BE																	Basal gravel of Kattendijk Sands																				
TEST_MERGEIRSNB M 2319	Europe	Belgium						Borsbeek (Airport tunnel), Province d'Anvers°'																					BE																	Reworked Lillo Formation																				
TEST_MERGEIRSNB M 2320	Europe	Belgium						Fortuinstraat, former fish market, Antwerp, Province d'Anvers°'																					BE																	Post Miocene basal gravel (‘derived Lillo formation’)																				
TEST_MERGEIRSNB M 2321	North America	United States of America						Lee Creek Mine, Aurora, North Carolina°'																					US																	Yorktown Formation, River deposit																				
TEST_MERGEIRSNB M 2323	Europe	Belgium						Province de Flandre Orientale, Sint-Niklaas, “De Ster”°'																					BE																	Post Oligocene basal gravel																				
TEST_MERGEIRSNB M 2325	Europe	Belgium						Province d'Anvers, Kieldrecht Lock (previously known as Deurganckdoksluis, Port of Antwerp area)°'																					BE																	Formation de Lillo																				
TEST_MERGEIRSNB M 2326	Europe	France						Pech de fraysse°'																					FR																																					
TEST_MERGEIRSNB M 2330	Europe	Belgium						Province de Flandre Orientale, Deurganck Dock, Doel°'																					BE																	Kattendijk Formation																				
TEST_MERGE
