UnitID	AcquisitionYear	AcquisitionMonth	AcquisitionDay	Original_aquisition_date	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update	xylotheek_ID	xylotheek_kast	xylotheek_legger	xylotheek_remarks	Locality_on_Google_Maps	Density															
Tw16110					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16111					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16112					Lebacq, Lucien			1112		SN9697	Pithecellobium mathewsii Benth.	synonym	Chloroleucon mangense	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		6380	25	1																		
Tw16113					Lebacq, Lucien			1113				indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16114					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16115					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16116					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16117					Lebacq, Lucien			1117				indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16118					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16119					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16120					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16121					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16122					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16123					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16124					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16125					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16126					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16127					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16128					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16129					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16130					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16131					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16132					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16133					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16134					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16135					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16136					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16137					Lebacq, Lucien			1137		SN2497	Cedrela 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16138					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16139					Lebacq, Lucien			1139		SN2497	Cedrela 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16140					Lebacq, Lucien			1140		SN2501	Cedrelinga cateniformis (Ducke) Ducke	accepted		South America	Peru	Huanuco																	Wood block	CAPA	spare collection (basement)	spare collection (basement)	20/09/2016																					
Tw16141					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16142					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16143					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16144					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16145					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16146					Lebacq, Lucien					SN1582	Bonnetia paniculata Spruce ex Benth.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16147					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16148					Lebacq, Lucien				1148			indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16149					Lebacq, Lucien			1149		SN2319	Cassia reticulata Willd.	synonym	Senna reticulata	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		5562	22	3																		
Tw16150					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16151					Lebacq, Lucien			1151		SN11933	Sterculia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16152					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16153					Lebacq, Lucien			1153		SN3192	Connarus patrisii (DC.) Planch.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		2520	10	6																		
Tw16154					Lebacq, Lucien			1154		SN961	Apuleia molaris Spruce ex Benth.	synonym	Apuleia leiocarpa	South America	Peru																			CAPA	spare collection (basement)																							
Tw16155					Lebacq, Lucien			1155		SN2497	Cedrela 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16156					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16157					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16158					Lebacq, Lucien			1158		SN7420	Lucuma 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16159					Lebacq, Lucien			1159		SN1121	Aspidosperma 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16160					Lebacq, Lucien			1160		SN10809	Rheedia floribunda (Miq.) Planch. & Triana	uncertain	Rheedia floribunda	South America	Peru																			CAPA	spare collection (basement)																							
Tw16161					Lebacq, Lucien			1161		SN2497	Cedrela 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16162					Lebacq, Lucien			1162		SN5289	Faramea glandulosa Poepp. & Endl.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16163					Lebacq, Lucien			1163		SN1609	Bothriospora corymbosa (Benth.) Hook. f.	uncertain	Bothriospora corymbosa	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		10162	38	2																		
Tw16164					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16165					Lebacq, Lucien			1165		SN7758	Maprounea guianensis Aubl.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16166					Lebacq, Lucien			1166		SN8677	Ocotea minutiflora O. Schmidt	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16167					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16168					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16169					Lebacq, Lucien			1169		SN8992	Palicourea 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16170					Lebacq, Lucien			1170		SN781	Aniba amazonica (Meisn.) Mez	synonym	Aniba puchury-minor	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		4830	20	2																		
Tw16171					Lebacq, Lucien			1171		SN2294	Cassia chrysocarpa Desv.	synonym	Senna chrysocarpa	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		5532	22	3																		
Tw16172					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16173					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16174					Lebacq, Lucien			1174		SN7634	Maieta poeppigii Mart. ex Cogn.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16175					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16176					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16177					Lebacq, Lucien					SN7840	Mauria 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16178					Lebacq, Lucien			1178		SN7360	Lonchocarpus 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16179					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16180					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16181					Lebacq, Lucien			1181				indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16182					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16183					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16184					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16185					Lebacq, Lucien			1185		SN1841	Byrsonima spicata (Cav.) DC.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16186					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16187					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16188					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16189					Lebacq, Lucien					SN1126	Aspidosperma vargasii A. DC.	synonym	Aspidosperma parvifolium	South America	Peru																			CAPA	spare collection (basement)																							
Tw16190					Lebacq, Lucien			1190		SN535	Albizia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16191					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16192					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16193					Lebacq, Lucien			1193		SN8059	Miconia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16194					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16195					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16196					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16197					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16198					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16199					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16200					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16201					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16202					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16203					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16204					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16205					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16206					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16207					Lebacq, Lucien			1207		SN12759	Trichilia maynasiana C. DC.	accepted		South America	Peru	Loreto																		CAPA	Xylarium ground floor	Xylarium ground floor		7831	30	1																		
Tw16208					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16209					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16210					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16211					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16212					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16213					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16214					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16215					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16216					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16217					Lebacq, Lucien			1217		SN7360	Lonchocarpus 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16218					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16219					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16220					Lebacq, Lucien					SN12106	Swietenia macrophylla King	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16221					Lebacq, Lucien			1221		SN10068	Pouteria 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16222					Lebacq, Lucien			1222		SN6065	Heisteria 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16223					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16224					Lebacq, Lucien			1224		SN15938	Hymenaea palustris Ducke	synonym	Hymenaea oblongifolia	South America	Peru																			CAPA	spare collection (basement)																							
Tw16225					Lebacq, Lucien			1225		SN12106	Swietenia macrophylla King	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16226					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16227					Lebacq, Lucien			1227		SN12094	Swartzia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16228					Lebacq, Lucien			1278		SN7342	Lonchocarpus confertiflorus Benth.	synonym	Derris confertiflora	South America	Peru																			CAPA	spare collection (basement)																							
Tw16229					Lebacq, Lucien					SN7141	Licania elata (Pilg.) Pilg. ex L. Williams	synonym	Licania brittoniana	South America	Peru																			CAPA	spare collection (basement)																							
Tw16230					Lebacq, Lucien					SN5651	Genipa americana L.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16231					Lebacq, Lucien			1231		SN3945	Derris nicou (Aubl.) J.F. Macbr.	synonym	Derris utilis	South America	Peru																			CAPA	spare collection (basement)																							
Tw16232					Lebacq, Lucien			1232		SN10263	Pseudolmedia multinervis Mildbr.	synonym	Pseudolmedia laevis	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		8379	31	6																		
Tw16233					Lebacq, Lucien					SN6214	Himatanthus sucuuba (Spruce ex Müll. Arg.) Woodson	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16234					Lebacq, Lucien			1234				indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16235					Lebacq, Lucien					SN12260	Tabebuia serratifolia (Vahl) G. Nicholson	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16236					Lebacq, Lucien			236		SN12539	Tetrorchidium 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16237					Lebacq, Lucien			1237		SN2745	Chrysophyllum 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16238					Lebacq, Lucien					SN9388	Phyllanthus grandifolius L.	uncertain	Phyllanthus grandifolius	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		3726	16	1																		
Tw16239					Lebacq, Lucien			1239		SN123	Acacia loretensis J.F. Macbr.	accepted		South America	Peru	Loreto																		CAPA	Xylarium ground floor	Xylarium ground floor		6057	23	7																		
Tw16240					Lebacq, Lucien				1240	SN11110	Sacoglottis 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16241					Lebacq, Lucien			1241		SN11933	Sterculia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16242					Lebacq, Lucien			1242		SN13780	Lucuma dolichophylla Standl. ex R.E. Schult.	synonym	Pouteria torta	South America	Peru																			CAPA	spare collection (basement)																							
Tw16243					Lebacq, Lucien			1243		SN9770	Plathymenia reticulata Benth.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		6397	25	1																		
Tw16244					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16245					Lebacq, Lucien			1245		SN8871	Osteophloeum platyspermum (Spruce ex A. DC.) Warb.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		8481	32	1																		
Tw16246					Lebacq, Lucien			1246		SN12557	Theobroma subincanum Mart.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		11875	45	6																		
Tw16247					Lebacq, Lucien			1247		SN7779	Mareya 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16248					Lebacq, Lucien					SN8810	Oreopanax floribundus (Kunth) Decne. & Planch.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		1030	4	6																		
Tw16249					Lebacq, Lucien			1249		SN2173	Cariniana domestica (Mart.) Miers	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		5278	21	4																		
Tw16250					Lebacq, Lucien			1250		SN10068	Pouteria 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16251					Lebacq, Lucien					SN1197	Avicennia germinans (L.) L.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16252					Lebacq, Lucien			1252		SN6166	Hevea 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16253					Lebacq, Lucien			1253		SN7226	Lindackeria maynensis Poepp.	synonym	Lindackeria paludosa	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		4197	17	5																		
Tw16254					Lebacq, Lucien				1254	SN1982	Calycophyllum 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16255					Lebacq, Lucien					SN12515	Tetragastris altissima (Aubl.) Swart	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16256					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16257					Lebacq, Lucien			1257		SN8847	Ormosia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16258					Lebacq, Lucien			360		SN9072	Parinari parilis J.F. Macbr.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		2133	8	6																		
Tw16259					Lebacq, Lucien			1259		SN5420	Ficus 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16260					Lebacq, Lucien			1260		SN5868	Guarea 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16261					Lebacq, Lucien			1261		SN7556	Macrolobium acaciifolium (Benth.) Benth.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		5833	23	2																		
Tw16262					Lebacq, Lucien			1262		SN4617	Endlicheria anomala (Nees) Mez	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		4978	20	5																		
Tw16263					Lebacq, Lucien			1263		SN5361	Ficus glabrata Kunth	synonym	Ficus insipida	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		8195	31	2																		
Tw16264					Lebacq, Lucien					SN5653	Genipa 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16265					Lebacq, Lucien					SN12773	Trichilia riedelii C. DC.	synonym	Trichilia pallida	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		7856	30	1																		
Tw16266					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16267					Lebacq, Lucien			1267		SN4459	Duguetia vallicola J.F. Macbr.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		429	2	3																		
Tw16268					Lebacq, Lucien					SN12266	Tabernaemontana benthamiana Müll. Arg.	synonym	Tabernaemontana linkii	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		873	4	2																		
Tw16269					Lebacq, Lucien				1269	SN4774	Erythrina glauca Willd.	synonym	Erythrina fusca	South America	Peru																			CAPA	spare collection (basement)																							
Tw16270					Lebacq, Lucien			1270		SN3556	Croton palanostigma Klotzsch	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		3489	15	1																		
Tw16271					Lebacq, Lucien			1271		SN3634	Cupania cinerea Poepp. & Endl. 	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16272					Lebacq, Lucien			1272		SN5420	Ficus 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16273					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16274					Lebacq, Lucien					SN12262	Tabebuia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16275					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16276					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16277					Lebacq, Lucien				1277	SN11903	Sterculia apetala (Jacq.) H. Karst.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16278					Lebacq, Lucien					SN12476	Terminalia tarapotensis Van Heurck & Müll. Arg.	synonym	Terminalia oblonga	South America	Peru																			CAPA	spare collection (basement)																							
Tw16279					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16280					Lebacq, Lucien			1280		SN2319	Cassia reticulata Willd.	synonym	Senna reticulata	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		5539	22	3																		
Tw16281					Lebacq, Lucien			1281		SN18272	Acacia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16282					Lebacq, Lucien			1282		SN1889	Calliandra angustifolia Spruce ex Benth.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		6178	24	3																		
Tw16283					Lebacq, Lucien			1283		SN5361	Ficus glabrata Kunth	synonym	Ficus insipida	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		8189	31	2																		
Tw16284					Lebacq, Lucien					SN6354	Hura crepitans L.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16285					Lebacq, Lucien			1285		SN12061	Swartzia amplifolia Harms	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		7117	27	4																		
Tw16286					Lebacq, Lucien			1286		SN5420	Ficus 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16287					Lebacq, Lucien			1287		SN7530	Machaerium 	indet - genus		South America	Peru	Loreto																		CAPA	spare collection (basement)																							
Tw16288					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16289					Lebacq, Lucien			1289		SN11641	Simarouba amara Aubl.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16290					Lebacq, Lucien			1290		SN3733	Cymbopetalum tessmannii R.E. Fr.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		414	2	3																		
Tw16291					Lebacq, Lucien			1291		SN3998	Dialyanthera parvifolia Markgr.	synonym	Otoba parvifolia	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		8439	31	7																		
Tw16292					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16293					Lebacq, Lucien			1293				indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16294					Lebacq, Lucien			1294		SN10394	Pterocarpus ulei Harms	synonym	Pterocarpus amazonum	South America	Peru																			CAPA	spare collection (basement)																							
Tw16295					Lebacq, Lucien				295	SN5307	Ferdinandusa chlorantha (Wedd.) Standl.	accepted		South America	Peru				1	1		 | 38	coupe | sample	drawer | xylotheek cabinet	 | 7									CAPA	Xylarium ground floor	Xylarium ground floor		10312	38	7																		
Tw16296					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16297					Lebacq, Lucien			1297		SN3861	Dalbergia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16298					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16299					Lebacq, Lucien			1299		SN11277	Sapium marmieri Huber	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16300					Lebacq, Lucien			1300		SN5905	Guazuma crinita Mart.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		11734	45	4																		
Tw16301					Lebacq, Lucien			1301		SN1393	Beilschmiedia 	indet - genus		South America	Peru	Loreto																		CAPA	spare collection (basement)																							
Tw16302					Lebacq, Lucien			1302		SN12651	Tocoyena foetida Poepp. & Endl.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		10622	41	3																		
Tw16303					Lebacq, Lucien			1303		SN12716	Trema micrantha (L.) Blume	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		12324	47	4																		
Tw16304					Lebacq, Lucien			1304		SN8048	Miconia prasina (Sw.) DC.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		7565	29	2																		
Tw16305					Lebacq, Lucien					SN5885	Guatteria hyposericea Diels	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16306					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16307					Lebacq, Lucien			1307		SN11674	Siparuna guianensis Aubl.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16308					Lebacq, Lucien					SN12970	Unonopsis floribunda Diels	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16309					Lebacq, Lucien				1309			indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16310					Lebacq, Lucien			1310		SN8014	Miconia amplexans (Crueg.) Cogn.	synonym	Miconia tomentosa	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		7533	29	1																		
Tw16311					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16312					Lebacq, Lucien			1312		SN5868	Guarea 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16313					Lebacq, Lucien			1313		SN8460	Nectandra pichurim (Kunth) Mez	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		5103	20	7																		
Tw16314					Lebacq, Lucien			1314		SN2501	Cedrelinga cateniformis (Ducke) Ducke	accepted		South America	Peru	Huanuco																		CAPA	spare collection (basement)																							
Tw16315					Lebacq, Lucien					SN10138	Protium medianum J.F. Macbr.	synonym	Protium decandrum	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		1625	6	7																		
Tw16316					Lebacq, Lucien			1316		SN4244	Diplotropis peruviana J.F. Macbr.	accepted		South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		6705	26	1																		
Tw16317					Lebacq, Lucien			1317		SN4617	Endlicheria anomala (Nees) Mez	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16318					Lebacq, Lucien			1318		SN2728	Chrysophyllum klugii Baehni	synonym	Chrysophyllum sanguinolentum	South America	Peru																			CAPA	spare collection (basement)																							
Tw16319					Lebacq, Lucien			319		SN8593	Noyera mollis (Poepp. & Endl.) Ducke	synonym	Perebea mollis	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		8334	31	5																		
Tw16320					Lebacq, Lucien			1320		SN2872	Clarisia racemosa Ruiz & Pav.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16321					Lebacq, Lucien			321		SN6346	Humiriastrum excelsum (Ducke) Cuatrec.	uncertain	Humiriastrum excelsum	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		4531	19	1																		
Tw16322					Lebacq, Lucien					SN1518	Bixa orellana L.	accepted		South America	Peru																			CAPA	spare collection (basement)																							
Tw16323					Lebacq, Lucien			1323		SN9771	Plathymenia 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16324					Lebacq, Lucien			1324		SN2238	Caryocar tessmannii Pilg.	synonym	Caryocar glabrum	South America	Peru																			CAPA	spare collection (basement)																							
Tw16325					Lebacq, Lucien			1325		SN8852	Ormosiopsis cuspidata Pierce ex J.F. Macbr.	synonym	Ormosia grandiflora	South America	Peru																			CAPA	Xylarium ground floor	Xylarium ground floor		6963	27	1																		
Tw16326					Lebacq, Lucien			1326		SN6662	Iryanthera 	indet - genus		South America	Peru																			CAPA	spare collection (basement)																							
Tw16327					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16328					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
Tw16329					Lebacq, Lucien							indet		South America	Peru																			CAPA	spare collection (basement)																							
