Kingdom	class	order	family	phylum	genus	species	subspecies	author_team_and_year	original_taxon	gbif_full_name	gbif_reference	gbif_match_type	gbif_name_status
Animalia	Insecta	Lepidoptera	Geometridae	Arthropoda	Narthecusa	tenuiorata	kinduensis		Narthecusa tenuiorata  kinduensis  (ab.) Strand	Narthecusa tenuiorata tenuiorata	Walker F. List of the specimens of lepidopterous insects in the collection of the British Museum. Part XXIV.– Geometrites (continued). — 1862a	EXACT_OTHER_AUTHOR	synonym
Animalia	Insecta	Lepidoptera	Geometridae	Arthropoda	Narthecusa	tenuiorata	limbolata		Narthecusa tenuiorata  limbobata (ab.) Strand	Narthecusa tenuiorata tenuiorata	Walker F. List of the specimens of lepidopterous insects in the collection of the British Museum. Part XXIV.– Geometrites (continued). — 1862a	MISSPELLING	synonym
Animalia	Insecta	Lepidoptera	Geometridae	Arthropoda	Narthecusa	tenuiorata	lomelensis		Narthecusa tenuiorata  lomelensis  (ab.) Strand	Narthecusa tenuiorata tenuiorata	Walker F. List of the specimens of lepidopterous insects in the collection of the British Museum. Part XXIV.– Geometrites (continued). — 1862a	EXACT_OTHER_AUTHOR	synonym
Animalia	Insecta	Lepidoptera	Geometridae	Arthropoda	Pitthea	catadela		Fletcher, 1963	Pitthea catadela   Fletcher	Pitthea catadela Fletcher, 1963	"Fletcher D. S. Exploration du Parc National Albert (deuxième série). 1. Geometridae; 2. Noctuidae. — 1963a"	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Geometridae	Arthropoda	Pitthea	syndroma		Prout, 1932	Pitthea syndroma   Prout	Pitthea syndroma Prout, 1932	Prout L. B. New Geometridae from Congo Belge. Revue de Zoologie et Botanique Africaines 1932b	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Geometridae	Arthropoda	Terina	overlaeti		Prout, 1932	Terina overlaeti   Prout	Terina overlaeti Prout, 1932	Prout L. B. New Geometridae from Congo Belge. Revue de Zoologie et Botanique Africaines 1932b	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Geometridae	Arthropoda	Mesomima	tmetoleuca		Prout	Mesomima tmeloleuca   Prout	Mesomima tmetoleuca Prout	Prout L. B. New Congo Geometridae. Revue de Zoologie et Botanique Africaines 1934b	MISSPELLING	accepted
Animalia	Insecta	Lepidoptera	Geometridae	Arthropoda	Scardamia	nubilicosta		Prout, 1932	Scardamia nubilicosta   Prout	Scardamia nubilicosta Prout, 1932	Prout L. B. New Geometridae from Congo Belge. Revue de Zoologie et Botanique Africaines 1932b	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Nolidae	Arthropoda	Roeselia	herbuloti		de Toulgoët, 1976	Roeselia herbuloti   de Toulgoët	Roeselia herbuloti de Toulgoët, 1976		EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Arctiidae	Arthropoda	Zadadrina	metallica		Kiriakoff, 1954	Zadadrina metallica   Kiriakoff	Zadadrina metallica Kiriakoff, 1954	Kiriakoff S. G. Hétérocères nouveaux ou peu connus du Katanga. Revue de Zoologie et Botanique Africaines 1954g	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Erebidae	Arthropoda	Spilosoma	leopoldi		Tams, 1935	Spilosoma leopoldi   Debauche	Spilosoma leopoldi Tams, 1935		EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Erebidae	Arthropoda	Spilosoma	occidens	nyangweensis	 (Strand, 1922)	Spilosoma occidens nyangweensis  Strand	Spilosoma occidens nyangweensis (Strand, 1922)	Strand E. Arctiidae: Subfam. Lithosiinae. – In Strand, E. (Ed.) Lepidopterorum Catalogus Pars 26. — 1922a	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Erebidae	Arthropoda	Spilosoma	scortillum	costalis	Kiriakoff, 1954	Spilosoma scortillum costalis  Kiriakoff	Spilosoma scortillum costalis Kiriakoff, 1954		EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Erebidae	Arthropoda	Spilosoma	viettei		de Toulgoët, 1954	Spilosoma viettei   de Toulgoët	Spilosoma viettei de Toulgoët, 1954		EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	brunneofasciata		Dall'Asta & Poncin, 1980	Stenoglene brunneofasciata   Dall'Asta and Poncin	Stenoglene brunneofasciata Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	citrinoides		Dall'Asta & Poncin, 1980	Stenoglene citrinoides   Dall'Asta and Poncin	Stenoglene citrinoides Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	decellei			Stenoglene decellei decellei  Dall' Asta and Poncin	Stenoglene decellei decellei	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	decellei	flava	Dall'Asta & Poncin, 1980	Stenoglene decellei flava  Dall'Asta and Poncin	Stenoglene decellei flava Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	fontainei		Dall'Asta & Poncin, 1980	Stenoglene fontainei   Dall'Asta and Poncin	Stenoglene fontainei Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	fouassini		Dall'Asta & Poncin, 1980	Stenoglene fouassini   Dall'Asta and Poncin	Stenoglene fouassini Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	latimaculata		Dall'Asta & Poncin, 1980	Stenoglene latimaculata   Dall'Asta and Poncin	Stenoglene latimaculata Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	parvula		Dall'Asta & Poncin, 1980	Stenoglene parvula   Dall'Asta and Poncin	Stenoglene parvula Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	paulisi		Dall'Asta & Poncin, 1980	Stenoglene paulisi   Dall'Asta and Poncin	Stenoglene paulisi Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	pujoli		Dall'Asta & Poncin, 1980	Stenoglene pujoli   Dall'Asta and Poncin	Stenoglene pujoli Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	shabae		Dall'Asta & Poncin, 1980	Stenoglene shabae   Dall'Asta and Poncin	Stenoglene shabae Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	uelei		Dall'Asta & Poncin, 1980	Stenoglene uelei   Dall'Asta and Poncin	Stenoglene uelei Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
Animalia	Insecta	Lepidoptera	Eupterotidae	Arthropoda	Stenoglene	uniformis		Dall'Asta & Poncin, 1980	Stenoglene uniformis   Dall'Asta and Poncin	Stenoglene uniformis Dall'Asta & Poncin, 1980	Dall'Asta U. & Poncin G. Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). Revue de Zoologie et Botanique Africaines 1980	EXACT_OTHER_AUTHOR	accepted
